ID fysisk,ID digital,benämning på data.kb.se,benämning (2) på data.kb.se,weburn pdf,tif master,tif master (2),reginaid
8532911,saknas,"8532911,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8532911,"https://data.kb.se/datasets/2014/10/suecia/8532911,1.tif",,001929525
8532886,saknas,"8532886,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8532886,"https://data.kb.se/datasets/2014/10/suecia/8532886,1.tif",,001929556
8532878,saknas,"8532878,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8532878,"https://data.kb.se/datasets/2014/10/suecia/8532878,1.tif",,001929558
8533964,saknas,"8533964,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8533964,"https://data.kb.se/datasets/2014/10/suecia/8533964,1.tif",,001929659
8533845,saknas,"8533845,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8533845,"https://data.kb.se/datasets/2014/10/suecia/8533845,1.tif",,001929692
8533186,saknas,"8533186,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8533186,"https://data.kb.se/datasets/2014/10/suecia/8533186,1.tif",,001929697
8533183,saknas,"8533183,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8533183,"https://data.kb.se/datasets/2014/10/suecia/8533183,1.tif",,001929698
8533170,saknas,"8533170,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8533170,"https://data.kb.se/datasets/2014/10/suecia/8533170,1.tif",,001929701
8533160,saknas,"8533160,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8533160,"https://data.kb.se/datasets/2014/10/suecia/8533160,1.tif",,001929706
8533467,saknas,"8533467,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8533467,"https://data.kb.se/datasets/2014/10/suecia/8533467,1.tif",,001929728
8534012,saknas,"8534012,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8534012,"https://data.kb.se/datasets/2014/10/suecia/8534012,1.tif",,001929745
8534651,saknas,"8534651,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8534651,"https://data.kb.se/datasets/2014/10/suecia/8534651,1.tif",,001929764
8534770,saknas,"8534770,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8534770,"https://data.kb.se/datasets/2014/10/suecia/8534770,1.tif",,001929823
8536496,saknas,"8536496,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8536496,"https://data.kb.se/datasets/2014/10/suecia/8536496,1.tif",,001929958
8536493,saknas,"8536493,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8536493,"https://data.kb.se/datasets/2014/10/suecia/8536493,1.tif",,001929961
8536489,saknas,"8536489,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8536489,"https://data.kb.se/datasets/2014/10/suecia/8536489,1.tif",,001929963
8536481,saknas,"8536481,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8536481,"https://data.kb.se/datasets/2014/10/suecia/8536481,1.tif",,001929964
8536478,saknas,"8536478,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8536478,"https://data.kb.se/datasets/2014/10/suecia/8536478,1.tif",,001929965
8536470,saknas,"8536470,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8536470,"https://data.kb.se/datasets/2014/10/suecia/8536470,1.tif",,001929967
8542930,saknas,"8542930,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542930,"https://data.kb.se/datasets/2014/10/suecia/8542930,1.tif",,001930085
8542874,saknas,"8542874,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542874,"https://data.kb.se/datasets/2014/10/suecia/8542874,1.tif",,001930094
8542855,saknas,"8542855,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542855,"https://data.kb.se/datasets/2014/10/suecia/8542855,1.tif",,001930098
8542808,saknas,"8542808,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542808,"https://data.kb.se/datasets/2014/10/suecia/8542808,1.tif",,001930105
8542716,saknas,"8542716,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542716,"https://data.kb.se/datasets/2014/10/suecia/8542716,1.tif",,001930115
8543265,saknas,"8543265,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8543265,"https://data.kb.se/datasets/2014/10/suecia/8543265,1.tif",,001930133
8543230,saknas,"8543230,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8543230,"https://data.kb.se/datasets/2014/10/suecia/8543230,1.tif",,001930134
8542563,saknas,"8542563,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542563,"https://data.kb.se/datasets/2014/10/suecia/8542563,1.tif",,001930147
8548824,saknas,"8548824,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8548824,"https://data.kb.se/datasets/2014/10/suecia/8548824,1.tif",,001930221
8832842,saknas,"8832842,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8832842,"https://data.kb.se/datasets/2014/10/suecia/8832842,1.tif",,001950949
8463427,saknas,"8463427,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8463427,"https://data.kb.se/datasets/2014/10/suecia/8463427,1.tif",,001999778
8464690,saknas,"8464690,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8464690,"https://data.kb.se/datasets/2014/10/suecia/8464690,1.tif",,002668766
17852741,saknas,"17852741,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-17852741,"https://data.kb.se/datasets/2014/10/suecia/17852741,1.tif",,004054213
18269035,saknas,"18269035,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18269035,"https://data.kb.se/datasets/2014/10/suecia/18269035,1.tif",,004101821
18431545,saknas,"18431545,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18431545,"https://data.kb.se/datasets/2014/10/suecia/18431545,1.tif",,004121887
18467271,saknas,"18467271,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18467271,"https://data.kb.se/datasets/2014/10/suecia/18467271,1.tif",,004122751
18471428,saknas,"18471428,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18471428,"https://data.kb.se/datasets/2014/10/suecia/18471428,1.tif",,004122903
18471436,saknas,"18471436,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18471436,"https://data.kb.se/datasets/2014/10/suecia/18471436,1.tif",,004122904
18471454,saknas,"18471454,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18471454,"https://data.kb.se/datasets/2014/10/suecia/18471454,1.tif",,004122905
18471494,saknas,"18471494,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18471494,"https://data.kb.se/datasets/2014/10/suecia/18471494,1.tif",,004122907
18471529,saknas,"18471529,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18471529,"https://data.kb.se/datasets/2014/10/suecia/18471529,1.tif",,004122908
18480449,saknas,"18480449,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18480449,"https://data.kb.se/datasets/2014/10/suecia/18480449,1.tif",,004123229
18480504,saknas,"18480504,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18480504,"https://data.kb.se/datasets/2014/10/suecia/18480504,1.tif",,004123231
18481104,saknas,"18481104,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18481104,"https://data.kb.se/datasets/2014/10/suecia/18481104,1.tif",,004123232
18481329,saknas,"18481329,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18481329,"https://data.kb.se/datasets/2014/10/suecia/18481329,1.tif",,004123234
18481335,saknas,"18481335,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18481335,"https://data.kb.se/datasets/2014/10/suecia/18481335,1.tif",,004123235
19357417,saknas,19357417.zip,,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-19357417,https://data.kb.se/datasets/2014/10/suecia/19357417.zip,,004220003
2521030,18035740,"18035740,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035740,"https://data.kb.se/datasets/2014/10/suecia/18035740,1.tif",,004095435
10957506,18035742,"18035742,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035742,"https://data.kb.se/datasets/2014/10/suecia/18035742,1.tif",,004095436
10958361,18035743,"18035743,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035743,"https://data.kb.se/datasets/2014/10/suecia/18035743,1.tif",,004095437
10960293,18035745,"18035745,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035745,"https://data.kb.se/datasets/2014/10/suecia/18035745,1.tif",,004095438
10961099,18035746,"18035746,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035746,"https://data.kb.se/datasets/2014/10/suecia/18035746,1.tif",,004095439
10961302,18035747,"18035747,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035747,"https://data.kb.se/datasets/2014/10/suecia/18035747,1.tif",,004095440
10961342,18035748,"18035748,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035748,"https://data.kb.se/datasets/2014/10/suecia/18035748,1.tif",,004095441
10961445,18035749,"18035749,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035749,"https://data.kb.se/datasets/2014/10/suecia/18035749,1.tif",,004095442
10965170,18035751,"18035751,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035751,"https://data.kb.se/datasets/2014/10/suecia/18035751,1.tif",,004095443
10965236,18035752,"18035752,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035752,"https://data.kb.se/datasets/2014/10/suecia/18035752,1.tif",,004095444
10965251,18035753,"18035753,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035753,"https://data.kb.se/datasets/2014/10/suecia/18035753,1.tif",,004095445
10965254,18035754,"18035754,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035754,"https://data.kb.se/datasets/2014/10/suecia/18035754,1.tif",,004095446
10965264,18035755,"18035755,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035755,"https://data.kb.se/datasets/2014/10/suecia/18035755,1.tif",,004095447
10965277,18035756,"18035756,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035756,"https://data.kb.se/datasets/2014/10/suecia/18035756,1.tif",,004095448
10965638,18035757,"18035757,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035757,"https://data.kb.se/datasets/2014/10/suecia/18035757,1.tif",,004095449
10965643,18035758,"18035758,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035758,"https://data.kb.se/datasets/2014/10/suecia/18035758,1.tif",,004095450
10966090,18035759,"18035759,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035759,"https://data.kb.se/datasets/2014/10/suecia/18035759,1.tif",,004095451
10966139,18035760,"18035760,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035760,"https://data.kb.se/datasets/2014/10/suecia/18035760,1.tif",,004095452
10966375,18035761,"18035761,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035761,"https://data.kb.se/datasets/2014/10/suecia/18035761,1.tif",,004095453
10968847,18035762,"18035762,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035762,"https://data.kb.se/datasets/2014/10/suecia/18035762,1.tif",,004095454
10968883,18035763,"18035763,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035763,"https://data.kb.se/datasets/2014/10/suecia/18035763,1.tif",,004095455
10968995,18035764,"18035764,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035764,"https://data.kb.se/datasets/2014/10/suecia/18035764,1.tif",,004095456
10969016,18035765,"18035765,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035765,"https://data.kb.se/datasets/2014/10/suecia/18035765,1.tif",,004095457
10969071,18035767,"18035767,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035767,"https://data.kb.se/datasets/2014/10/suecia/18035767,1.tif",,004095458
10969121,18035768,"18035768,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035768,"https://data.kb.se/datasets/2014/10/suecia/18035768,1.tif",,004095459
10969577,18035769,"18035769,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035769,"https://data.kb.se/datasets/2014/10/suecia/18035769,1.tif",,004095460
10972859,18035770,"18035770,1.tif","18035770,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035770,"https://data.kb.se/datasets/2014/10/suecia/18035770,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035770,2.tif",004095461
10972877,18035771,"18035771,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035771,"https://data.kb.se/datasets/2014/10/suecia/18035771,1.tif",,004095462
10972892,18035772,"18035772,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035772,"https://data.kb.se/datasets/2014/10/suecia/18035772,1.tif",,004095463
11010598,18035773,"18035773,1.tif","18035773,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035773,"https://data.kb.se/datasets/2014/10/suecia/18035773,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035773,2.tif",004095464
11010825,18035774,"18035774,1.tif","18035774,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035774,"https://data.kb.se/datasets/2014/10/suecia/18035774,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035774,2.tif",004095465
11010843,18035775,"18035775,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035775,"https://data.kb.se/datasets/2014/10/suecia/18035775,1.tif",,004095466
11011069,18035776,"18035776,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035776,"https://data.kb.se/datasets/2014/10/suecia/18035776,1.tif",,004095467
11061032,18035777,"18035777,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035777,"https://data.kb.se/datasets/2014/10/suecia/18035777,1.tif",,004095468
11061051,18035778,"18035778,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035778,"https://data.kb.se/datasets/2014/10/suecia/18035778,1.tif",,004095469
11090058,18035779,"18035779,1.tif","18035779,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035779,"https://data.kb.se/datasets/2014/10/suecia/18035779,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035779,2.tif",004095470
11090136,18035780,"18035780,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035780,"https://data.kb.se/datasets/2014/10/suecia/18035780,1.tif",,004095471
11090289,18035781,"18035781,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035781,"https://data.kb.se/datasets/2014/10/suecia/18035781,1.tif",,004095472
11090375,18035782,"18035782,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035782,"https://data.kb.se/datasets/2014/10/suecia/18035782,1.tif",,004095473
11090386,18035783,"18035783,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035783,"https://data.kb.se/datasets/2014/10/suecia/18035783,1.tif",,004095474
11090550,18035784,"18035784,1.tif","18035784,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035784,"https://data.kb.se/datasets/2014/10/suecia/18035784,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035784,2.tif",004095475
11090557,18035785,"18035785,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035785,"https://data.kb.se/datasets/2014/10/suecia/18035785,1.tif",,004095476
11110827,18035786,"18035786,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035786,"https://data.kb.se/datasets/2014/10/suecia/18035786,1.tif",,004095477
11111185,18035787,"18035787,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035787,"https://data.kb.se/datasets/2014/10/suecia/18035787,1.tif",,004095478
11111464,18035788,"18035788,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035788,"https://data.kb.se/datasets/2014/10/suecia/18035788,1.tif",,004095479
11111622,18035789,"18035789,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035789,"https://data.kb.se/datasets/2014/10/suecia/18035789,1.tif",,004095480
11128140,18035791,"18035791,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035791,"https://data.kb.se/datasets/2014/10/suecia/18035791,1.tif",,004095481
11128618,18035792,"18035792,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035792,"https://data.kb.se/datasets/2014/10/suecia/18035792,1.tif",,004095482
11128870,18035793,"18035793,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035793,"https://data.kb.se/datasets/2014/10/suecia/18035793,1.tif",,004095483
11126555,18035794,"18035794,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035794,"https://data.kb.se/datasets/2014/10/suecia/18035794,1.tif",,004095484
11132933,18035795,"18035795,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035795,"https://data.kb.se/datasets/2014/10/suecia/18035795,1.tif",,004095485
11132978,18035796,"18035796,1.tif","18035796,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035796,"https://data.kb.se/datasets/2014/10/suecia/18035796,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035796,2.tif",004095486
11142897,18035797,"18035797,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035797,"https://data.kb.se/datasets/2014/10/suecia/18035797,1.tif",,004095487
11143207,18035798,"18035798,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035798,"https://data.kb.se/datasets/2014/10/suecia/18035798,1.tif",,004095488
11143686,18035799,"18035799,1.tif","18035799,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035799,"https://data.kb.se/datasets/2014/10/suecia/18035799,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035799,2.tif",004095489
11156865,18035800,"18035800,1.tif","18035800,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035800,"https://data.kb.se/datasets/2014/10/suecia/18035800,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035800,2.tif",004095490
11156895,18035801,"18035801,1.tif","18035801,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035801,"https://data.kb.se/datasets/2014/10/suecia/18035801,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035801,2.tif",004095491
11157000,18035802,"18035802,1.tif","18035802,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035802,"https://data.kb.se/datasets/2014/10/suecia/18035802,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035802,2.tif",004095492
11157020,18035803,"18035803,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035803,"https://data.kb.se/datasets/2014/10/suecia/18035803,1.tif",,004095493
11157923,18035804,"18035804,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035804,"https://data.kb.se/datasets/2014/10/suecia/18035804,1.tif",,004095494
11165699,18035805,"18035805,1.tif","18035805,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035805,"https://data.kb.se/datasets/2014/10/suecia/18035805,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035805,2.tif",004095495
11166413,18035806,"18035806,1.tif","18035806,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035806,"https://data.kb.se/datasets/2014/10/suecia/18035806,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035806,2.tif",004095496
11166533,18035807,"18035807,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035807,"https://data.kb.se/datasets/2014/10/suecia/18035807,1.tif",,004095497
11166538,18035808,"18035808,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035808,"https://data.kb.se/datasets/2014/10/suecia/18035808,1.tif",,004095498
11166986,18035809,"18035809,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035809,"https://data.kb.se/datasets/2014/10/suecia/18035809,1.tif",,004095499
11166999,18035810,"18035810,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035810,"https://data.kb.se/datasets/2014/10/suecia/18035810,1.tif",,004095500
11167307,18035811,"18035811,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035811,"https://data.kb.se/datasets/2014/10/suecia/18035811,1.tif",,004095501
11167344,18035813,"18035813,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035813,"https://data.kb.se/datasets/2014/10/suecia/18035813,1.tif",,004095502
11167425,18035814,"18035814,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035814,"https://data.kb.se/datasets/2014/10/suecia/18035814,1.tif",,004095503
11168787,18035815,"18035815,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035815,"https://data.kb.se/datasets/2014/10/suecia/18035815,1.tif",,004095504
11176724,18035816,"18035816,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035816,"https://data.kb.se/datasets/2014/10/suecia/18035816,1.tif",,004095505
11176750,18035817,"18035817,1.tif","18035817,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035817,"https://data.kb.se/datasets/2014/10/suecia/18035817,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035817,2.tif",004095506
11177282,18035818,"18035818,1.tif","18035818,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035818,"https://data.kb.se/datasets/2014/10/suecia/18035818,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035818,2.tif",004095507
11177330,18035819,"18035819,1.tif","18035819,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035819,"https://data.kb.se/datasets/2014/10/suecia/18035819,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035819,2.tif",004095508
11183030,18035820,"18035820,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035820,"https://data.kb.se/datasets/2014/10/suecia/18035820,1.tif",,004095509
11185040,18035821,"18035821,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035821,"https://data.kb.se/datasets/2014/10/suecia/18035821,1.tif",,004095510
11185372,18035822,"18035822,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035822,"https://data.kb.se/datasets/2014/10/suecia/18035822,1.tif",,004095511
11186610,18035823,"18035823,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035823,"https://data.kb.se/datasets/2014/10/suecia/18035823,1.tif",,004095512
11186903,18035824,"18035824,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035824,"https://data.kb.se/datasets/2014/10/suecia/18035824,1.tif",,004095513
11187247,18035825,"18035825,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035825,"https://data.kb.se/datasets/2014/10/suecia/18035825,1.tif",,004095514
11187509,18035826,"18035826,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035826,"https://data.kb.se/datasets/2014/10/suecia/18035826,1.tif",,004095515
11187674,18035827,"18035827,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035827,"https://data.kb.se/datasets/2014/10/suecia/18035827,1.tif",,004095516
11188046,18035828,"18035828,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035828,"https://data.kb.se/datasets/2014/10/suecia/18035828,1.tif",,004095517
11185523,18035829,"18035829,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035829,"https://data.kb.se/datasets/2014/10/suecia/18035829,1.tif",,004095518
11193832,18035830,"18035830,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035830,"https://data.kb.se/datasets/2014/10/suecia/18035830,1.tif",,004095519
11193875,18035831,"18035831,1.tif","18035831,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035831,"https://data.kb.se/datasets/2014/10/suecia/18035831,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035831,2.tif",004095520
11193933,18035832,"18035832,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035832,"https://data.kb.se/datasets/2014/10/suecia/18035832,1.tif",,004095521
11193945,18035833,"18035833,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035833,"https://data.kb.se/datasets/2014/10/suecia/18035833,1.tif",,004095522
11194102,18035835,"18035835,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035835,"https://data.kb.se/datasets/2014/10/suecia/18035835,1.tif",,004095523
11194119,18035836,"18035836,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035836,"https://data.kb.se/datasets/2014/10/suecia/18035836,1.tif",,004095524
11195185,18035837,"18035837,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035837,"https://data.kb.se/datasets/2014/10/suecia/18035837,1.tif",,004095525
11198181,18035838,"18035838,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035838,"https://data.kb.se/datasets/2014/10/suecia/18035838,1.tif",,004095526
11198768,18035839,"18035839,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035839,"https://data.kb.se/datasets/2014/10/suecia/18035839,1.tif",,004095527
11199364,18035840,"18035840,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035840,"https://data.kb.se/datasets/2014/10/suecia/18035840,1.tif",,004095528
11199378,18035841,"18035841,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035841,"https://data.kb.se/datasets/2014/10/suecia/18035841,1.tif",,004095529
11199894,18035842,"18035842,1.tif",,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035842,"https://data.kb.se/datasets/2014/10/suecia/18035842,1.tif",,004095530
11199976,18035843,"18035843,1.tif","18035843,2.tif",http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035843,"https://data.kb.se/datasets/2014/10/suecia/18035843,1.tif","https://data.kb.se/datasets/2014/10/suecia/18035843,2.tif",004095531
