ID fysisk,ID digital,benämning på data.kb.se,weburn pdf,datakbse pdf,reginaid
8536489,saknas,8536489.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8536489,https://data.kb.se/datasets/2016/05/suecia/8536489.pdf,001929963
8536481,saknas,8536481.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8536481,https://data.kb.se/datasets/2016/05/suecia/8536481.pdf,001929964
8536478,saknas,8536478.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8536478,https://data.kb.se/datasets/2016/05/suecia/8536478.pdf,001929965
8536470,saknas,8536470.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8536470,https://data.kb.se/datasets/2016/05/suecia/8536470.pdf,001929967
8542930,saknas,8542930.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542930,https://data.kb.se/datasets/2016/05/suecia/8542930.pdf,001930085
8542874,saknas,8542874.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542874,https://data.kb.se/datasets/2016/05/suecia/8542874.pdf,001930094
8542855,saknas,8542855.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542855,https://data.kb.se/datasets/2016/05/suecia/8542855.pdf,001930098
8542808,saknas,8542808.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542808,https://data.kb.se/datasets/2016/05/suecia/8542808.pdf,001930105
8542716,saknas,8542716.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542716,https://data.kb.se/datasets/2016/05/suecia/8542716.pdf,001930115
8543265,saknas,8543265.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8543265,https://data.kb.se/datasets/2016/05/suecia/8543265.pdf,001930133
8543230,saknas,8543230.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8543230,https://data.kb.se/datasets/2016/05/suecia/8543230.pdf,001930134
8542563,saknas,8542563.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8542563,https://data.kb.se/datasets/2016/05/suecia/8542563.pdf,001930147
8548824,saknas,8548824.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8548824,https://data.kb.se/datasets/2016/05/suecia/8548824.pdf,001930221
8832842,saknas,8832842.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8832842,https://data.kb.se/datasets/2016/05/suecia/8832842.pdf,001950949
8463427,saknas,8463427.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8463427,https://data.kb.se/datasets/2016/05/suecia/8463427.pdf,001999778
8464690,saknas,8464690.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-8464690,https://data.kb.se/datasets/2016/05/suecia/8464690.pdf,002668766
17852741,saknas,17852741.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-17852741,https://data.kb.se/datasets/2016/05/suecia/17852741.pdf,004054213
18269035,saknas,18269035.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18269035,https://data.kb.se/datasets/2016/05/suecia/18269035.pdf,004101821
18431545,saknas,18431545.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18431545,https://data.kb.se/datasets/2016/05/suecia/18431545.pdf,004121887
18467271,saknas,18467271.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18467271,https://data.kb.se/datasets/2016/05/suecia/18467271.pdf,004122751
18471428,saknas,18471428.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18471428,https://data.kb.se/datasets/2016/05/suecia/18471428.pdf,004122903
18471436,saknas,18471436.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18471436,https://data.kb.se/datasets/2016/05/suecia/18471436.pdf,004122904
18471454,saknas,18471454.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18471454,https://data.kb.se/datasets/2016/05/suecia/18471454.pdf,004122905
18471494,saknas,18471494.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18471494,https://data.kb.se/datasets/2016/05/suecia/18471494.pdf,004122907
18471529,saknas,18471529.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18471529,https://data.kb.se/datasets/2016/05/suecia/18471529.pdf,004122908
18480449,saknas,18480449.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18480449,https://data.kb.se/datasets/2016/05/suecia/18480449.pdf,004123229
18480504,saknas,18480504.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18480504,https://data.kb.se/datasets/2016/05/suecia/18480504.pdf,004123231
18481104,saknas,18481104.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18481104,https://data.kb.se/datasets/2016/05/suecia/18481104.pdf,004123232
18481329,saknas,18481329.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18481329,https://data.kb.se/datasets/2016/05/suecia/18481329.pdf,004123234
18481335,saknas,18481335.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18481335,https://data.kb.se/datasets/2016/05/suecia/18481335.pdf,004123235
19357417,saknas,19357417.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-19357417,https://data.kb.se/datasets/2016/05/suecia/19357417.pdf,004220003
2521030,18035740,18035740.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035740,https://data.kb.se/datasets/2016/05/suecia/18035740.pdf,004095435
10957506,18035742,18035742.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035742,https://data.kb.se/datasets/2016/05/suecia/18035742.pdf,004095436
10958361,18035743,18035743.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035743,https://data.kb.se/datasets/2016/05/suecia/18035743.pdf,004095437
10960293,18035745,18035745.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035745,https://data.kb.se/datasets/2016/05/suecia/18035745.pdf,004095438
10961099,18035746,18035746.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035746,https://data.kb.se/datasets/2016/05/suecia/18035746.pdf,004095439
10961302,18035747,18035747.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035747,https://data.kb.se/datasets/2016/05/suecia/18035747.pdf,004095440
10961342,18035748,18035748.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035748,https://data.kb.se/datasets/2016/05/suecia/18035748.pdf,004095441
10961445,18035749,18035749.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035749,https://data.kb.se/datasets/2016/05/suecia/18035749.pdf,004095442
10965170,18035751,18035751.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035751,https://data.kb.se/datasets/2016/05/suecia/18035751.pdf,004095443
10965236,18035752,18035752.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035752,https://data.kb.se/datasets/2016/05/suecia/18035752.pdf,004095444
10965251,18035753,18035753.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035753,https://data.kb.se/datasets/2016/05/suecia/18035753.pdf,004095445
10965254,18035754,18035754.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035754,https://data.kb.se/datasets/2016/05/suecia/18035754.pdf,004095446
10965264,18035755,18035755.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035755,https://data.kb.se/datasets/2016/05/suecia/18035755.pdf,004095447
10965277,18035756,18035756.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035756,https://data.kb.se/datasets/2016/05/suecia/18035756.pdf,004095448
10965638,18035757,18035757.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035757,https://data.kb.se/datasets/2016/05/suecia/18035757.pdf,004095449
10965643,18035758,18035758.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035758,https://data.kb.se/datasets/2016/05/suecia/18035758.pdf,004095450
10966090,18035759,18035759.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035759,https://data.kb.se/datasets/2016/05/suecia/18035759.pdf,004095451
10966139,18035760,18035760.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035760,https://data.kb.se/datasets/2016/05/suecia/18035760.pdf,004095452
10966375,18035761,18035761.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035761,https://data.kb.se/datasets/2016/05/suecia/18035761.pdf,004095453
10968847,18035762,18035762.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035762,https://data.kb.se/datasets/2016/05/suecia/18035762.pdf,004095454
10968883,18035763,18035763.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035763,https://data.kb.se/datasets/2016/05/suecia/18035763.pdf,004095455
10968995,18035764,18035764.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035764,https://data.kb.se/datasets/2016/05/suecia/18035764.pdf,004095456
10969016,18035765,18035765.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035765,https://data.kb.se/datasets/2016/05/suecia/18035765.pdf,004095457
10969071,18035767,18035767.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035767,https://data.kb.se/datasets/2016/05/suecia/18035767.pdf,004095458
10969121,18035768,18035768.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035768,https://data.kb.se/datasets/2016/05/suecia/18035768.pdf,004095459
10969577,18035769,18035769.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035769,https://data.kb.se/datasets/2016/05/suecia/18035769.pdf,004095460
10972859,18035770,18035770.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035770,https://data.kb.se/datasets/2016/05/suecia/18035770.pdf,004095461
10972877,18035771,18035771.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035771,https://data.kb.se/datasets/2016/05/suecia/18035771.pdf,004095462
10972892,18035772,18035772.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035772,https://data.kb.se/datasets/2016/05/suecia/18035772.pdf,004095463
11010598,18035773,18035773.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035773,https://data.kb.se/datasets/2016/05/suecia/18035773.pdf,004095464
11010825,18035774,18035774.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035774,https://data.kb.se/datasets/2016/05/suecia/18035774.pdf,004095465
11010843,18035775,18035775.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035775,https://data.kb.se/datasets/2016/05/suecia/18035775.pdf,004095466
11011069,18035776,18035776.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035776,https://data.kb.se/datasets/2016/05/suecia/18035776.pdf,004095467
11061032,18035777,18035777.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035777,https://data.kb.se/datasets/2016/05/suecia/18035777.pdf,004095468
11061051,18035778,18035778.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035778,https://data.kb.se/datasets/2016/05/suecia/18035778.pdf,004095469
11090058,18035779,18035779.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035779,https://data.kb.se/datasets/2016/05/suecia/18035779.pdf,004095470
11090136,18035780,18035780.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035780,https://data.kb.se/datasets/2016/05/suecia/18035780.pdf,004095471
11090289,18035781,18035781.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035781,https://data.kb.se/datasets/2016/05/suecia/18035781.pdf,004095472
11090375,18035782,18035782.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035782,https://data.kb.se/datasets/2016/05/suecia/18035782.pdf,004095473
11090386,18035783,18035783.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035783,https://data.kb.se/datasets/2016/05/suecia/18035783.pdf,004095474
11090550,18035784,18035784.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035784,https://data.kb.se/datasets/2016/05/suecia/18035784.pdf,004095475
11090557,18035785,18035785.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035785,https://data.kb.se/datasets/2016/05/suecia/18035785.pdf,004095476
11110827,18035786,18035786.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035786,https://data.kb.se/datasets/2016/05/suecia/18035786.pdf,004095477
11111185,18035787,18035787.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035787,https://data.kb.se/datasets/2016/05/suecia/18035787.pdf,004095478
11111464,18035788,18035788.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035788,https://data.kb.se/datasets/2016/05/suecia/18035788.pdf,004095479
11111622,18035789,18035789.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035789,https://data.kb.se/datasets/2016/05/suecia/18035789.pdf,004095480
11128140,18035791,18035791.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035791,https://data.kb.se/datasets/2016/05/suecia/18035791.pdf,004095481
11128618,18035792,18035792.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035792,https://data.kb.se/datasets/2016/05/suecia/18035792.pdf,004095482
11128870,18035793,18035793.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035793,https://data.kb.se/datasets/2016/05/suecia/18035793.pdf,004095483
11126555,18035794,18035794.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035794,https://data.kb.se/datasets/2016/05/suecia/18035794.pdf,004095484
11132933,18035795,18035795.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035795,https://data.kb.se/datasets/2016/05/suecia/18035795.pdf,004095485
11132978,18035796,18035796.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035796,https://data.kb.se/datasets/2016/05/suecia/18035796.pdf,004095486
11142897,18035797,18035797.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035797,https://data.kb.se/datasets/2016/05/suecia/18035797.pdf,004095487
11143207,18035798,18035798.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035798,https://data.kb.se/datasets/2016/05/suecia/18035798.pdf,004095488
11143686,18035799,18035799.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035799,https://data.kb.se/datasets/2016/05/suecia/18035799.pdf,004095489
11156865,18035800,18035800.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035800,https://data.kb.se/datasets/2016/05/suecia/18035800.pdf,004095490
11156895,18035801,18035801.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035801,https://data.kb.se/datasets/2016/05/suecia/18035801.pdf,004095491
11157000,18035802,18035802.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035802,https://data.kb.se/datasets/2016/05/suecia/18035802.pdf,004095492
11157020,18035803,18035803.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035803,https://data.kb.se/datasets/2016/05/suecia/18035803.pdf,004095493
11157923,18035804,18035804.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035804,https://data.kb.se/datasets/2016/05/suecia/18035804.pdf,004095494
11165699,18035805,18035805.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035805,https://data.kb.se/datasets/2016/05/suecia/18035805.pdf,004095495
11166413,18035806,18035806.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035806,https://data.kb.se/datasets/2016/05/suecia/18035806.pdf,004095496
11166533,18035807,18035807.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035807,https://data.kb.se/datasets/2016/05/suecia/18035807.pdf,004095497
11166538,18035808,18035808.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035808,https://data.kb.se/datasets/2016/05/suecia/18035808.pdf,004095498
11166986,18035809,18035809.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035809,https://data.kb.se/datasets/2016/05/suecia/18035809.pdf,004095499
11166999,18035810,18035810.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035810,https://data.kb.se/datasets/2016/05/suecia/18035810.pdf,004095500
11167307,18035811,18035811.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035811,https://data.kb.se/datasets/2016/05/suecia/18035811.pdf,004095501
11167344,18035813,18035813.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035813,https://data.kb.se/datasets/2016/05/suecia/18035813.pdf,004095502
11167425,18035814,18035814.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035814,https://data.kb.se/datasets/2016/05/suecia/18035814.pdf,004095503
11168787,18035815,18035815.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035815,https://data.kb.se/datasets/2016/05/suecia/18035815.pdf,004095504
11176724,18035816,18035816.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035816,https://data.kb.se/datasets/2016/05/suecia/18035816.pdf,004095505
11176750,18035817,18035817.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035817,https://data.kb.se/datasets/2016/05/suecia/18035817.pdf,004095506
11177282,18035818,18035818.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035818,https://data.kb.se/datasets/2016/05/suecia/18035818.pdf,004095507
11177330,18035819,18035819.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035819,https://data.kb.se/datasets/2016/05/suecia/18035819.pdf,004095508
11183030,18035820,18035820.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035820,https://data.kb.se/datasets/2016/05/suecia/18035820.pdf,004095509
11185040,18035821,18035821.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035821,https://data.kb.se/datasets/2016/05/suecia/18035821.pdf,004095510
11185372,18035822,18035822.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035822,https://data.kb.se/datasets/2016/05/suecia/18035822.pdf,004095511
11186610,18035823,18035823.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035823,https://data.kb.se/datasets/2016/05/suecia/18035823.pdf,004095512
11186903,18035824,18035824.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035824,https://data.kb.se/datasets/2016/05/suecia/18035824.pdf,004095513
11187247,18035825,18035825.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035825,https://data.kb.se/datasets/2016/05/suecia/18035825.pdf,004095514
11187509,18035826,18035826.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035826,https://data.kb.se/datasets/2016/05/suecia/18035826.pdf,004095515
11187674,18035827,18035827.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035827,https://data.kb.se/datasets/2016/05/suecia/18035827.pdf,004095516
11188046,18035828,18035828.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035828,https://data.kb.se/datasets/2016/05/suecia/18035828.pdf,004095517
11185523,18035829,18035829.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035829,https://data.kb.se/datasets/2016/05/suecia/18035829.pdf,004095518
11193832,18035830,18035830.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035830,https://data.kb.se/datasets/2016/05/suecia/18035830.pdf,004095519
11193875,18035831,18035831.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035831,https://data.kb.se/datasets/2016/05/suecia/18035831.pdf,004095520
11193933,18035832,18035832.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035832,https://data.kb.se/datasets/2016/05/suecia/18035832.pdf,004095521
11193945,18035833,18035833.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035833,https://data.kb.se/datasets/2016/05/suecia/18035833.pdf,004095522
11194102,18035835,18035835.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035835,https://data.kb.se/datasets/2016/05/suecia/18035835.pdf,004095523
11194119,18035836,18035836.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035836,https://data.kb.se/datasets/2016/05/suecia/18035836.pdf,004095524
11195185,18035837,18035837.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035837,https://data.kb.se/datasets/2016/05/suecia/18035837.pdf,004095525
11198181,18035838,18035838.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035838,https://data.kb.se/datasets/2016/05/suecia/18035838.pdf,004095526
11198768,18035839,18035839.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035839,https://data.kb.se/datasets/2016/05/suecia/18035839.pdf,004095527
11199364,18035840,18035840.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035840,https://data.kb.se/datasets/2016/05/suecia/18035840.pdf,004095528
11199378,18035841,18035841.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035841,https://data.kb.se/datasets/2016/05/suecia/18035841.pdf,004095529
11199894,18035842,18035842.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035842,https://data.kb.se/datasets/2016/05/suecia/18035842.pdf,004095530
11199976,18035843,18035843.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035843,https://data.kb.se/datasets/2016/05/suecia/18035843.pdf,004095531
11200023,18035844,18035844.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035844,https://data.kb.se/datasets/2016/05/suecia/18035844.pdf,004095532
11200933,18035845,18035845.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035845,https://data.kb.se/datasets/2016/05/suecia/18035845.pdf,004095533
11200957,18035846,18035846.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035846,https://data.kb.se/datasets/2016/05/suecia/18035846.pdf,004095534
11200974,18035847,18035847.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035847,https://data.kb.se/datasets/2016/05/suecia/18035847.pdf,004095535
11201207,18035848,18035848.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035848,https://data.kb.se/datasets/2016/05/suecia/18035848.pdf,004095536
11201257,18035849,18035849.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035849,https://data.kb.se/datasets/2016/05/suecia/18035849.pdf,004095537
11204209,18035850,18035850.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035850,https://data.kb.se/datasets/2016/05/suecia/18035850.pdf,004095538
11204225,18035851,18035851.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035851,https://data.kb.se/datasets/2016/05/suecia/18035851.pdf,004095539
11204231,18035852,18035852.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035852,https://data.kb.se/datasets/2016/05/suecia/18035852.pdf,004095540
11205610,18035853,18035853.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035853,https://data.kb.se/datasets/2016/05/suecia/18035853.pdf,004095541
11205625,18035854,18035854.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035854,https://data.kb.se/datasets/2016/05/suecia/18035854.pdf,004095542
11206221,18035855,18035855.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035855,https://data.kb.se/datasets/2016/05/suecia/18035855.pdf,004095543
11206494,18035856,18035856.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035856,https://data.kb.se/datasets/2016/05/suecia/18035856.pdf,004095544
11206531,18035857,18035857.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035857,https://data.kb.se/datasets/2016/05/suecia/18035857.pdf,004095545
11206537,18035858,18035858.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035858,https://data.kb.se/datasets/2016/05/suecia/18035858.pdf,004095546
11206589,18035859,18035859.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035859,https://data.kb.se/datasets/2016/05/suecia/18035859.pdf,004095547
11207433,18035860,18035860.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035860,https://data.kb.se/datasets/2016/05/suecia/18035860.pdf,004095548
11207440,18035861,18035861.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035861,https://data.kb.se/datasets/2016/05/suecia/18035861.pdf,004095549
11207453,18035862,18035862.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035862,https://data.kb.se/datasets/2016/05/suecia/18035862.pdf,004095550
11209696,18035863,18035863.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035863,https://data.kb.se/datasets/2016/05/suecia/18035863.pdf,004095551
11209805,18035864,18035864.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035864,https://data.kb.se/datasets/2016/05/suecia/18035864.pdf,004095552
11209821,18035865,18035865.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035865,https://data.kb.se/datasets/2016/05/suecia/18035865.pdf,004095553
11218491,18035866,18035866.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035866,https://data.kb.se/datasets/2016/05/suecia/18035866.pdf,004095554
11218512,18035867,18035867.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035867,https://data.kb.se/datasets/2016/05/suecia/18035867.pdf,004095555
11218530,18035868,18035868.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035868,https://data.kb.se/datasets/2016/05/suecia/18035868.pdf,004095556
11218569,18035869,18035869.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035869,https://data.kb.se/datasets/2016/05/suecia/18035869.pdf,004095557
11218587,18035870,18035870.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035870,https://data.kb.se/datasets/2016/05/suecia/18035870.pdf,004095558
11218611,18035871,18035871.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035871,https://data.kb.se/datasets/2016/05/suecia/18035871.pdf,004095559
11219448,18035872,18035872.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035872,https://data.kb.se/datasets/2016/05/suecia/18035872.pdf,004095560
11219551,18035873,18035873.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035873,https://data.kb.se/datasets/2016/05/suecia/18035873.pdf,004095561
11219571,18035874,18035874.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035874,https://data.kb.se/datasets/2016/05/suecia/18035874.pdf,004095562
11219625,18035875,18035875.pdf,http://urn.kb.se/resolve?urn=urn:nbn:se:kb:suecia-18035875,https://data.kb.se/datasets/2016/05/suecia/18035875.pdf,004095563
