10736844,Do,158
11731702,Do,158
13455685,Do,158
8423390,WE 140,158.7
19922189,WM 190,158.7
9079878,WM 172,158.7
10136406,WM 172,158.7
9408083,WM 172,158.7
10244464,WM 172,158.7
9538918,WM 172,158.7
18435246,Qb,158.7
19478461,Oh,158.7
9628613,Oa,158.7
10153393,Oa,158.7
17084603,Do,158.7
9934220,Do,158.7
11942971,Do,158.7
7279154,Do,158.7
17097508,Do,158.7
21635810,Do,158.7
22547520,Do,158.7
19434545,Do,158.7
9938946,Do,158.7
7229284,Do,158.7
10509992,Do,158.7
19159975,Do,158.7
11450479,Do,158.7
9166867,WM 460.5.E3,158
11706555,WM 425.5.C6,158
12325039,WM 425.5.C6,158
10735689,WM 425.5.C6,158
12642777,WM 425,158
10082182,WM 425,158
7778807,WM 420,158
14008440,WM 425,158
7770440,WM 172,158
19415158,Qb,158
17833002,Qb,158
17773175,Qb,158
8419386,Qb,158
8348465,Qb,158
8348520,Do,158
11227818,Do,158
11372516,Do,158
10415896,Do,158
9709791,Do,158
10415981,Do,158
10717608,Do,158
9592777,Do,158
9883209,Do,158
20891878,Do,158
8760264,Do,158
19257923,Do,158
8348527,Do,158
9620253,Do,158
10892033,Do,158
12289355,Do,158
14454511,Do,158
7638817,D,170
s29qhz8cq2mvk1pt,D,170
10582189,D,170
9121927,D,170
11879495,D,170
11878926,D,170
16465005,D,170
9876131,D,170
10415789,D,170
8353415,D,170
22700813,D,170
14011826,D,170
10919507,D,170
14721178,D,170
11468360,D,170
7232697,WS 350.2,155.4
19924436,D,170
8717110,D,170
7664608,D,170
8846878,D,170
10106043,D,170
10523704,Do,170
11269063,Do,170
10583507,Do,170
8348490,Do,170
8376529,Do,170
11204956,L,170
10022745,W 50,170
12133137,W 50,170
10135186,W 50,170
10164939,W 50,170
18062643,W 50,170
21153233,W 50,170
7267343,W 50,170
8883070,W 50,170
12907502,W 50,170
8380796,W 50,170
21674663,W 50,170
7279302,W 62,170
13758446,WZ 345,170
18120297,WY 87,610.73069
19952855,D,001.42
14741332,WO 690,174.2
9970289,WM 62,174.2
9888597,WB 555,174.2
12133466,WB 320,174.2
12069121,WA 21,174.2
9079355,WY 85,174.2
10254969,WY 85,174.2
11613151,WY 18,174.2
9717973,WS 21,174.2
10224456,WY 85,174.2
10355161,WY 85,174.2
12755348,WY 85,174.2
12222925,WY 85,174.2
10243077,WY 87,174.2
10331476,WY 86,174.2
10738684,WY 85,174.2
10176601,WY 85,174.2
10576974,WY 85,174.2
8392045,W 50,174.2
17530279,W 50,174.2
8353544,W 50,174.2
10154607,W 50,174.2
8347390,W 50,174.2
11468670,W 50,174.2
8400074,W 50,174.2
8372359,W 50,174.2
12750616,W 50,174.2
8353736,W 50,174.2
8380801,W 85,174.2
7453100,W 85,174.2
21329592,W 61,174.2
8353310,W 50,174.2
7762803,W 50,174.2
13753469,W 50,174.2
11560273,W 50,174.2
4723506,W 13,174.2
9868705,W 50,174.2
16250056,W 50,174.2
19797895,W 50,174.2
14695286,W 50,174.2
8579097,W 50,174.2
7620110,W 50,200
11447742,Do,200
10166523,C,200
8352908,C,200
9218199,C,200
8380486,C,200
8360540,C,200
14554612,WA 525,300
21662647,WA 320,300
22457682,WA 309,300
16016308,WA 305,300
16192063,U,300
11258114,Ohj,300
22449583,Ohd,300
10415075,M,300
7229751,B,300
7638999,D,300
17854124,QV 736,300
13930436,W 84,300
6g8ph64548d7wplh,W 84,300
9878903,W 74,300
8647079,W 74,300
11815997,Oa,300.72
8550148,Oa,300.72
10606816,O,300.72
10305245,O,300.72
13482990,O,300.72
9882212,Oa,300.72
10636575,Oa,300.72
18735559,O,300.72
8353643,Oa,300.72
8353725,Oa,300.72
8353598,Oa,300.72
22548026,Oa,300.72
18773357,O,300.72
11222079,D,300.72
7274754,D,300.72
11812620,Oa,300.72
16763239,Oa,300.72
8353671,D,300.72
11779252,D,300.72
22693358,D,300.72
10616729,D,300.72
12336388,D,300.72
17120362,D,300.72
5601820,D,300.72
17225368,D,300.72
350716,WZ 309,300
13536101,WT 100,300
8372281,WQ 11,300
7407370,WZ 309,300
8288768,Oa,300.72
13528240,O,300.72
10530120,O,300.72
11310522,M,300
10446507,Oa,300.72
9060479,O,300.72
17023981,WM 401,340
11937746,WM 33,340
12319567,WO 690,340
11894365,W 32.5,340
19204546,W 32.5,340
19952784,W 33,340
21970038,W 33,340
10828831,W 85,340
13503711,W 85,340
19530193,W 85.4,340
19534844,W 32,340
21803382,W 32,340
13542423,W 32.5,340
13609463,W 32.5,340
13536098,W 32.5,340
19446525,W 32.5,340
12234809,Oh,340
11498768,Oh,340
11463228,Ohf,340
11355751,Ok,340
10508268,WA 320,340
11997420,WB 33,340
7229972,Do,150
22508741,WS 105.5.C7,155.4
8353605,W 20.5,300.72
11784746,B,302
8353965,B,302
10232674,B,302
9461428,B,610.73
7638798,Do,302
10233428,Do,302
18542001,Do,302
18666999,Do,302
7623056,Do,302
18081612,Do,302
16357157,Do,302
19451436,Do,302
10623271,Do,302
19527827,Do,302
7228483,E,302
16747665,WM 430,302
10123435,WY 87,302
8349303,Do,305
18391245,O,305
12072067,Oa,305
16540026,Oa,305
9168044,Oa,305
8215403,Ohj,302
11881538,Oa,302
7230201,Oa,302
19372215,Oa,302
8353628,Oa,302
8348499,Oa,302
12594548,Oa,302
9326494,Oa,302
10455738,Oa,302
9461219,Oa,302
14218352,Oa,302
9618624,Oa,302
19099890,Oa,302
8348345,Oa,302
16250131,Oa,302
10136372,Oa,302
18773494,Oa,302
17577484,Oa,302
8374331,Oa,302
18499224,Oa,302
13517438,WX 160,362.1068
16466896,Do,158
10598373,WA 309,305
17861617,WM 40,305
8381920,WS 105,305
16262547,WS 105,305
22105070,WS 105,305
10350746,WS 105.5.H2,305
190082,WS 11,305
11715882,WS 460,305
10898480,WT 100,305
8348366,WT 100,305
8655809,WT 100,305
10033405,WT 100,305
10354683,WT 100,305
14285527,WT 100,305
7221139,WT 104,305
7666241,Ohj,305
8392026,Ohj,305
11957595,Ohj,305
8953803,Ohj,305
7408080,Ohj,305
7228423,Ohj,305
13485806,Ohf,305
17999865,Ohf,305
10654058,Ohd,305
8348503,Ohd,305
10685971,Ok,306
11827219,Ohj,306
20880918,Ohd,306
8420436,Oa,306
7230268,Oa,306
11830859,Oa,306
12468151,Oa,306
7229223,Oa,306
7230518,Oa,306
9491581,Oa,306
8348466,Oa,306
19375654,Oa,306
11883842,O,306
8803108,M,306
14229077,M,306
9683770,HQ,306
19088221,HQ,306
8552036,HQ,306
8428937,HQ,306
12322072,HQ,306
12166376,F,306
10735633,Do,306
7256946,Do,306
7668566,B,306
7284480,WX 160,305
7622425,WW 276,305
13689583,WW 600,305
10282554,WT 104,305
10917717, WT 120,305
8353817,W 61,306
8377540,W 61,306
22534738,WA 100,306
10922543,WA 300,306
10297444,WA 300,306
8735613,WA 309,306
16359448,WA 31,306
17542033,WA 31,306
7774465,WA 325,306
8141409,WJ 709,306
12334399,WM 430.5.F2,306
8790076,WM 611,306
11863176,WM 611,306
7753775,WS 105.5.S4,306
7247262,WS 462,306
19509085,WS 462,306
7652270,WZ 330,306
2085460,WY 11,610.69
11463229,Oh,331
20829815,Oh,331
10043581,Oh,331
11450570,Oh,331
9196387,Oh,331
10154605,Oh,331
8860896,Oh,331
18397499,Oh,331
11893814,Oh,331
595226,Ohj,331
11222773,Ok,331
9930123,W 925,331
12445418,WA 309,331
8369636,WA 309,331
12488337,WA 32,331
19962383,WA 400,331
9672980,WA 400,331
7219393,WA 400,331
8423373,WA 400,331
11775969,WB 320,331
7431087,WB 320,331
16933144,WB 320,331
11611951,WB 320,331
18243420,WB 320,331
7595508,WM 172,331
10911895,WM 29,331
10087610,WA 320,340
10672682,WA 320,340
8345223,L,350
11810906,Oa,350
21614871,Qb,350
8890561,Qb,350
9876726,Qb,350
7275245,W 15,350
11440431,W 20.5,350
15179094,W 32.5,350
14638385,W 84,350
11506061,W 84,350
18596694,W 84,350
17171065,W 84,350
11769277,W 84,350
7648462,W 84,350
22416104,W 84.7,350
12284856,WA 11,350
9539198,WA 590,613
7768583,WX 27,350
1183988,WX 27,350
8365248,WX 28,350
8365249,WX 28,350
16419810,WX 28,350
10601570,WX 28,350
131063,WX 28,350
719791,WX 28,350
7795461,WX 28,350
8553380,WX 28,350
9470565,WY 100,610.69
10444266,Do,360
10353249,Do,360
19370920,HQ,360
10934335,Oa,360
17818568,Oa,360
13873466,Oh,360
10126414,Oh,360
10621076,Oh,360
9382502,Ohd,360
8353000,Ohd,360
20820751,Ohd,360
12089986,Ohf,360
10917890,Ohf,360
19366224,Ohf,360
18226404,Ohf,360
14674185,Ohf,360
7764517,Ohf,360
7775967,Ohf,360
17291031,Ohf,360
10486706,Ohf,360
8352647,Ohf,360
9758152,Ohf,360
19801962,Ohf,360
8348357,Ohj,360
10438785,Ohj,360
7228921,Ohj,360
10508271,Ohj,360
17200129,Ohj,360
8381201,Ohj,360
16260021,Ohj,360
14794739,Ok,360
11594009,Ok,360
12188697,Qb,360
14850165,W 21.5,360
7777646,W 323,360
11367265,L,362.1
8382800,L,362.1
10076681,L,362.1
12102782,L,362.1
16961325,L,362.1
16555239,D,362.1
8826516,WY 200,360
8382466,WY 200,360
10238015,WX 215,360
10350069,WS 105.5.F2,360
10623309, WQ 11,360
14751509,WM 460.5.M6,360
7229699,WM 430.5.F2,360
7793554,WM 430,360
8348421,WM 30.5,360
18433173,WA 400,360
16559180,WA 400,360
7274829,WA 300,360
11372470,WA 300,360
8421631,WA 300,360
17675637,W 925,360
16627797,W 925,360
7456081,W 85,360
10501060,W 62,360
17290649,W 84,362.1
11289778,W 84,362.1
7227009,W 84,362.1
10163262,W 84,362.1
17735460,W 62,362.1
8381307,W 89,362.1
7456272,W 89,362.1
9747115,W 85,362.1
21139803,W 84.7,362.1
14755815,W 84.6,362.1
13615450,W 84.6,610.73
17803738,W 84.6,362.1
10219266,W 84.6,362.1
16594467,W 84,362.1
16421848,W 84,362.1
w5m23x12thf03jp5,W 26.5,362.1
13455067,W 26.5,362.1
8835594,W 26.5,362.1
8551726,W 20.5,362.1
11914823,W 20.5,362.1
9951871,W 20.5,362.1
4786478,QZ 42,362.1
12135016,QZ 201,362.1
14285528,Ohf,362.1
14554623,Ohf,362.1
10561116,O,362.1
22654106,WA 30,362.1
9963659,WA 30,362.1
18612555,WA 30,362.1
10568738,WA 30,362.1
20404245,WA 30,362.1
21546340,WA 30,362.1
17039933,WA 20.5,362.1
9890011,WA 11,362.1
12294623,WA 100,362.1
9167740,WA 100,616
11379979,WA 100,362.1
20891997,WA 100,362.1
12744909,WA 100,362.1
11365103,WA 100,362.1
11292022,WA 100,362.1
12326858,WA 100,362.1
14171787,WB 102,362.1
16901954,WA 900,362.1
11197910,WA 900,362.1
7264067,WA 900,362.1
4842262,WA 900,362.1
17835117,WA 540,362.1
17754290,WA 540,362.1
9185978,WA 530,362.1
12495911,WA 530,362.1
8877748,WA 525,362.1
10462761,WA 525,362.1
11566187,WA 320,618.92
11775256,WA 31,362.1
10322595,WA 31,362.1
11245460,WB 320,362.1
10878622,WB 320,362.1
9851097,WB 320,362.1
8352640,WB 310,362.1
11565222,WB 310,362.1
9406194,WB 310,362.1
8234695,WB 310,11260000003990
11502468,WB 310,616.029
7603790,WC 555,362.1
10554679,WM 197,362.1
14555809,WT 155,616.83
16900264,WD 212,362.1
11810177,WE 855,617.03
19731049,WL 354,362.1
13619214,WL 356,362.1
11418725,WL 356,362.1
12034496,WL 359,362.1
12750523,WM 175,362.1
19322185,WM 425,158
13500639,WM 425,158
11584447,WM 425,158
16517335,WO 690,362.1
11814548,WP 870,362.1
16259446,WQ 225,362.1
9407109,WQ 440,362.1
7149129,WQ 440,362.1
17864340,WS 210,362.1
9658455,WT 150,616.83
18505939,WT 155,616.83
18748844,WT 155,616.83
8348205,WT 155,362.1
17421482,WT 155,616.83
3232731,WT 155,362.1
7456222,WT 155,362.1
14677097,WT 155,616.83
11561860,WT 155,616.83
19366225,WT 155,616.83
19296695,W 84.6,362.1068
8352812,W 84,362.1068
10677959,W 84,362.1068
21632884,W 84,362.1068
13485802,W 84,362.1068
7278314,W 84,362.1068
10168769,W 84,362.1068
12746972,W 84,362.1068
16635341,W 84,362.1068
7609617,W 84,362.1068
12136740,W 84,362.1068
9468649,W 84,362.1068
8352540,W 74,362.1068
10674785,W 74,362.1068
2758207,WY 200,362.1
13548872,WY 20.5,362.1
21385235,WY 20.5,362.1
10260655,WY 152,362.1
7774897,WY 152,616.029
10431484,WY 115,362.1
8369588,WY 11,610.73069
8352654,WY 107,616.029
7594945,WY 105,610.73069
13589722,WY 100.4,616.075
7594931,WY 100,610.73069
900750,WX 27,362.1
10219999,WX 215,362.1
12277251,WX 215,362.1
14294525,WX 162,362.1
11675757,WX 150,362.1
12176632,WT 31,362.1
11748633,WA 525,362.1068
8352684,WB 102,362.1068
7756005,WE 720,362.1068
11680650,WX 160,362.1068
11324967,WX 173,362.1068
7276700,WY 100,362.1068
8353673,WY 16,362.1068
19107119,Do,362.2
16004517,Do,362.2
8878913,Dokc,362.2
22511333,Ohd,362.2
9739290,Ohf,362.2
9822718,Ohf,362.2
22273936,Ohf,362.2
7761588, WM 11,362.2
8354374,WM 100,362.2
13474454,WM 100,362.2
13589277,WM 140,362.2
13530391,WM 140,362.2
19720538,WM 165,362.2
19721801,WM 165,362.2
10566659,WM 171,362.2
18021329,WM 21,362.2
9628433,WM 30,362.2
19363181,WM 30.5,362.2
13855323,WM 401,362.2
9889481,WM 401,362.2
20891816,WM 401,362.2
17420995,WM 62,362.2
7274422,WM 401,362.2
11613366,Ohf,362.4
10200787,Ohf,362.4
2192029,Ohf,362.4
7274955,Ohf,362.4
9933861,Ohf,362.4
7275510,Ohf,362.4
20013324,Ohf,362.4
9550386,Ohf,362.4
17748841,Ohf,362.4
10434987,Ohf,362.4
11133998,Ohf,362.4
11377414,L,362.4
9658361,WS 105.5.F2,362.3
8929185,WS 105.5.F2,362.3
13535153,WM 300,362.3
12191093,WM 300,362.3
8902301,Ohf,362.3
8354296,Ohf,362.3
15873164,WM 290,362.29
7437634,WM 276,362.29
7406116,WM 274,362.29
10735690,WM 274,362.29
8345691,WM 274,362.29
12451062,WM 274,362.29
11937747,WM 270,362.29
14882256,WM 270,362.29
9862007,WM 270,362.29
9638044,WM 270,362.29
11358037,WM 270,362.29
20167624,WM 270,362.29
9628618,WM 270,362.29
8348312,WM 270,362.29
11568341,WM 270,362.29
w4s9kvwgt6rtn9cg,WM 270,362.29
7274592,QV 137,362.29
10251329,QT 261,362.29
10954378,QT 261,362.29
13560700,Oh,362.29
10914349,Do,362.29
11707584,WY 160,362.2
22384566,WS 350,362.2
12278470,WS 350,362.2
12594533,W 84.7,610.73069
7596485,WA 275,360
12746573,W 85,362.1
9584726,WA 320,362.1
14663506,WA 320,362.1
7420563,WZ 100,362.7
7282294,WZ 100,362.7
10617669,WS 350,362.7
10955538,WS 107.5.C6,362.7
8422011,WA 325,362.7
10150525,WA 325,362.7
10240214,WA 325,362.7
7281883,WA 320,362.7
11262456,WA 320,362.7
8382765,WA 320,362.7
10352727,Ohf,362.7
10245081,Ohf,362.7
11371652,Ohf,362.7
9480467,Oa,362.7
8836741,WY 200,362.6
10432467,WY 200,362.6
11020084,WY 152,362.6
9984712,WY 152,362.6
11704377,WY 152,362.6
11344980,WY 115,362.6
10415548,WY 152,362.6
17530307,WT 31,362.6
16834034,WT 21,362.6
12751485,WT 20,362.6
9620579,WT 18,362.6
8393979,WT 155,362.6
11335526,WT 145,362.6
10260654,WT 100,362.6
8352688,WT 145,362.6
13612398,WT 100,362.6
9468702,WT 100,362.6
8353457,WB 555,362.6
11738079,WA 300,362.6
10547097,Ohf,362.6
11561859,Ohf,362.6
8348270,Ohf,362.6
11221962,Ohf,362.6
10048348,Ohf,362.6
10434986,Ohf,362.6
11727912,Ohf,362.6
13591599,Ohf,362.6
9160284,Ohf,362.6
9625146,Ohf,362.6
15144497,Ohf,362.6
9392119,Ohf,362.6
11192349,Ohf,362.6
21533838,Ohf,362.6
16568722,Ohf,362.6
19438963,Ohf,362.6
22698771,Ohd,362.6
12069132,WV 270,362.4
9967698,WV 270,362.4
8889068,WV 270,362.4
17821750,WT 100,362.4
16018719,WS 107.5.R5,362.4
8347290,WS 107,362.4
13535642,WS 107,362.4
9196385,WS 105.5.H2,362.4
17120328,WS 105.5.H2,362.4
13989704,WB 320,362.4
11747355,WA 776,362.4
11172758,WY 18,370
7226153,WY 11,370
7656896,WY 11,370
7279212,WS 350.2,370
8350395,WS 11,370
9062950,WS 105.5.S6,370
8959784,WS 105.5.H2,370
8365470,WS 105,370
7449084,WM 475,370
7438107,WM 40,370
10735916,WL 340.6,370
13599284,WA 350,370
19612947,WA 350,370
16421967,WA 350,370
11907616,WA 350,370
11379980,WA 350,370
15978042,WA 350,370
9553234,WA 350,370
9580857,Qc,370
17984715,O,370
9152103,Eu,370
11775282,Eu,370
13900149,Eu,370
21139869,Eu,370
10709948,Eu,370
7232034,Eu,370
10305247,Eu,370
8352982,Eu,370
15216371,E,370
17091471,E,370
10646912,E,370
12069127,E,370
17542564,E,370
10718699,E,370
8865035,E,370
8286531,E,370
7284576,E,370
10908722,E,370
12334589,E,370
12436945,E,370
9819751,E,370
10048349,E,370
17821752,E,370
10908555,E,370
10908555,E,370
11602975,E,370
14832099,E,370
11166803,E,370
11770720,E,370
12159432,E,370
10637982,E,370
19728772,E,370
18723628,E,370
8352861,E,370
8352843,E,370
10919499,E,370
15217337,E,370
19769847,E,370
19770004,E,370
8901420,Dof,370
12766953,D,400
11675756,E,400
15216380,F,400
22268384,F,400
16844047,F,400
20167622,F,400
8345787,F(x),400
8345825,F(x),400
8372744,F(x),400
8372738,F(x),400
10001497,F(x),400
8372721,F(x),400
7225392,F(x),400
53858,F(x),26153007256
770042,F(x),400
10901090,D,500
14661305,D,500
12129388,D,500
11224310,W 15,400
19r2nb5qzr835r76,W 15,400
10063277,W 15,400
18240410,W 13,400
11893803,WS 105.5.C8,400
16608576,U,500
12129943,U,500
13239244,U,500
11957596,U,500
10707567,U,500
13495791,U,500
17861446,Ue,500
8345485,Ue,500
7652744,Ue,500
8352181,QX 500,500
9064687,T,001.42
17529124,T,500
11690705,T,500
11274329,T,500
7613485,T,500
4506479,T,500
20143065,T,500
11381333,T,500
21139574,Ue,570
10645719,Ue,570
13364460,Ue,570
10686944,Ue,570
11891490,Ue,570
17002031,Ue,570
16924151,Ue,570
14806619,Ue,570
11436249,Ue,570
10532220,Ue,570
11900770,Ue,570
12320910,T,570
12333867,T,570
8299494,QZ 50,570
11654004,QZ 50,570
14722235,QW 50,570
19935456,QW 4,570
20875198,QW 4,570
8347401,QU 90,570
20056609,QU 4,570
13989282,QU 4,570
12135215,QU 4,570
17838999,QU 4,570
12091916,QU 375,570
16151532,QU 300,570
12066201,QU 300,570
7773262,WA 950,500
14863238,QU 17,570
10970032,QU 26.5,570
9587801,QU 26.5,570
8080960,Ue,360
8352663,WY 156,618.92
14755811,WC 195,614.4
12194426,W 85,362.1
11173905,WA 950,570
1b152hvgz83v7f23,WL 25,570
16648717,P,600
13513829,P,600
9185855,Ue,600
8353808,QY 50,600
8353038,WX 185,600
5527474,QS 517,610
5382659,QS 517,610
105033,QV 600,610
3450530,QZ 17,610
7247133,QZ 201,610
8294122,W 13,610
x70bvkvsvkqffnlb,WB 18.2,610.7
10254967,W 15,610
10963557,W 21,610
11728450,W 61,610
8353761,W 61,610
7284528,W 61,610
10467498,W 61,610
8371261,W 61,610
7456436,W 61,610
8352513,W 61,610
7773532,W 61,610
8380384,W 61,610
9681740,W 85,610
18289664,WA 950,610
18152668,WA 950,610
19209188,WA 950,610
9149384,WB 100,610
7267323,WB 100,610
7631923,WB 365,610
18066305,WB 39,610
7252279,WD 520,610
163242,WG 140,610
7751358,WM 11,610
14722222,W 26.5,610.28
16005066,W 26.5,610.28
20063026,W 84,610.28
11926826,W 84,610.28
12269445,W 84,610.28
13272457,W 85,610.28
17743342,W 85,610.28
10203566,WB 141,610.28
10956051,WB 365,610.28
14978084,WB 365,610.28
16681293,WB 365,610.28
7400376,QV 766,615
13874492,WB 300,610.3
10084922,W 13,610.3
18850792,W 13,610.3
11659558,W 13,610.3
10740673,W 13,610.3
9831326,W 13,610.3
10474584,W 13,610.3
9529134,W 13,610.3
9901757,W 13,610.3
8348429,WZ 40,610.28
dnr8n2mlbfks59xs,WX 185,610.28
7277641,WY 16,610.69
7768275,WY 16,610.69
7594968,WY 11,610.73069
7218289,WY 11,610.73069
396706,WZ 23,610.69
8901450,WZ 1,610.69
