eid;Länk i klartext;Epub;Omslagsbild
20102381;https://litteraturbanken.se/författare/MelanderR/titlar/SkonertenSjöfogeln/info;;
20101865;https://litteraturbanken.se/författare/ÅbergJO/titlar/EnDugtigFiskarpojke/info;;
20098725,2;https://litteraturbanken.se/författare/KrookNathalia/titlar/Dikter/info;;
20098672,2;https://litteraturbanken.se/författare/LindholmPA/titlar/HistoriskaBerättelser1/info;;
20098617,2;https://litteraturbanken.se/författare/LindholmPA/titlar/HistoriskaBerättelser2/info;;
20098549,2;https://litteraturbanken.se/författare/LindholmPA/titlar/HistoriskaBerättelser3/info;;
20098482,2;https://litteraturbanken.se/författare/LindholmPA/titlar/HistoriskaBerättelser4/info;;
20098463,2;https://litteraturbanken.se/författare/LundquistA/titlar/Seger/info;;
20098454;https://litteraturbanken.se/författare/Anonym/titlar/BlandVinkelhakarOchRegaler/info;;
20098374;https://litteraturbanken.se/författare/HertzbergR/titlar/KnektOchBonde/info;;
20098292,2;https://litteraturbanken.se/författare/HögmanA/titlar/EnSjömansReseminnen1/info;;
20098012;https://litteraturbanken.se/författare/ÖstergrenPJ/titlar/Elsa/info;;
20067142;https://litteraturbanken.se/författare/FuruhjelmM/titlar/Hvardagslag/info;;
20067139;https://litteraturbanken.se/författare/GravalliusW/titlar/FrånÖstergötlandsBygder/info;;
20059519;https://litteraturbanken.se/författare/QvantenAvon/titlar/FrånSkildaKretsar/info;;
20059277;https://litteraturbanken.se/författare/PihlstrandR/titlar/IvanMazeppa/info;;
20058759;https://litteraturbanken.se/författare/MickwitzGvon/titlar/Solglöd/info;;
20058172;https://litteraturbanken.se/författare/FogelholmA/titlar/SuraOchGladaMiner/info;;
20056723;https://litteraturbanken.se/författare/PihlstrandR/titlar/SistaStyfvernsTrappor/info;;
20053493;https://litteraturbanken.se/författare/Anonym/titlar/SmåBlommorFrånWildmarken/info;;
20053474;https://litteraturbanken.se/författare/Anonym/titlar/HansDotter/info;;
20053470;https://litteraturbanken.se/författare/LindqvistF/titlar/Trädgårdsblommor/info;;
20053457;https://litteraturbanken.se/författare/Anonym/titlar/EnFlickaSomBesökteFolkskolan/info;;
20053444;https://litteraturbanken.se/författare/ForssmanE/titlar/TrohetIDetRinga/info;;
20053438;https://litteraturbanken.se/författare/ForssmanE/titlar/Lotsen/info;;
20053419;https://litteraturbanken.se/författare/HyvönenK/titlar/Snöklockor/info;;
20053235;https://litteraturbanken.se/författare/BruzeliusV/titlar/UrLuntan/info;;
20053221;https://litteraturbanken.se/författare/AhrenbergJ/titlar/Österut/info;;
20052954;https://litteraturbanken.se/författare/NordlingJohan/titlar/Vera/info;;
20052953;https://litteraturbanken.se/författare/NyholmCA/titlar/TvenneJulaftnar/info;;
20038548;https://litteraturbanken.se/författare/UllnerC/titlar/Spillror/info;;
20036382;https://litteraturbanken.se/författare/NordmannP/titlar/UnderSkildaFanor/info;;
20036372;https://litteraturbanken.se/författare/MontellH/titlar/HumoreskerOchSmåplock/info;;
20001381;https://litteraturbanken.se/författare/AllardtA/titlar/Byberättelser1/info;;
19979493;https://litteraturbanken.se/författare/ScholanderFW/titlar/FWScholandersSkrifter1/info;;
19979467;https://litteraturbanken.se/författare/ScholanderFW/titlar/FWScholandersSkrifter2/info;;
19976914;https://litteraturbanken.se/författare/ScholanderFW/titlar/FWScholandersSkrifter3/info;;
19952038;https://litteraturbanken.se/författare/AnderssonC/titlar/BlommorFörLifvet/info;;
19949397;https://litteraturbanken.se/författare/JahnssonEF/titlar/KorpensBerättelser2/info;;
19949361;https://litteraturbanken.se/författare/PetterssonV/titlar/BilderUrSkatuddslifvet/info;;
19948001;https://litteraturbanken.se/författare/KjersénE/titlar/EnJulafton/info;;
19933905;https://litteraturbanken.se/författare/HodellF/titlar/Syskonen/info;;
19932028;https://litteraturbanken.se/författare/FogelholmA/titlar/FingeröfningarPåLyra/info;;
19927395;https://litteraturbanken.se/författare/EhrnroothA/titlar/HvardagslifvetsSkuggorOchDagrar/info;;
19916597;https://litteraturbanken.se/författare/AnderssonJ/titlar/UrFantasienOchVerkligheten/info;;
18629057;https://litteraturbanken.se/författare/SandsjöFO/titlar/EnInteriör/info;;
18629056;https://litteraturbanken.se/författare/SandsjöFO/titlar/EnNattligInteriör/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1823/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1798/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1829/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1827/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1791/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1790/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1807/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1794/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1793/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1817/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1814/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1800/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1801/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1804/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1816/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1799/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1822/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1806/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1812/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1808/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1802/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1797/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1819/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1805/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1792/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1833/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1826/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1834/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1813/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1825/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1821/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1820/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1810/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1830/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrifRegister/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1818/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1803/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1795/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1809/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1789/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1811/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1824/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1831/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1832/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1828/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1796/info;;
17869558;https://litteraturbanken.se/författare/AhlstromO/titlar/MusikalisktTidsfördrif1815/info;;
17542008;https://litteraturbanken.se/författare/TavaststjernaK/titlar/MarinOchGenre/info;;
17541997;https://litteraturbanken.se/författare/TavaststjernaK/titlar/IFörbindelser/info;;
14845197;https://litteraturbanken.se/författare/KämpeA/titlar/Mikaelsdal/info;https://litteraturbanken.se/txt/epub/KämpeA_Mikaelsdal.epub;https://litteraturbanken.se/txt/lb1615057/cover.png (större)
14738832;https://litteraturbanken.se/författare/LefflerAC/titlar/UrLifvet3_2/info;;
