LIBRIS_ID	Sigel	Location_Code_852$c	Placering_852$h$l
21872090	Jon	PLAN1	305.4 HÖGB
9492556	Jon	PLAN1	305.4 INGE
10665072	Jon	PLAN1	305.4 INTE
9571778	Jon	PLAN1	305.4 INTE
10411491	Jon	PLAN1	305.4 IRIG
10356033	Jon	PLAN1	305.4 ISAK
13605011	Jon	PLAN1	305.4 JACO
12162670	Jon	PLAN1	305.4 JERN
17861617	Jon	PLAN1	305.4 JOHA
9187894726	Jon	PLAN1	305.4 JOHA
12093896	Jon	PLAN1	305.4 JONE
9155878	Jon	PLAN1	305.4 JUDI
917486355X	Jon	PLAN1	305.4 JÄMM
9607043	Jon	PLAN1	305.4 KNUT
8425464	Jon	PLAN1	305.4 KORS
10253925	Jon	PLAN1	305.4 KVIN
10598373	Jon	PLAN1	305.4 KVIN
20862034	Jon	PLAN1	305.4 KVIN
9113007238	Jon	PLAN1	305.4 KVIN
912692014X	Jon	PLAN1	305.4 KVIN
9144344511	Jon	PLAN1	305.4 KVIN
9157456623	Jon	PLAN1	305.4 KVIN
21792215	Jon	PLAN1	305.4 KVIN
9138902516	Jon	PLAN1	305.4 KÖN
9179102476	Jon	PLAN1	305.4 LAGO
9418766	Jon	PLAN1	305.4 LAKO
11911560	Jon	PLAN1	305.4 LARS
14794749	Jon	PLAN1	305.4 LENZ
9607535	Jon	PLAN1	305.4 LENZ
8736714	Jon	PLAN1	305.4 LETH
918859596X	Jon	PLAN1	305.4 LIBE
12073904	Jon	PLAN1	305.4 LIIN
10658048	Jon	PLAN1	305.4 LIND
9826855	Jon	PLAN1	305.4 LIST
11661900	Jon	PLAN1	305.4 LIVS
10601064	Jon	PLAN1	305.4 LLOY
11218133	Jon	PLAN1	305.4 LUND
9959774	Jon	PLAN1	305.4 LUND
11817262	Jon	PLAN1	305.4 LYKK
9933213881	Jon	PLAN1	305.4 LÅT
8692927	Jon	PLAN1	305.4 LÖKK
22695611	Jon	PLAN1	305.4 LÖNN
11447798	Jon	PLAN1	305.4 LÖVG
17656512	Jon	PLAN1	305.4 MACK
13474634	Jon	PLAN1	305.4 MAHM
9171393757	Jon	PLAN1	305.4 MAKT
22056055	Jon	PLAN1	305.4 MANN
9883196	Jon	PLAN1	305.4 MANN
10700722	Jon	PLAN1	305.4 MATE
17755807	Jon	PLAN1	305.4 MAY
10961291	Jon	PLAN1	305.4 MCRO
1572732393	Jon	PLAN1	305.4 MEDI
8303835	Jon	PLAN1	305.4 MERN
8497286	Jon	PLAN1	305.4 MERN
7232851	Jon	PLAN1	305.4 MILL
9188248984	Jon	PLAN1	305.4 MILL
17295401	Jon	PLAN1	305.4 MOGH
10636102	Jon	PLAN1	305.4 MOHA
4621230	Jon	PLAN1	305.4 MOI
11174256	Jon	PLAN1	305.4 MOTS
8403972	Jon	PLAN1	305.4 MYRD
18505789	Jon	PLAN1	305.4 NAND
4923634	Jon	PLAN1	305.4 NARA
11855060	Jon	PLAN1	305.4 NATI
12300396	Jon	PLAN1	305.4 NEW
9662326	Jon	PLAN1	305.4 NEY
4613434	Jon	PLAN1	305.4 NUSS
8425001	Jon	PLAN1	305.4 NUSS
21728220	Jon	PLAN1	305.4 OBER
19738445	Jon	PLAN1	305.4 OHLS
10590914	Jon	PLAN1	305.4 OHRL
8429166	Jon	PLAN1	305.4 OKIN
19505230	Jon	PLAN1	305.4 OLIV
22514842	Jon	PLAN1	305.4 ORIE
19388799	Jon	PLAN1	305.4 OTOO
745605729	Jon	PLAN1	305.4 PATE
17859308	Jon	PLAN1	305.4 PENN
10501075	Jon	PLAN1	305.4 PERS
9183420	Jon	PLAN1	305.4 PILC
9467888	Jon	PLAN1	305.4 POPO
22584308	Jon	PLAN1	305.4 POPO
4dxftrl12f4483sf	Jon	PLAN1	305.4 POPO
12092455	Jon	PLAN1	305.4 POST
12298167	Jon	PLAN1	305.4 POST
22273238	Jon	PLAN1	305.4 POUT
12367781	Jon	PLAN1	305.4 POWE
4614104	Jon	PLAN1	305.4 RELA
9402581	Jon	PLAN1	305.4 RIDE
4623908	Jon	PLAN1	305.4 ROPE
13966600	Jon	PLAN1	305.4 ROSI
10558840	Jon	PLAN1	305.4 ROST
415920892	Jon	PLAN1	305.4 ROUT
415920906	Jon	PLAN1	305.4 ROUT
415920914	Jon	PLAN1	305.4 ROUT
415920922	Jon	PLAN1	305.4 ROUT
8374765	Jon	PLAN1	305.4 RUMM
16421495	Jon	PLAN1	305.4 SAGE
19738326	Jon	PLAN1	305.4 SAKE
10954264	Jon	PLAN1	305.4 SAMU
9896156	Jon	PLAN1	305.4 SAMU
1560249455	Jon	PLAN1	305.4 SAUL
9186708147	Jon	PLAN1	305.4 SAWY
19513981	Jon	PLAN1	305.4 SCAN
10530263	Jon	PLAN1	305.4 SCHM
22166745	Jon	PLAN1	305.4 SCOT
8280315	Jon	PLAN1	305.4 SCOT
415917603	Jon	PLAN1	305.4 SECO
9155041000	Jon	PLAN1	305.4 SETÄ
12506987	Jon	PLAN1	305.4 SEX
11724056	Jon	PLAN1	305.4 SIXT
9064319	Jon	PLAN1	305.4 SJÖG
917173113X	Jon	PLAN1	305.4 SKEG
13530788	Jon	PLAN1	305.4 SMIT
9144610815	Jon	PLAN1	305.4 SOCI
16359998	Jon	PLAN1	305.4 SOHL
16552433	Jon	PLAN1	305.4 SOLN
16628157	Jon	PLAN1	305.4 SOLN
20836425	Jon	PLAN1	305.4 SOLN
10452785	Jon	PLAN1	305.4 SPOR
8382376	Jon	PLAN1	305.4 SPOR
8330804	Jon	PLAN1	305.4 STAT
9941297	Jon	PLAN1	305.4 STAT
11733584	Jon	PLAN1	305.4 STIL
10636333	Jon	PLAN1	305.4 STON
13918922	Jon	PLAN1	305.4 STRO
8851404	Jon	PLAN1	305.4 SUND
17854727	Jon	PLAN1	305.4 SVAR
13605049	Jon	PLAN1	305.4 SVEL
9188874729	Jon	PLAN1	305.4 SVEN
20183105	Jon	PLAN1	305.4 TAYL
10463852	Jon	PLAN1	305.4 THIR
8742133	Jon	PLAN1	305.4 THOM
8859379	Jon	PLAN1	305.4 THOR
9377770	Jon	PLAN1	305.4 THUL
11656900	Jon	PLAN1	305.4 THUN
8883714	Jon	PLAN1	305.4 THUR
12350461	Jon	PLAN1	305.4 TOLL
16892103	Jon	PLAN1	305.4 TOLL
9978904	Jon	PLAN1	305.4 TOLL
8462201	Jon	PLAN1	305.4 TORT
8549032	Jon	PLAN1	305.4 TROJ
9144003218	Jon	PLAN1	305.4 TSEE
11927400	Jon	PLAN1	305.4 TUSE
10215408	Jon	PLAN1	305.4 TÖRN
9692783	Jon	PLAN1	305.4 ULLM
9188930211	Jon	PLAN1	305.4 ULVR
9197199230	Jon	PLAN1	305.4 ULVR
9177129083	Jon	PLAN1	305.4 UPPR
9163059924	Jon	PLAN1	305.4 VARF
19697618	Jon	PLAN1	305.4 VERA
11508093	Jon	PLAN1	305.4 WAHL
415120802	Jon	PLAN1	305.4 WALB
5085383	Jon	PLAN1	305.4 WEED
8292961	Jon	PLAN1	305.4 WEED
9197276308	Jon	PLAN1	305.4 WEND
19413878	Jon	PLAN1	305.4 WENN
9119522029	Jon	PLAN1	305.4 WIDE
8848720	Jon	PLAN1	305.4 WIKA
11656635	Jon	PLAN1	305.4 WITT
5121048	Jon	PLAN1	305.4 WOLL
9173245550	Jon	PLAN1	305.4 WOLL
333601866	Jon	PLAN1	305.4 WOME
815324618	Jon	PLAN1	305.4 WOME
10572999	Jon	PLAN1	305.4 WOME
11714808	Jon	PLAN1	305.4 WOME
12503670	Jon	PLAN1	305.4 WOME
4962663	Jon	PLAN1	305.4 WOME
9551277	Jon	PLAN1	305.4 WOME
8852774	Jon	PLAN1	305.4 XINR
11854696	Jon	PLAN1	305.4 YANG
9189044444	Jon	PLAN1	305.4 YOUN
9652488	Jon	PLAN1	305.4 ZACK
11594513	Jon	PLAN1	305.4 ÅKER
9171393447	Jon	PLAN1	305.4 ÖSTB
10048044	Jon	PLAN1	305.5 ACKE
20812193	Jon	PLAN1	305.5 AGGR
9179240941	Jon	PLAN1	305.5 AHRN
10224951	Jon	PLAN1	305.5 ALCO
9177982150	Jon	PLAN1	305.5 AMBJ
10650772	Jon	PLAN1	305.5 ANDE
19705696	Jon	PLAN1	305.5 ANDE
18486215	Jon	PLAN1	305.5 ANTI
9734087	Jon	PLAN1	305.5 APPR
10472885	Jon	PLAN1	305.5 ARCH
21568554	Jon	PLAN1	305.5 ATHE
17898253	Jon	PLAN1	305.5 ATKI
9170970653	Jon	PLAN1	305.5 ATT
12283160	Jon	PLAN1	305.5 BECO
20573789	Jon	PLAN1	305.5 BERG
8357352	Jon	PLAN1	305.5 BERG
10141458	Jon	PLAN1	305.5 BERÄ
9171918604	Jon	PLAN1	305.5 BIHA
12344897	Jon	PLAN1	305.5 BOHL
415045460	Jon	PLAN1	305.5 BOUR
745608248	Jon	PLAN1	305.5 BOUR
8380017	Jon	PLAN1	305.5 BREM
17225224	Jon	PLAN1	305.5 BREN
16517231	Jon	PLAN1	305.5 BROL
9900198263	Jon	PLAN1	305.5 CARL
9171391150	Jon	PLAN1	305.5 CAST
8658278	Jon	PLAN1	305.5 COHE
14718873	Jon	PLAN1	305.5 CREA
14850029	Jon	PLAN1	305.5 CROM
20827851	Jon	PLAN1	305.5 DREZ
10600128	Jon	PLAN1	305.5 DRUG
917966265X	Jon	PLAN1	305.5 EDGR
8462290	Jon	PLAN1	305.5 EHRE
6gdpwhqw4cmdfnpw	Jon	PLAN1	305.5 ELIT
9189116186	Jon	PLAN1	305.5 ELMR
9173840211	Jon	PLAN1	305.5 ENGE
8421595	Jon	PLAN1	305.5 ENGL
9151830744	Jon	PLAN1	305.5 EPOK
11810996	Jon	PLAN1	305.5 ERIC
9171743448	Jon	PLAN1	305.5 ERIC
198279086	Jon	PLAN1	305.5 ERIK
10722969	Jon	PLAN1	305.5 EU
20065145	Jon	PLAN1	305.5 EVAN
14003097	Jon	PLAN1	305.5 FERR
10076713	Jon	PLAN1	305.5 FLOR
15224416	Jon	PLAN1	305.5 FLOR
10538021	Jon	PLAN1	305.5 FRAN
11438374	Jon	PLAN1	305.5 FRAN
8449490	Jon	PLAN1	305.5 FREI
11855610	Jon	PLAN1	305.5 FRÅG
12060220	Jon	PLAN1	305.5 FRÅN
9484041	Jon	PLAN1	305.5 FURE
21227984	Jon	PLAN1	305.5 HALE
9171744843	Jon	PLAN1	305.5 HARN
12029398	Jon	PLAN1	305.5 HOLG
9170552339	Jon	PLAN1	305.5 HORA
11807361	Jon	PLAN1	305.5 HÄLL
19636880	Jon	PLAN1	305.5 HÖRN
9189140087	Jon	PLAN1	305.5 I
20016502	Jon	PLAN1	305.5 ISEN
9173245127	Jon	PLAN1	305.5 ISRA
20401837	Jon	PLAN1	305.5 JONE
9090086	Jon	PLAN1	305.5 JORD
9882691	Jon	PLAN1	305.5 KARL
8898413	Jon	PLAN1	305.5 KJEL
17779475	Jon	PLAN1	305.5 KLAS
11322293	Jon	PLAN1	305.5 KNUT
9155042546	Jon	PLAN1	305.5 KULL
19891323	Jon	PLAN1	305.5 LAMO
9181254	Jon	PLAN1	305.5 LEIM
11638902	Jon	PLAN1	305.5 LIND
9140606058	Jon	PLAN1	305.5 LIND
9534672	Jon	PLAN1	305.5 LYTS
8885087	Jon	PLAN1	305.5 MED
9908009311	Jon	PLAN1	305.5 MELL
20793357	Jon	PLAN1	305.5 MILA
9177122933	Jon	PLAN1	305.5 MOLI
12639899	Jon	PLAN1	305.5 NIKN
11712830	Jon	PLAN1	305.5 NORD
13272504	Jon	PLAN1	305.5 NORD
9869582	Jon	PLAN1	305.5 NORR
10570478	Jon	PLAN1	305.5 NY
14850305	Jon	PLAN1	305.5 OJÄM
8409089	Jon	PLAN1	305.5 OLSS
9129472237	Jon	PLAN1	305.5 ORWE
19568449	Jon	PLAN1	305.5 OXFO
17874429	Jon	PLAN1	305.5 PUTN
16245608	Jon	PLAN1	305.5 REAL
18898351	Jon	PLAN1	305.5 RORA
9102158	Jon	PLAN1	305.5 ROSE
9356759	Jon	PLAN1	305.5 ROTH
9177982606	Jon	PLAN1	305.5 RUND
19981044	Jon	PLAN1	305.5 SCHE
4841889	Jon	PLAN1	305.5 SHAR
8170330084	Jon	PLAN1	305.5 SING
8956873	Jon	PLAN1	305.5 SKEG
8736138	Jon	PLAN1	305.5 SKYT
333712757	Jon	PLAN1	305.5 SLOA
9592197	Jon	PLAN1	305.5 SMÅB
19104153	Jon	PLAN1	305.5 SOCI
9865294	Jon	PLAN1	305.5 SOCI
13930950	Jon	PLAN1	305.5 STEN
18593271	Jon	PLAN1	305.5 STIG
19353328	Jon	PLAN1	305.5 STIG
9153003	Jon	PLAN1	305.5 STIG
9189140125	Jon	PLAN1	305.5 SVAL
9739374	Jon	PLAN1	305.5 SVAL
8305482	Jon	PLAN1	305.5 TACK
10141469	Jon	PLAN1	305.5 TALA
14672585	Jon	PLAN1	305.5 THER
19347643	Jon	PLAN1	305.5 THER
9185876097	Jon	PLAN1	305.5 THER
12130719	Jon	PLAN1	305.5 ULFS
8559198	Jon	PLAN1	305.5 UNDE
12339244	Jon	PLAN1	305.5 UTAN
17868265	Jon	PLAN1	305.5 VARK
20698767	Jon	PLAN1	305.5 WILL
521553873	Jon	PLAN1	305.5 WRIG
17736579	Jon	PLAN1	305.5 YOUN
6153968	Jon	PLAN1	305.5 ZAAL
16773346	Jon	PLAN1	305.8 ABRE
012043850X	Jon	PLAN1	305.8 AGAR
12092443	Jon	PLAN1	305.8 AHME
13759206	Jon	PLAN1	305.8 AMER
21671812	Jon	PLAN1	305.8 AMIC
20030031	Jon	PLAN1	305.8 ANDE
21645135	Jon	PLAN1	305.8 ANDE
7676674	Jon	PLAN1	305.8 ANDE
917203355X	Jon	PLAN1	305.8 ANDE
12056504	Jon	PLAN1	305.8 ANTI
10408222	Jon	PLAN1	305.8 APPA
18400340	Jon	PLAN1	305.8 ARNS
7619312	Jon	PLAN1	305.8 ARON
18081543	Jon	PLAN1	305.8 ATT
9151832682	Jon	PLAN1	305.8 ATT
9179241417	Jon	PLAN1	305.8 ATT
10142152	Jon	PLAN1	305.8 AZAR
9127076415	Jon	PLAN1	305.8 BACH
8411601	Jon	PLAN1	305.8 BALI
20839614	Jon	PLAN1	305.8 BANK
7665807	Jon	PLAN1	305.8 BEAC
13883615	Jon	PLAN1	305.8 BECH
11061119	Jon	PLAN1	305.8 BELL
11700651	Jon	PLAN1	305.8 BELL
8382058	Jon	PLAN1	305.8 BENG
9179188	Jon	PLAN1	305.8 BENG
14977776	Jon	PLAN1	305.8 BERG
9172038756	Jon	PLAN1	305.8 BERG
8371729	Jon	PLAN1	305.8 BILD
14715585	Jon	PLAN1	305.8 BLAI
9428876	Jon	PLAN1	305.8 BLOD
13993668	Jon	PLAN1	305.8 BLOM
10711094	Jon	PLAN1	305.8 BOEL
14949960	Jon	PLAN1	305.8 BONI
8642179	Jon	PLAN1	305.8 BORN
10024254	Jon	PLAN1	305.8 BORT
10224431	Jon	PLAN1	305.8 BORT
14740712	Jon	PLAN1	305.8 BRIN
16688586	Jon	PLAN1	305.8 BRYT
16600582	Jon	PLAN1	305.8 BUNE
11367419	Jon	PLAN1	305.8 BÄCK
10107083	Jon	PLAN1	305.8 CARL
14637009	Jon	PLAN1	305.8 CARL
415151678	Jon	PLAN1	305.8 CASH
11731153	Jon	PLAN1	305.8 CLAR
5139238	Jon	PLAN1	305.8 COMM
11285103	Jon	PLAN1	305.8 COMP
11467321	Jon	PLAN1	305.8 CORD
7259740	Jon	PLAN1	305.8 DAHL
7622303	Jon	PLAN1	305.8 DAHL
8357982	Jon	PLAN1	305.8 DAUN
917201394X	Jon	PLAN1	305.8 DAUN
8815493	Jon	PLAN1	305.8 DE
15352739	Jon	PLAN1	305.8 DEMK
9170307	Jon	PLAN1	305.8 DEMO
7657015	Jon	PLAN1	305.8 DENI
10612920	Jon	PLAN1	305.8 DET
9178105013	Jon	PLAN1	305.8 DET
13921095	Jon	PLAN1	305.8 DIAM
18608769	Jon	PLAN1	305.8 DING
22409951	Jon	PLAN1	305.8 EDDO
10070757	Jon	PLAN1	305.8 EISN
10187737	Jon	PLAN1	305.8 ELEN
17547266	Jon	PLAN1	305.8 ELMA
18611878	Jon	PLAN1	305.8 EMIR
9137076477	Jon	PLAN1	305.8 ENGL
19983182	Jon	PLAN1	305.8 ERIC
745307000	Jon	PLAN1	305.8 ERIK
10582093	Jon	PLAN1	305.8 ERIK
915780012X	Jon	PLAN1	305.8 ERIK
9157803358	Jon	PLAN1	305.8 ERIK
312175760	Jon	PLAN1	305.8 ETHN
8550485	Jon	PLAN1	305.8 ETNI
9172033495	Jon	PLAN1	305.8 ETNI
8382506	Jon	PLAN1	305.8 EURO
11483448	Jon	PLAN1	305.8 EVER
16146451	Jon	PLAN1	305.8 EXPO
7615183	Jon	PLAN1	305.8 FANO
1853047805	Jon	PLAN1	305.8 FAUL
8345656	Jon	PLAN1	305.8 FJEL
9144002505	Jon	PLAN1	305.8 FRAN
8294696	Jon	PLAN1	305.8 GEAR
9760188	Jon	PLAN1	305.8 GEME
5008265	Jon	PLAN1	305.8 GLOB
11336380	Jon	PLAN1	305.8 GOLD
9173740101	Jon	PLAN1	305.8 GORD
19934248	Jon	PLAN1	305.8 HAGE
12030184	Jon	PLAN1	305.8 HAGS
9188728064	Jon	PLAN1	305.8 HAMM
076195824X	Jon	PLAN1	305.8 HAND
21697751	Jon	PLAN1	305.8 HAWL
12335531	Jon	PLAN1	305.8 HAZE
17088395	Jon	PLAN1	305.8 HEAR
19966582	Jon	PLAN1	305.8 HELL
9100574279	Jon	PLAN1	305.8 HEMM
21645333	Jon	PLAN1	305.8 HERM
9185252425	Jon	PLAN1	305.8 HOLM
8366989	Jon	PLAN1	305.8 HOVL
11239900	Jon	PLAN1	305.8 HUBI
11608192	Jon	PLAN1	305.8 HÅLL
9171731369	Jon	PLAN1	305.8 IGNA
9127505731	Jon	PLAN1	305.8 JACO
10042173	Jon	PLAN1	305.8 JAG
912702959X	Jon	PLAN1	305.8 JANS
10816031	Jon	PLAN1	305.8 JOHA
14010815	Jon	PLAN1	305.8 JOHN
19983638	Jon	PLAN1	305.8 JOHN
9119524218	Jon	PLAN1	305.8 JONS
19577154	Jon	PLAN1	305.8 JOPP
21750130	Jon	PLAN1	305.8 KARL
11639293	Jon	PLAN1	305.8 KING
8372278	Jon	PLAN1	305.8 KJEL
18506049	Jon	PLAN1	305.8 KORN
9151838907	Jon	PLAN1	305.8 KRIT
9473333	Jon	PLAN1	305.8 KUOL
9876389	Jon	PLAN1	305.8 KURK
16628074	Jon	PLAN1	305.8 KÖLJ
7772165	Jon	PLAN1	305.8 LANT
21594531	Jon	PLAN1	305.8 LENS
12078732	Jon	PLAN1	305.8 LENT
805241728	Jon	PLAN1	305.8 LEWI
11315820	Jon	PLAN1	305.8 LIDS
8414592	Jon	PLAN1	305.8 LIND
10509991	Jon	PLAN1	305.8 LUND
7745670	Jon	PLAN1	305.8 LUND
8357986	Jon	PLAN1	305.8 LUND
8560532	Jon	PLAN1	305.8 LUND
10283414	Jon	PLAN1	305.8 MAKT
4923439	Jon	PLAN1	305.8 MCCL
21808716	Jon	PLAN1	305.8 MENA
13689572	Jon	PLAN1	305.8 MIGR
18168960	Jon	PLAN1	305.8 MIGR
11264904	Jon	PLAN1	305.8 MILE
9480481	Jon	PLAN1	305.8 MINO
8434835	Jon	PLAN1	305.8 MOON
9932869686	Jon	PLAN1	305.8 MOON
19445024	Jon	PLAN1	305.8 MORR
10458154	Jon	PLAN1	305.8 MOTT
11679369	Jon	PLAN1	305.8 MULT
10047631	Jon	PLAN1	305.8 NATH
10898921	Jon	PLAN1	305.8 NOLL
10621997	Jon	PLAN1	305.8 OLKI
9171468366	Jon	PLAN1	305.8 OLKI
917203176X	Jon	PLAN1	305.8 OVÄN
18615590	Jon	PLAN1	305.8 PALL
12129595	Jon	PLAN1	305.8 PERS
8657616	Jon	PLAN1	305.8 PETE
10450461	Jon	PLAN1	305.8 POLI
18505774	Jon	PLAN1	305.8 PRIF
192893009	Jon	PLAN1	305.8 RACI
9116965	Jon	PLAN1	305.8 RADI
20533697	Jon	PLAN1	305.8 RAS
10010756	Jon	PLAN1	305.8 RASI
9607689	Jon	PLAN1	305.8 RASI
9799654	Jon	PLAN1	305.8 RASI
10155424	Jon	PLAN1	305.8 RASI
11393132	Jon	PLAN1	305.8 RATT
12336319	Jon	PLAN1	305.8 RATT
9144605714	Jon	PLAN1	305.8 RAUN
9179240976	Jon	PLAN1	305.8 RIES
11730302	Jon	PLAN1	305.8 ROTH
19400840	Jon	PLAN1	305.8 ROUT
2076857	Jon	PLAN1	305.8 SAME
9793581	Jon	PLAN1	305.8 SAME
12449402	Jon	PLAN1	305.8 SANA
10610084	Jon	PLAN1	305.8 SAPM
8936351	Jon	PLAN1	305.8 SCHU
17918385	Jon	PLAN1	305.8 SCOT
9788635	Jon	PLAN1	305.8 SENS
9144001983	Jon	PLAN1	305.8 SKJO
8775005	Jon	PLAN1	305.8 SLUT
18638318	Jon	PLAN1	305.8 SOCI
22448371	Jon	PLAN1	305.8 STUD
11447261	Jon	PLAN1	305.8 SUND
9144009372	Jon	PLAN1	305.8 SVAN
9063799	Jon	PLAN1	305.8 SVAR
13434978	Jon	PLAN1	305.8 SVEN
9171083529	Jon	PLAN1	305.8 SVEN
11897019	Jon	PLAN1	305.8 SVER
19775509	Jon	PLAN1	305.8 TA
11902001	Jon	PLAN1	305.8 TARA
5139643	Jon	PLAN1	305.8 TAYL
8371275	Jon	PLAN1	305.8 TAYL
11478748	Jon	PLAN1	305.8 THEO
8898478	Jon	PLAN1	305.8 TOUR
11457489	Jon	PLAN1	305.8 TRAN
9157803412	Jon	PLAN1	305.8 UDDE
915183698X	Jon	PLAN1	305.8 VAD
10133990	Jon	PLAN1	305.8 VARM
14802820	Jon	PLAN1	305.8 VIRT
918904424X	Jon	PLAN1	305.8 WALZ
9492745	Jon	PLAN1	305.8 WEED
9172013400	Jon	PLAN1	305.8 WEST
16891637	Jon	PLAN1	305.8 WHEN
10869452	Jon	PLAN1	305.8 WHIT
8280228	Jon	PLAN1	305.8 WIKA
13745966	Jon	PLAN1	305.8 WIKL
11315828	Jon	PLAN1	305.8 WIKS
10223772	Jon	PLAN1	305.8 ÅGRE
9177982630	Jon	PLAN1	305.8397 ARNS
9759097	Jon	PLAN1	305.8397 ARNS
6935562	Jon	PLAN1	305.8397 BERL
21574604	Jon	PLAN1	305.8397 BRAN
q18qgmfrnnvwjlv8	Jon	PLAN1	305.8397 BRAN
9822671	Jon	PLAN1	305.8397 DAUN
20871710	Jon	PLAN1	305.8397 DUNN
22460160	Jon	PLAN1	305.8397 DUNN
9188738426	Jon	PLAN1	305.8397 EKLU
21720794	Jon	PLAN1	305.8397 EVER
r11b3wt5pkmkhjdl	Jon	PLAN1	305.8397 EVER
8908106	Jon	PLAN1	305.8397 HERL
11894774	Jon	PLAN1	305.8397 I
9186624164	Jon	PLAN1	305.8397 I
v4497jt5s7n304kk	Jon	PLAN1	305.8397 JACK
8834793	Jon	PLAN1	305.8397 KORN
9197039047	Jon	PLAN1	305.8397 KORN
7753010	Jon	PLAN1	305.8397 KULT
20203743	Jon	PLAN1	305.8397 LERB
10009997	Jon	PLAN1	305.8397 LÖDE
12477731	Jon	PLAN1	305.8397 MAHM
9172030801	Jon	PLAN1	305.8397 NEST
10864617	Jon	PLAN1	305.8397 SCHO
9157456488	Jon	PLAN1	305.8397 SIMO
19440715	Jon	PLAN1	305.8397 SWED
13596951	Jon	PLAN1	305.8397 WEST
20114256	Jon	PLAN1	305.90691 ADJA
8602157	Jon	PLAN1	305.90691 ARBA
20698099	Jon	PLAN1	305.90691 BENN
11420648	Jon	PLAN1	305.90691 BRIN
9927870760	Jon	PLAN1	305.90691 BUNA
10211304	Jon	PLAN1	305.90691 BYST
13499796	Jon	PLAN1	305.90691 BYST
7656999	Jon	PLAN1	305.90691 DENI
8348503	Jon	PLAN1	305.90691 FRAN
11720756	Jon	PLAN1	305.90691 FÖRE
9186474278	Jon	PLAN1	305.90691 HAMM
13567646	Jon	PLAN1	305.90691 JACO
12745679	Jon	PLAN1	305.90691 JOHA
19151755	Jon	PLAN1	305.90691 KING
14221964	Jon	PLAN1	305.90691 LEGR
12133794	Jon	PLAN1	305.90691 LEVA
9133203	Jon	PLAN1	305.90691 LIFV
14949947	Jon	PLAN1	305.90691 MIGR
17206117	Jon	PLAN1	305.90691 OXFO
19628069	Jon	PLAN1	305.90691 OXFO
13584890	Jon	PLAN1	305.90691 QVIS
14581659	Jon	PLAN1	305.90691 REAC
7652841	Jon	PLAN1	305.90691 ROJA
18542141	Jon	PLAN1	305.90691 SVER
20715343	Jon	PLAN1	305.90691 TELE
22649013	Jon	PLAN1	305.90691 VÄRL
18454616	Jon	PLAN1	305.90691 WALD
13875852	Jon	PLAN1	305.908 AGEI
14129932	Jon	PLAN1	305.908 ANTO
14083697	Jon	PLAN1	305.908 APEL
11177234	Jon	PLAN1	305.908 ARGU
9172039361	Jon	PLAN1	305.908 AVIG
11826070	Jon	PLAN1	305.908 BARN
21140684	Jon	PLAN1	305.908 BATH
14829938	Jon	PLAN1	305.908 BERG
12092253	Jon	PLAN1	305.908 BJÖR
15983245	Jon	PLAN1	305.908 BRUC
16973215	Jon	PLAN1	305.908 DAVI
18050769	Jon	PLAN1	305.908 DEAF
19513923	Jon	PLAN1	305.908 DISA
4842100	Jon	PLAN1	305.908 DISA
8585383	Jon	PLAN1	305.908 DISA
08j4gf46xz9lqwcj	Jon	PLAN1	305.908 DISA
22614637	Jon	PLAN1	305.908 DISA
11926942	Jon	PLAN1	305.908 ELIA
17525138	Jon	PLAN1	305.908 ELLI
9637298	Jon	PLAN1	305.908 EXPL
9185603058	Jon	PLAN1	305.908 FUNK
22237677	Jon	PLAN1	305.908 HALL
17391747	Jon	PLAN1	305.908 JÄDE
9172038497	Jon	PLAN1	305.908 KARL
13542141	Jon	PLAN1	305.908 KYLE
16930631	Jon	PLAN1	305.908 LANE
9172194480	Jon	PLAN1	305.908 OLSS
11236612	Jon	PLAN1	305.908 POOR
8693428	Jon	PLAN1	305.908 REHN
10350746	Jon	PLAN1	305.908 RENL
13506547	Jon	PLAN1	305.908 RIMM
13689583	Jon	PLAN1	305.908 SE
10252424	Jon	PLAN1	305.908 SHAK
11613908	Jon	PLAN1	305.908 SHIL
10948148	Jon	PLAN1	305.908 SIEB
22521642	Jon	PLAN1	305.908 SLAT
19751728	Jon	PLAN1	305.908 SLOR
21639477	Jon	PLAN1	305.908 SNYD
13485806	Jon	PLAN1	305.908 UTAN
18772532	Jon	PLAN1	306 ANDE
5024076	Jon	PLAN1	306 ARCH
8372562	Jon	PLAN1	306 AXEL
9383597	Jon	PLAN1	306 BARK
8304026	Jon	PLAN1	306 BARR
12137926	Jon	PLAN1	306 BAUM
9879601	Jon	PLAN1	306 BAUM
kt351ddmhkmvtwwf	Jon	PLAN1	306 BAUM
9171731075	Jon	PLAN1	306 BECK
8695769	Jon	PLAN1	306 BENH
9416243	Jon	PLAN1	306 BENH
19694096	Jon	PLAN1	306 BICK
12751452	Jon	PLAN1	306 BJÖR
9153417135	Jon	PLAN1	306 BLY
9878862	Jon	PLAN1	306 BODI
10653845	Jon	PLAN1	306 BRIT
4850763	Jon	PLAN1	306 BROO
9964282	Jon	PLAN1	306 BRUK
9140028356	Jon	PLAN1	306 CARL
1578512328	Jon	PLAN1	306 CHEN
17989062	Jon	PLAN1	306 CHRI
7779628	Jon	PLAN1	306 CHRI
19628570	Jon	PLAN1	306 COLL
12228145	Jon	PLAN1	306 COOP
9579866	Jon	PLAN1	306 CREA
