instance_digital	sameAsIdentifier_digital	localEntityControlNumber_digital	marcDisplayText_digital	instance_physical	sameAsIdentifier_physical	localEntityControlNumber_physical	marcDisplayText_physical
9tmz8mxm045b830	19413289	13513504	Originalversion:	sb47gm4450htn7r	13513504	19413289	Digitaliserad version
h1txmz4t2k1rs81	13881895	616886	Originalversion	j1tf8p8v3hxj553	616886	13881895	Digitaliserad version
j2vzn07v23f5dpv	13881956	8210640	Originalversion	n5zvs2x02b6v5fq	8210640	13881956	Digitaliserad version
j2vzn0dv1b5h6qr	13882106	2435925	Originalversion	5ng45p2h2qr5fjt	2435925	13882106	Digitaliserad version
l4x8v0hx5s91r1s	19658338	1563139	Originalversion:	9sl76hfm2w7ps5p	1563139	19658338	Digitaliserad version:
q825v6h25htptnt	13881992	8210388	Originalversion	8rkgdn7l4f9vpsk	8210388	13881992	Digitaliserad version
sb47x8d43zklqcj	13881844	8210368	Originalversion	l3wsq0jx260gkbw	8210368	13881844	Digitaliserad version
tc59c3d53sdhxzl	14227415	7257427	Originalversion	wd62t017136jzlc	7257427	14227415	Digitaliserad version
xg8j21s81945z86	17949188	9679689	Originalversion	zg87wsh92x0rlv4	9679689	17949188	Digitaliserad version
8slzmhxl19nnk2d	19761618	7418522	Originalversion:	q71wvsv21b2lj9b	7418522	19761618	Digitaliserad version:
bvnrl9zn3nks2gl	14003390	138145	Originalversion:	h0scnx9t0stv727	138145	14003390	Digitaliserad version:
j2v6tdcv5gl036h	19697876	7417418	Originalversion:	xf732zt83v6nn6j	7417418	19697876	Digitaliserad version:
p719p0c10mh7r38	17846401	10235793	Orginalversion	r822d66358c50jn	10235793	17846401	Digitaliserad version
r9361qf35g2mv2d	14003403	160488	Originalversion:	8rk4fjwl5t2qc10	160488	14003403	Digitaliserad version:
5phmpfkh5nt01d8	14227275	212522	Originalversion:	q71lzx622rfcjjn	212522	14227275	Digitaliserad version:
fzr558kr02wg8bq	20858243	2407194	Originalversion:	gzrffxfs00fqzdh	2407194	20858243	Digitaliserad version:
sb48b2c44th5f8v	14227414	260562	Originalversion	2kcxc1wd0357c3p	260562	14227414	Digitaliserad version
dxqvxnxq0s0bx3s	14227402	134612	Originalversion	q71lv1m2347xm5l	134612	14227402	Digitaliserad version
h1t6637t0j9qwtk	20014585	1595428	Originalversion:	l3wjk0lx42klrvv	1595428	20014585	Digitaliserad version:
xg8npps80drwxk9	20883188	20214593	Orginalversion:	fzr4cfdr3wdvfgd	20214593	20883188	Digitaliserad version:
zh9fh7f9301f5fw	14227329	212541	Originalversion:	cvn7lktp46pzj4j	212541	14227329	Digitaliserad version:
zh9pqqp95r4wjq4	20883069	20019169	Orginalversion:	9tm0024m2pf1zc9	20019169	20883069	Digitaliserad version:
1kchk9gc4chtd1r	14227301	10477	Originalversion:	wd6rwlv72hm283x	10477	14227301	Digitaliserad version:
9tmrvm3m2wlhr6l	14229439	3619804	Originalversion:	s93t86445bn9klt	3619804	14229439	Digitaliserad version:
h1t0x1gt35pgg05	14936995	7262067	Originalversion	k2vqhttw0s5gpw3	7262067	14936995	Digitaliserad version
q827bt525bss41c	15086792	14716927	Originalversion:	wf7c29c74krnv5x	14716927	15086792	Digitaliserad version:
sb4k8n441kf11t2	21452404	1627335	Originalversion	5ng35rmh3401hfp	1627335	21452404	Digitaliserad version
zh9kp8b93bz0bwg	17630139	2419650	Originalversion	n5zmmlh02mqj7jx	2419650	17630139	Digitaliserad version
2ldv23md5p6d1jl	22699122	1601388	Originalversion:	8rk67wwl1plxflp	1601388	22699122	Digitaliserad version:
7rk12p7k4s8s1hq	22549217	1664260	Originalversion:	0h9x1zhb28w355v	1664260	22549217	Digitaliserad version:
cwp56vdp0q0689j	22550151	882300	Originalversion:	n5zkqnb008vw5sw	882300	22550151	Digitaliserad version:
g0s2gr5s0czl4jd	17846454	10236945	Orginalversion	5nggsmvh3phg67q	10236945	17846454	Digitaliserad version
l4xxx4tx2s92qb9	10806238	1354623	Orginalversion:	r82pf87338ksdq9	1354623	10806238	Digitaliserad version:
wf7k26775jr0p9b	19601107	7417765	Originalversion:	h0snmjrt3kllf4w	7417765	19601107	Digitaliserad version:
q823m8020b7c646	12075242	12074954	Originalversion :	4ngh1n2g1p8d42l	12074954	12075242	Digitaliserad version :
0jbrxhfb12x8qdc	21820600	8832808	Originalversion:	l3wth24x2nlhlbp	8832808	21820600	Digitaliserad version:
bvn4btkn2nnj36z	22685330	8708047	Originalversion:	wd64mqt7207tjv9	8708047	22685330	Digitaliserad version:
g0s68f4s02wr1fc	20915424	9468729	Originalversion:	zg87mz391qmtclm	9468729	20915424	Digitaliserad version:
g0s87qss5k9ph8h	22516224	10674307	Originalversion:	wd662kk7569l8nc	10674307	22516224	Digitaliserad version:
l4xbdk3x2ncptvt	20915278	8410930	Originalversion:	0h97ctsb5p6dbl3	8410930	20915278	Digitaliserad version:
fzr3dhcr029d4wm	19433363	1857809	Originalversion:	m4xkwr5z128hm0l	1857809	19433363	Digitaliserad version:
j2v0hklv0b1498b	14572586	556664	Originalversion:	4mf1s2zg39ptr8r	556664	14572586	Digitaliserad version:
j2v0hzkv1p3njks	14556356	3020072	Originalversion	q71qfwp23z2dxb0	3020072	14556356	Digitaliserad version
j2v4mhfv1p1dck4	17918636	7263509	Originalversion	m4xslzhz10r9m1x	7263509	17918636	Digitaliserad version
m5zb0cqz1qfbdr7	19748519	10092889	Originalversion	9sllqfxm37l64np	10092889	19748519	Digitaliserad version
8slq7p8l4mc8q9h	14556318	236424	Originalversion	gzrbqjgs2bb2pcc	236424	14556318	Digitaliserad version
k3w50nxw47nsb44	17381757	8351257	Originalversion	wd636jd728smbw4	8351257	17381757	Digitaliserad version
6qjr32xj3ffk7dx	16943776	7674895	Originalversion:	h0spz2gt4kfvz7v	7674895	16943776	Digitaliserad version:
fzrwdvfr2nv0g86	14556323	8209008	Originalversion	8rkgdmpl1qddf9x	8209008	14556323	Digitaliserad version
n607pm000hngjv1	17054100	2428620	Originalversion:	n5zmmxg04h712sb	2428620	17054100	Digitaliserad version:
fzrrrz6r4f4lqcf	10805813	1584655	Orginalversion:	h0sffhjt047cdm1	1584655	10805813	Digitaliserad version:
6qj0518j5h96sf2	22667176	22597943	Originalversion:	fzr79pkr4ctxz7f	22597943	22667176	Digitaliserad version:
q82ck0p20x2whzh	18520772	2426429	Originalversion:	m4xlltzz21nkd2h	2426429	18520772	Digitaliserad version:
2lddk87d4c832p6	10959162	10249751	Originalversion:	1jbbnzzc25pk108	10249751	10959162	Digitaliserad version:
r93380733xd9fpm	10959423	10346710	Originalversion:	0h99rjnb548x37r	10346710	10959423	Digitaliserad version:
tc55b1p506n8t5k	10958885	10203689	Originalversion:	m4xx6vcz2x3tm5g	10203689	10958885	Digitaliserad version:
fzr0jrqr3qvsjms	17091893	1598493	Originalversion:	r82pq96318gxl2s	1598493	17091893	Digitaliserad version:
3mfljmxf58hrng4	14936863	403984	Originalversion	s93p820414cqc3t	403984	14936863	Digitaliserad version
6qjt5gqj5mg28qh	18628396	7266372	Originalversion	2kc71h4d4klj3kr	7266372	18628396	Digitaliserad version
9tmrg5gm0h5j7m7	14730169	7258915	Originalversion	h0snfn8t3s8cq3r	7258915	14730169	Digitaliserad version
l4x2pn5x0l8kz6s	14681038	7258489	Originalversion	9slg7flm2nvr44j	7258489	14681038	Digitaliserad version
l4x5w38x2svwb87	17257828	11704747	Orginalversion	wf78bqh724wl3b2	11704747	17257828	Digitaliserad version
2ldhprrd3d69j1c	13483242	870860	Originalversion	btm7dw8n2wgdhfs	870860	13483242	Digitaliserad version
5phhg4rh5cmqmd5	11600355	11600341	Originalversion:	p7110n915lnn09m	11600341	11600355	Digitaliserad version:
6qjn98lj12g3br4	14680876	197635	Originalversion	h0scq4dt2v6dmvl	197635	14680876	Digitaliserad version
9tmnhg7m5j2kpjw	12335059	880763	Originalversion:	fxqbhccr2jdpxl8	880763	12335059	Digitaliserad version:
8slnq52l3f7n57f	12543738	2640246	Originalversion:	vc5t3zs62v5gt69	2640246	12543738	Digitaliseriad version:
8slzl82l2xjvt2v	19728438	10206031	Orginalversion	p60091213pqbm9r	10206031	19728438	Digitaliserad version
p71c0js155jwj6k	19697191	7418438	Originalversion:	xf7320z84fxhgl4	7418438	19697191	Digitaliserad version:
7rkn03hk1ct4rdn	13596257	7617711	Originalversion:	cvnkrtsp3m2xpll	7617711	13596257	Digitaliserad version:
bvnstvdn5crphhm	14181080	8210164	Originalversion	s930x6j41z4j1wj	8210164	14181080	Digitaliserad version
g0s545fs5rl2fl5	19990494	877742	Originalversion:	q71mskb215wnd80	877742	19990494	Digitaliserad version:
l4x6vx7x0k60h7h	18036298	11428632	Originalversion:	2ldd5nvd4x17lr1	11428632	18036298	Digitaliserad version:
q8276th2469g6v3	14979092	14740147	Originalversion:	wf7c24572lwr4fb	14740147	14979092	Digitaliserad version:
xg8j57584qrlxx2	18035918	11236937	Originalversion:	7rkk3q1k3t3hp2r	11236937	18035918	Digitaliserad version:
j2v0s13v1p8z1db	14800736	8401616	Orginalversion	j1trw1zv3pxsvb4	8401616	14800736	Digitaliserad version
m5z9tr4z37gtsw3	19623779	7415729	Originalversion:	m4xsrlmz23mp2qh	7415729	19623779	Digitaliserad version:
4nggmbbg4s5wrvq	10959194	10257849	Originalversion:	zg88l6w93m3l041	10257849	10959194	Digitaliserad version:
m5zbkq7z2j4hfv2	20216969	2418370	Originalversion:	0h9zzwdb5vkh380	2418370	20216969	Digitaliserad version:
wf7cf5n7306msjw	14227597	8238916	Originalversion	6phdcnvj1kzv5v2	8238916	14227597	Digitaliserad version
wf7g6f271p36t4k	17259157	10570207	Orginalversion	wd66xpw75cs8x21	10570207	17259157	Digitaliserad version
xg8d6mf851kc5pn	14806058	7260690	Originalversion	n5ztlwf03dhq5fv	7260690	14806058	Digitaliserad version
2ldn9c7d26m7sq8	18035862	11207453	Originalversion:	fzrr8tgr006frlq	11207453	18035862	Digitaliserad version:
3mfpbd8f0j6t6nv	18035863	11209696	Originalversion:	6qjj1pqj1g1chsn	11209696	18035863	Digitaliserad version:
fzrwpxsr2k98nh7	14800553	8404554	Orginalversion	gzrpt25s0nkqlhk	8404554	14800553	Digitaliserad version
q82dxbt23jhdklb	19609892	7417383	Originalversion:	r82xwsm35d86j6d	7417383	19609892	Digitaliserad version:
k3w5ksfw1zh7ggs	17844807	7263271	Originalversion	p60vn1b12czthbg	7263271	17844807	Digitaliserad version
l4xbbfmx34cnddb	20858158	2541394	Originalversion:	s93rx7w40jzjhmq	2541394	20858158	Digitaliserad version:
cwpz3npp32h9fnh	17630121	1645283	Originalversion	fxqcfptr3sr1ssp	1645283	17630121	Digitaliserad version
h1t6fjbt27h1n48	20215375	1450699	Originalversion:	9sl72bhm0prd8cf	1450699	20215375	Digitaliserad version:
l4x6ltgx4k2ktzw	17844808	7264895	Originalversion	tb40s78527kxkhj	7264895	17844808	Digitaliserad version
n607rrn00b0q2hj	17112300	7264909	Originalversion	9slg8pqm478q3r5	7264909	17112300	Digitaliserad version
vd6k6vj61nsn4dm	19728306	10208257	Orginalversion	wd66h9q75t5fq7z	10208257	19728306	Digitaliserad version
p71808710c1d2wx	17259481	10419422	Orginalversion	q711kz623f8j66k	10419422	17259481	Digitaliserad version
3mfvmrxf3lqjlvg	21501463	8369163	Orginalversion:	r82z22534rdq7r4	8369163	21501463	Digitaliserad version:
3mfwxllf3nc2c4v	22549663	8214717	Originalversion:	k2vrp4bw05jmgk8	8214717	22549663	Digitaliserad version:
7rksjrmk4jvw9kr	17258477	10539330	Orginalversion	n5zznbc04x03476	10539330	17258477	Digitaliserad version
fzrv7t8r3jj0gf2	13610273	2146995	Originalversion:	5ng4s01h297mrvm	2146995	13610273	Digitaliserad version:
n60gh4g02bjt150	22549020	1229133	Originalversion:	r82p8ls30kmdscr	1229133	22549020	Digitaliserad version:
zh9qs5v94gklf29	21758919	2497281	Originalversion	cvnbf5fp2bs3dkr	2497281	21758919	Digitaliserad version
3mfp621f2k76ntt	17918653	7265705	Originalversion	tb40s85502lgr1f	7265705	17918653	Digitaliserad version
sb4c3bv45qhl0xw	17259064	10557484	Orginalversion	s933t4n420sldnx	10557484	17259064	Digitaliserad version
1kchk9sc4775g18	14227601	2413724	Originalversion	4mf33tcg1z7h1p3	2413724	14227601	Digitaliserad version
2kccn7nd5jzcgn3	10228752	1641668	Orginalversion:	xf7vx2b80vws1w2	1641668	10228752	Digitaliserad version:
5phqd1wh05w61c7	17213775	8361702	Originalversion:	2kc8c25d13109m1	8361702	17213775	Digitaliserad version:
8slxb8gl0n5ckx2	19512798	1158332	Originalversion	q71n4z3255bpff0	1158332	19512798	Digitaliserad version
9tm0nd1m0v7fs4n	19758079	7418728	Originalversion:	l3wrqpxx5029bhq	7418728	19758079	Digitaliserad version:
cwptgfqp30n7m83	14680851	7257886	Originalversion	6phc4btj44wlb79	7257886	14680851	Digitaliserad version
l4x6ltjx39zst2c	17844868	868941	Originalversion	cvn8fv5p4gb6h9d	868941	17844868	Digitaliserad version
sb4c39045246bps	17258284	10533722	Orginalversion	q711q6621p2mrzw	10533722	17258284	Digitaliserad version
tc5b8cm52d64nw7	14936825	7261368	Originalversion	8rkf6jrl3qq658m	7261368	14936825	Digitaliserad version
8sltccbl1slrvf9	17112378	7265091	Originalversion	cvnjbr0p4rpmbvq	7265091	17112378	Digitaliserad version
cwpx674p18dhh0d	16889811	8230813	Originalversion:	3ld978rf5js3jb1	8230813	16889811	Digitaliserad version:
sb4lm8544hm3bgt	22548634	2004591	Originalversion:	cvnbtx0p5v06rdd	2004591	22548634	Digitaliserad version:
zg885xk95d0mws4	10709349	10227572	Originalversion:	q711bt123gz7x7r	10227572	10709349	Digitaliserad version:
1kcrqt6c3cm7m0j	20830361	1950467	Orginalversion:	7qj6msqk4f14g99	1950467	20830361	Digitaliserad version:
j2v7wr8v0bc7m8g	19761686	7418503	Originalversion:	3ld8756f2wtk7r6	7418503	19761686	Digitaliserad version:
3mfr6nmf5prlddz	19527493	1348084	Orginalversion:	s93qf1043hz6fkx	1348084	19527493	Digitaliserad version:
8slw7jfl3hg1pn9	18628968	18431547	Originalversion	k3w69jcw1ffqbbr	18431547	18628968	Digitaliserad version
7rksjs9k2pjx15z	17259977	10405540	Orginalversion	0h99tp1b239sf6j	10405540	17259977	Digitaliserad version
8slw7jll51rfksh	18628218	8351338	Originalversion	l3wsw75x3rl0sgv	8351338	18628218	Digitaliserad version
h0sspmgt3jgqg7m	10714195	10285276	Originalversion:	6phhvglj2slmd0h	10285276	10714195	Digitaliserad version:
cwp0bmpp34nrq4n	18628221	7266211	Originalversion	p60vn4l106q51qv	7266211	18628221	Digitaliserad version
7qjjf75k1tv7t66	10710557	10237461	Originalversion:	cvnn0tmp0tbswxt	10237461	10710557	Digitaliserad version:
8rkk9fbl45fp08w	10580178	10580173	Originalversion:	3ldd485f0rqkfz9	10580173	10580178	Digitaliserad version:
sb4h5wk44jtj4j7	19758094	7418715	Originalversion:	5ngb98hh375j5fx	7418715	19758094	Digitaliserad version:
vd6ht4j60q7k7bs	18628506	7266545	Originalversion	tb40s8352pvbmjr	7266545	18628506	Digitaliserad version
wf7jv5872rrxpcb	18628237	7266223	Originalversion	3ld82j0f4pfllhw	7266223	18628237	Digitaliserad version
j2v7vj9v1z6rrmk	19728416	10198167	Orginalversion	k2vv4l5w25sj3vl	10198167	19728416	Digitaliserad version
2ldj53cd3rnxx0z	14680782	7257680	Originalversion	btmh8gqn203gtzl	7257680	14680782	Digitaliserad version
5phm87mh4v3b1f5	14680935	7258030	Originalversion	0h95x4sb5b5zn43	7258030	14680935	Digitaliserad version
6qjn98sj3xgphh3	14681056	7258630	Originalversion	0h95x5gb5f8xthw	7258630	14681056	Digitaliserad version
7rkpb38k50hrh94	14676047	7618324	Originalversion:	s93068x43jf38ml	7618324	14676047	Digitaliserad version:
dxqvhgqq1xqxzmd	14680822	216344	Originalversion	4mf0dgtg1qgz44v	216344	14680822	Digitaliserad version
h1tzlk1t1t4fdhx	14681005	8350762	Originalversion	dwplp0bq32x8qqj	8350762	14681005	Digitaliserad version
q82918b23mf9rhz	17258642	10447056	Orginalversion	vc55q3165kf0z76	10447056	17258642	Digitaliserad version
q82c49k215bnzz3	18150752	12052399	Orginalversion:	9tmn505m4ms5s7w	12052399	18150752	Digitaliserad version:
tc59c3f54znnqsf	14227445	564184	Originalversion	s93pg00458tsk07	564184	14227445	Digitaliserad version
xg8k29n850k8nfq	18739268	7653064	Originalversion	s9307kj453lrd8j	7653064	18739268	Digitaliserad version
zh9f21l90689jw8	14681079	7258377	Originalversion	k2vqhpqw0c742cc	7258377	14681079	Digitaliserad version
4ngtsh0g2thzr2p	19981394	502033	Originalversion	3ld0p07f13f3p0d	502033	19981394	Digitaliserad version
7rkpqrfk2h6192n	14181197	7257300	Originalversion	n5ztlrn03hm2svm	7257300	14181197	Digitaliserad version
9tmrd5bm1dlrw1h	14676049	7616094	Originalversion:	gzrnvv3s3k601m7	7616094	14676049	Digitaliserad version:
bvnwmtln1k83jvl	17258360	10324460	Orginalversion	btmm218n46gr4z2	10324460	17258360	Digitaliserad version
fzr0n5zr47xtcss	17210003	8351223	Originalversion	r82z2d731015shq	8351223	17210003	Digitaliserad version
j2v0mlvv1vwhn31	14680826	7257922	Originalversion	dwpkbj2q1n5gpff	7257922	14680826	Digitaliserad version
l4x5t8cx4l7x48q	17208418	2407661	Originalversion	1jb00jjc5k4cfv6	2407661	17208418	Digitaliserad version
m5z3qnvz4rz7bb2	14680739	7257565	Originalversion	h0snflrt49lln04	7257565	14680739	Digitaliserad version
n604rpz04pnm4fj	14680770	7257703	Originalversion	3ld817jf04t04jt	7257703	14680770	Digitaliserad version
xg8d3s485s9g6xp	14730188	7259396	Originalversion	j1tpgptv1h6jztg	7259396	14730188	Digitaliserad version
xg8h7g684fv0s16	17259248	10546214	Orginalversion	4mff42gg05vcdsl	10546214	17259248	Digitaliserad version
1kcl7j6c3fwmlcp	17177261	16909587	Originalversion:	k3w4f59w5sm441z	16909587	17177261	Digitaliserad version:
dxq3l47q1pq6jc3	20423272	2417163	Originalversion:	r82qqlt30t01xf9	2417163	20423272	Digitaliserad version:
l4x706zx2hmx4z7	18151258	53619	Orginalversion:	zg8t08v91980875	53619	18151258	Digitaliserad version:
l4xch8qx05ghk2t	21798748	171677	Originalversion:	7qj3fw9k2h5l76h	171677	21798748	Digitaliserad version:
tc5d4dr543dkbz9	17259845	10513758	Orginalversion	8rkk7zjl3l50kld	10513758	17259845	Digitaliserad version
vd67qn462qstsrw	12055446	12055442	Originalversion	q823lj022kq8kjs	12055442	12055446	Digital version
xg8dg6q85l63r68	14227628	10533	Originalversion:	r82mrgs30bk3mzl	10533	14227628	Digitaliserad version:
vd6bzw560t32ls3	14680776	7257821	Originalversion	1jb6z5lc4rvbh34	7257821	14680776	Digitaliserad version
wf7lk8r75rxbgsq	19981387	1537770	Originalversion	n5zljxm00qnnjlb	1537770	19981387	Digitaliserad version
sb47fgr45dq83sw	13482574	2418449	Originalversion	m4xllj3z3v9w262	2418449	13482574	Digitaliserad version
3lddp9xf0nqnzfd	10229863	422008	Orginalversion:	l3wh3jsx1d4j3d2	422008	10229863	Digitaliserad version:
5phskqfh0czw82p	18151155	135575	Orginalversion:	tb4p05s55qsbht3	135575	18151155	Digitaliserad version:
g0s7c58s42trk0r	21799344	2440870	Originalversion:	0h9z0qdb5tvpzn6	2440870	21799344	Digitaliserad version:
k3w7ldqw4fcrxzv	19481277	1547161	Originalversion:	p60mlb315phhhsh	1547161	19481277	Digitaliserad version:
l3ww0wzx1xr16w9	10070158	8374747	Originalversion:	wd647dh7142pkc0	8374747	10070158	Digitaliserad version:
sb4kpgd405w3213	21798244	17597219	Originalversion:	m5z7bpdz5l8l7x9	17597219	21798244	Digitaliserad version:
tc5g7f854d81n0n	18151295	7741	Orginalversion:	p60kp9m13gb63nn	7741	18151295	Digitaliserad version:
xg8ml9t84dct26h	19981418	2417158	Originalversion	l3wkkfmx3hgkhqn	2417158	19981418	Digitaliserad version
4ngpcszg38htk34	17208464	8462795	Orginalversion	tb428l852k5rgrk	8462795	17208464	Digitaliserad version
7rknvx0k2zlmx5h	13483307	8231682	Originalversion	2kc868pd58fgh6p	8231682	13483307	Digitaliserad version
9tmq01dm06j11gz	13538509	1788115	Originalversion	h0sfp1lt26bmh5r	1788115	13538509	Digitaliserad version
9tmqjmzm1xkvxwq	13959319	8371321	Originalversion:	p60x12h14cjw0xc	8371321	13959319	Digitaliserad version:
bvnrjbhn00wwj1g	13950770	877474	Originalversion:	s93pvl345lh54lc	877474	13950770	Digitaliserad version:
dxqvhgrq0l5z4tr	14680852	7257889	Originalversion	9slg7fxm0t23xxl	7257889	14680852	Digitaliserad version
n603dt702wz39f3	13576710	615236	Originalversion	j1tf8mfv2b560xq	615236	13576710	Digitaliserad version
q825cfk2376w6wf	13483352	8221552	Originalversion	dwplj7rq2k94jzc	8221552	13483352	Digitaliserad version
q829z58237j6rxc	17201882	7618517	Originalversion:	7qjfmqkk10prg11	7618517	17201882	Digitaliserad version:
sb47jz6416dsnnf	13576564	2525075	Originalversion	tb4sxns55l2xw6b	2525075	13576564	Digitaliserad version
1kch8z2c2bz6cmc	14785841	877708	Originalversion:	l3whnf4x420t7gl	877708	14785841	Digitaliserad version:
1kcjgkvc07zxxcl	14936861	7261709	Originalversion	m4xskwhz31w8h23	7261709	14936861	Digitaliserad version
5phjcx8h04jrqqd	12324405	1383215	Originalversion	tb4rjc25129f0xh	1383215	12324405	Digitaliserad version
6qjkdrmj3cdkfh4	12318406	2404939	Originalversion:	9sl88prm3h4z8v6	2404939	12318406	Digitaliserad version:
7rkxmk9k4l889ww	19764677	7416901	Originalversion:	p60vtq112rhbxhp	7416901	19764677	Digitaliserad version:
cwpqkkwp33nf2vq	12335601	1622829	Originalversion:	zg8wzdf93qj66hd	1622829	12335601	Digitaliserad version:
fzr4m5cr0tn4d4p	20423363	3016758	Originalversion:	8rk8z9jl0kb84kw	3016758	20423363	Digitaliserad version:
fzr4sljr0csb4vk	19760213	7416928	Originalversion:	l3wrqmxx158vr3w	7416928	19760213	Digitaliserad version:
g0s7c53s05dgn6x	21799194	2396180	Originalversion:	btm98d2n45z70k9	2396180	21799194	Digitaliserad version:
h1tx66lt1jx9dln	13537615	1378868	Originalversion	xf7vmbb81mnxpd7	1378868	13537615	Digitaliserad version
j2v5x4vv4j98znk	18151226	114759	Orginalversion:	zg8t3js900470kt	114759	18151226	Digitaliserad version:
sb48w79425d2ql3	14663854	10577581	Originalversion:	p600qrw11wmf9k2	10577581	14663854	Digitaliserad version:
vd6j3526044t2w0	19655886	2389264	Originalversion	s93rqlv41n99d59	2389264	19655886	Digitaliserad version
xg8ptl582ll6x41	21798818	17240973	Originalversion:	r93b1mq313x133q	17240973	21798818	Digitaliserad version:
xg8ptl6808qjrqd	21798848	17851651	Originalversion:	p719q6614fxp35v	17851651	21798848	Digitaliserad version:
zh9qvnt9290hk98	21799389	17364278	Originalversion:	xg8jccw83df673t	17364278	21799389	Digitaliserad version:
0jbl649b58t082w	18004480	17976324	Originalversion:	g0s2mkgs4xwbgs3	17976324	18004480	Digitaliserad version:
