hubTitle	entity
Upanishaderna. Urval	Upanishaderna. · Urval · eng · san
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1703. · 1818 Rumstedt. · swe
Pāñcarātra	Pañcatantra. · [Urval.] · tam
Bibeln. Profetiska böckerna	Bible. · [O.T., Prophets., Authorised.] · eng
Bibeln. Nya Testamentet	Testamentum novum <bulg., kirchenslaw.>.
Bibeln	Biblia, Test. Vetus et Novum, polygl.
Historia Karoli Magni et Rotholandi	Historia Karoli Magni et Rotholandi. · Tyska & Latin
Haggadah	Haggada. · jiddisch & hebreiska
Bibeln	Bibeln. · Authorized. · 1626. · eng
Bibeln. Nya Testamentet	Bible. · [N.T., Geneva - Tomson.] · eng
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · Personne-Rudin. · 1916 · swe
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · jrb
Jaina Āgama. Cūlikasutta. Aṇuogadārasutta	Jaina Āgama. · [Anuogadārasutta]
Psalmböcker	Psalmboken 1671 Stockholm
Bibeln	Bibeln. · Jerusalem Bible. · 1978? · eng
Koranen	Koranen. Tjeckiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1835 · mnc
Puranas. Vāyupurāṇa	Purāṇa. · [Vāyu purāṇa. Engelska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Waldenström. · 1922 · swe
Hrafnkels saga Freysgoða	Hrafnkels saga Freysgoða. · Norska (Nynorsk) & Fornisländska
Bhagavadgītā	Bhagavadgītā · swe
Bibeln. Nya Testamentet	Bible. · [N.T.] · Paraphrases. · 1670 · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Syriska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1874 · swe
Maḥzor. Yom Kippur	Maḥzor. · [Yom Kippur.] · Tyska & hebreiska
al-Muʻallaqāt	al-Muʻallaqāt. · eng
Midrash rabbah	Midraš rabba. · [Ester. Engelska]
Bhagavadgītā. Urval	Bhagavadgītā. · Urval. · Garbe. · 1921 · ger
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · pol
Den svenska psalmboken	Psalmboken 1797 Sthlm Lange.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Clark. · 1690. · eng
Gautreks saga	Gautreks saga. · eng
Den svenska psalmboken	Psalmboken 1795 Gbg.
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · eng
Tripiṭaka. Sūtrapiṭaka. Tantra. Mañjuśrīmūlakalpa	Tipiṭaka. · [Suttapiṭaka., Tantra., Mañjuśrīmūlakalpa.]
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1709 · Grekiska
Mahābhārata. Udyogaparva	Mahābhārata. · [Udyogaparva.] · English & Sanskrit.
Sefer Yeẓirah	Sefer Yeẓirah. · English & Hebrew.
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet. Grekiska]
Kalevala	Kalevala · dan
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · 1986 · Grekiska & Franska.
Mishnah. Avot	Mishna. · [Avot.] · Engelska & hebreiska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1714 · Hebreiska & Latin.
Egils saga Skallagrímssonar	Egils saga Skallagrimssonar. · eng
Bibeln. Psaltaren. Urval	Bibeln. · [Psaltaren.] · Urval · Hebreiska & Franska.
Tusen och en natt	Tusen och en natt. · cat
Bibeln. Moseboken 1	Bible. · [O.T., Genesis., Lookup.] · eng
Reineke Fuchs	Reinke de Vos.
Bibeln. Jeremia	Bibeln. · [Jeremia.] · dan
Bibeln. Moseböckerna	Bible. · [O.T., Pentateuch.] · Tyndale. · 1551. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1892 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1886 · Grekiska.
Talmud yerushalmi	Talmud Yerushalmi. · 1960 · fre
Bibeln. Jesaja	Bible. · [O.T., Isaiah XXII, 15-25., Authorised.] · eng
Zohar. Urval	Zohar. Engelska. · [Urval]
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · grc
Bibeln	Bibeln. · 1675. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1641 · Grekiska.
Gilgamesh	Gilgamesj-eposet. · tur
Pāñcarātra	Pañcatantra. Danska. · Urval
Midrash rabbah	Midraš rabba. · [Moseboken 1. Tyska. Urval]
Bibeln	Bibeln. · 1985 · fro
Bibeln. Domarboken	Bibeln. · [Domarboken.] · eng
Bibeln. Jeremia	Bibeln. · [Jeremia.] · Blayney. · 1810. · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · nor
Bibeln	Bibeln. · Geneva. · 1607. · eng
Nasreddin Hoca	Nasreddin Hodja. · ara
Bibeln. Uppenbarelseboken	Bibeln. · [Uppenbarelseboken.] · 1975 · Ford. · eng
Bibeln. Job	Bibeln. · [Job. Turkiska]
Den svenska psalmboken	Psalmboken 1816 Sthlm Lindh.
Tusen och en natt	Tusen och en natt. · tur
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · Fitzmyer · eng
Bibeln. Breven	Bible. N. T. Epistles. English. Paraphrases. 1946. Wand
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · cop
Bibeln. Breven	Bibeln. · [Breven] · swe
Bibeln. Filipperbrevet	Bible. · [N.T., Reina-Valera.] · spa
Bibeln. De katolska breven	Bibeln. · [De katolska breven.] · Hauck. · 1933 · ger
Sept sages de Rome	Seven sages of Rome. · 1799. · eng
Tripitaka. Sūtrapiṭaka. Karmavibhaṅga	Karmavibhaṅga. · san
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · ger
Peri tēs tou pantos physeōs	Peri tēs tou pantos physeōs. · Franska & Grekiska
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Barton.
Bibeln	Bibeln. · Authorized. · 1956 · eng
Barlaam et Josaphat	Barlaam et Joasaph. · swe
Klemensbrevet 2	Andra Klemensbrevet. · Engelska & grekiska
Bibeln. Paulus-breven. Urval	Bibeln. · [Paulus-breven.] · Urval. · 1917. · 1924 · swe
Josippon. Urval	Josippon. · Selections. · eng
Midrash rabbah	Midrash rabba. · [Rut. Tyska]
Beowulf	Beowulf. · (Hall) · eng
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Targum Yerushalmi. · 1968 · arc
Bibeln	Bibeln. · Authorized. · 1640. · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Authorized. · 1645. · eng
Den svenska psalmboken	Psalmboken 182Sthlm Lindh.
Bibeln. Gamla Testamentet. Urval	Bible. · [O.T., Hagiographa., Authorised.] · Selections. · eng
Bibeln. Lukasevangeliet. Urval	Bibeln. · [Lukasevangeliet.] · Urval. · Wahki
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · mao
Svensk psalmbok för den Evangelisk-lutherska kyrkan i Finland	Svensk psalmbok för den Evangelisk-lutherska kyrkan i Finland. · Urval
Bibeln. Apokryferna	Bibeln. · [Apokryferna. Engelska]
Bibeln. Urval	Bibeln. · Urval · Pedersen-Lehmann. · dan
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna] · 1695 · spa
Bibeln	Bibeln. Tiv
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Zittel. · 1894 · ger
Bibeln. Psaltaren	Psalterium
Bibeln	Bible. · Abridgments. · eng
Bibeln. Mackabeerboken 1	Bibeln. · [Apokryferna, Mackabéerboken 1.] · eng
Bibeln	Bibeln. Grekiska
Bibeln. Romarbrevet	Bibeln. · [Romarbrevet.] · Fitzmyer. · 2008 · eng
Edda Sæmundar. Urval	Edda Saemundar. · Urval · swe
Den svenska psalmboken	Psalmboken 1717 Sthlm Laurelius.
Talmud. Bava batra	Talmud. · [Bava Batra]
Bibeln. Tolvprofetboken. Urval	Bibeln. · [Tolvprofetboken.] · Urval. · 1945 · dan
Aisopos fabler	Aesop's fables. · 1591. · lat
Tipiṭaka. Suttapiṭaka. Khuddakanikāya. Udāna	Udāna. Engelska
Merlin (prosadikt)	Merlin (Prose romance). · eng
Bibeln	Bibeln. · Authorized. · 1628. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1757 · lat
Psalmböcker	Psalmboken 1608 Rostock
Bibeln. Habackuk	Bibeln. · [Habackuk.] · Provövers. · 1840 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · oss
Gr̥hyasutras	Gṛhyasūtra
Mishnah. Sanhedrin	Mishna. · [Sanhedrin.] · 1629 · Latin & hebreiska.
Toldot ha-Yehudim be-artsot ha-Islam	Toldot ha-Yehudim be-artsot ha-Islam.
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Normaluppl. · 1911 · swe
Rāmāyana	Rmayana. · eng
Sachsenspiegel	Sachsenspiegel. · Tyska & medelhögtyska
Beowulf	Beowulf. · Engelska & Engelska (Fornengelska)
Bhagavadgītā. Urval	Bhagavadgītā. · Urval. · Garbe. · 1988 · ger
Bibeln. Ordspråksboken	Bible. · [Proverbs.] · 1999. · heb
Yogavāsiṣṭha. Urval	Yogavāsiṣṭha. · Urval · eng
Bibeln. Höga visan	Bibeln. · [Höga Visan.] · Arameisk version · spa
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1813 · por
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1703. · 1822 Rumstedt. · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1635. · Grekiska & Latin.
Bibeln. Salomos vishet	Bibeln. · [Apokryferna., Visheten. Engelska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1813 · spa
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · alb
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet. Georgiska]
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet] · Urval. · nor
Den svenska psalmboken	Psalmboken 1779 Örebro.
Den svenska psalmboken	Psalmboken 1767 Stockholm
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · rar
Den svenska psalmboken	Psalmboken 1825 Sthlm Nordström.
Bibeln	Bibeln · 1618 · lat
Bibeln. Job	Bibeln. · [Job.] · heb
Tosefta. Berakhot	Tosefta. · [Berakhot. Tyska & Arameiska]
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1959 · ang
Bibeln. Ordspråksboken	Bibeln. · [Ordspråksboken.] · cop
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1686 · fin
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · 1874 · ang
Den svenska psalmboken	Psalmboken 1753 Sthlm Grefing.
Man'yōshū	Manʹyōshū
Bibeln. Breven. Urval	Bible. · [N.T., Epistles.] · Selections. · Taverner. · 1540. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Trillern. · 1703 · ger
Sir Gawain and the Green Knight	Sir Gawain and the Green Knight. · enm
Kalevala	Kalevala. · Ryska & Finska
Bibeln. Nya Testamentet. Urval	Bibeln. · [Nya Testamentet.] · Urval. · 1563 · hrv
Kalevala	Kalevala. · est
Den svenska psalmboken	Psalmboken 1737 Sthlm Schneider.
Bibeln	Bibeln. · 1608 · dut
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · Chakassiska
Den svenska psalmboken	Psalmboken 1772 Sthlm
Toledot Yeshu	Toldot Yeshu. · Tyska & latin
Eiríks saga rauða	Eiríks saga rauða. · nor
Psalmböcker	Psalmboken 1651 Stockholm
Bibeln. Psaltaren	Biblia, Test. Vetus, Psalterium - Gr. et Lat.
Den svenska psalmboken	Psalmboken 1697 Stockholm
Bibeln. Timotheosbreven	Bibeln. · [Timotheosbreven.] · eng
Bibeln	Bibeln. · Vulgata. · 1921 · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1999 · cpe
Bibeln	Bibeln. · New World. · 1963 · eng
Puranas. Skandapurāṇa	Purāṇa. · [Skandapurāṇa]
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Hebreiska & Jiddisch
Puranas. Śivapurāṇa	Purāṇa. · [Śiva-purāṇa.] · eng
Upanishaderna. Urval	Upanishaderna. · Urval · ger
Bibeln. Matteusevangeliet	Bible. · [Matthew.] · Albright-Mann. · 2008. · eng
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · 1921. · 1937 · swe
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1623 · dan
Bibeln	Bibeln. · 1679. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Gezelius · swe
Kristofers landslag	Kristofers landslag. · fin
Upanishaderna. Urval	Upanishaderna. · Urval · dan
Bibeln	Bibeln · hun
Barlaam et Josaphat	Barlaam et Joasaph · pol
Maḥzor (Reconstructionist). High Holidays	Maḥzor (Reconstructionist). · [High Holidays.] · English & Hebrew.
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · Syriska
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · heb
Den svenska psalmboken	Psalmboken 1760 Sthlm Lange.
Bibeln	Bibeln. · [Miscellaneous Metrical Versions.] · eng
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · NT 81 · swe
Erikskrönikan	Erikskrönikan. · fre
Mahāvyutpatti	Mahāvyutpatti
Bibeln	Bibeln. · Tremellius. · 1580. · lat
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · yid
Vedas. Atharvaveda	Veda. · [Atharvaveda.] · eng
Bibeln. Moseböckerna. Urval	Bibeln. · [Moseböckerna.] · Urval. · Samaritansk. · 1780 · ara
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1618 · Grekiska.
Bibeln	Bibeln. · tah
Den svenska psalmboken	Svenska psalmboken. · Urval · 1937.
Bibeln. Titusbrevet	Bibeln. · [Titusbrevet.] · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1849 · eng
Den svenska psalmboken	Psalmboken 1772 Sthlm Carlbohm
Lancelot of the lake	Lancelot.
Josippon	Josippon. · Hebreiska & arabiska
Den svenska psalmboken	Psalmboken 1796 Nyköping.
Bibeln	Bibeln. · 1629. · Authorized. · eng
Talmud. Urval	Talmud. · [Urval.] · 1970
Bibeln. Joel	Bibeln. · [Joel.] · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1860 · crp
Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra	Tripitaka. · [Sūtrapiṭaka., Saddharmapuṇḍarīkasūtra.]
Ars moriendi	Ars moriendi. · fre
Bibeln. Nya Testamentet	Bible. · [N.T.] · O'Donnell. · 1681. · gle
Den svenska psalmboken	Psalmboken 1803 Nyköping.
Bibeln	Bibeln. · 1991 · fre
Bibeln	Bibeln. · 1821 · Harauti.
Den svenska psalmboken	Psalmboken 1812 Gbg.
Bibeln. Lukasevangeliet	Bible. · [N.T., Luke.] · eng
Den svenska psalmboken	Psalmboken 1766 Sthlm Grefing.
Avesta. Urval	Avesta. · Urval · per
Bibeln. Gamla Testamentet	Bibleln. · [G.T., Profeterna.] · 1897 · hrv
Bibeln. Moseboken 5	Bibeln. · [Moseboken 5] · heb
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Delitzsch. · 1882 · heb
Bibeln	Bibeln. · Luther. · 1700 · ger
Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā. Adhyardhaśatikā	Prajñāpāramitā. · [Aṣṭasāhasrikā Prajñāpāramitā]
Nibelungenlied	Nibelungenlied
Bibeln	Bibeln. Rundi
Tusen och en natt	Tuhat ja yksi yötä
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1816 · fin
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Gezelius. · 1688 · Grekiska.
Tusen och en natt	Tusen och en natt. · swa
Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra	Tripiṭaka. · [Sūtrapitaka., Saddharmapundarīkasūtra]
al-Muʻallaqāt	al-Muʻallaqāt. · ger
Bibeln	Bibeln. · Zürcher Bibel. · 1971 · ger
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Targum Pseudo-Jonathan. · 1974. · arc
Bibeln	Bibeln. · 1703. · 1800 Norberg. · swe
Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra	Tripiṫaka. · [Sūtrapiṫaka., Saddharmapuṅḋarīkasūtra]
Den svenska psalmboken	Psalmboken 1749 Uppsala.
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · eng
Imitatio Christi	Imitatio Christi. · 1639. · eng
Dödsboken	Dödsboken. Tyska
Bibeln. Urval	Bibeln. · Urval. · eng
Imitatio Christi	Imitatio Christi. · dan
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · 1908 · ara
Bibeln	Bibeln · 1874 · Polyglott
Tipiṭaka. Suttapiṭaka. Anguttaranikāya	Tipitaṭaka. · [Suttantapiṭaka., Aṅguttaranikāya., Aṭṭhakanipāta., Navakanipāta., Dasakanipāta., Ekādasakanipāta.] · pli
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Wither.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Serbokroatiska (latinsk skrift)
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1918 · 1917. · swe
Koranen. Urval	Koranen. Tyska. · [Urval]
Povestʹ vremennych let. Urval	Povestʹ vremennych let. · Urval · ger
Tipiṭaka. Abhidhammapiṭaka. Dhammasaṅgaṇi	Tipitaṭaka. · [Abhidhammapiṭaka., Dhammasaṅgaṇī.] · pli
Bibeln	Bibeln. Finska. 1642
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 1984 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Kyrkoslaviska & Ryska
Njáls saga	Njáls saga. · swe
Visio Tnugdali	Visio Tnugdali. · gmh
Bibeln. Gamla Testamentet	Bible. · [O.T. Hebrew]
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · Arabiska (Sudanesisk)
Dalalagen	Dalalagen
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna. Latin. Targum Onkelos]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · sme
Maḥzor. Sukkot	Maḥzor. · [Lövhyddohögtiden.] · 1928 · Jiddisch & hebreiska
Bibeln. Korinthierbreven	Bibeln. · [Korinthierbreven.] · Wendland. · 1934 · ger
Bibeln	Bibeln. · Authorized. · 1613. · eng
Bibeln. Kolosserbrevet	Bibeln. · [Kolosserbrevet.] · Beck · 1994 · eng
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · ara
Bibeln. Hesekiel	Bibeln. · [Hesekiel.] · Scheide papyrus · Grekiska.
Talmud	Talmud. · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1555 · Syriska.
Tusen och en natt. Urval	Tusen och en natt. · Urval. · eng
Maḥzor. Shemini ʻatseret	Maḥzor. · [Shemini ʻatseret.] · Jiddisch & hebreiska
Rāmāyana	Rāmāyana. · Engelska & Laotiska
Koranen. Urval	Koranen. · Urval · fre
Mahābhārata	Mahabharata. · por
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet] · ger · johann david michaelis
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1551 · fin
Talmud. Nezikin. Urval	Talmud. · [Nezikin]
Bibeln	Bibeln. · Amerikanska Bibelsällskapet · swe
Gunnlaugs saga ormstungu	Gunnlaugs saga Ormstungu
Psalmböcker	Psalmboken 166-?
Bibeln. Jona	Bibeln. · [Jona.] · 1857 · Polyglot.
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1775. · fre
Bibeln. Psaltaren	Bibeln. · [Psaltaren] · 1602 · Polyglott
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1741 · eng
Bibeln. Paulus-breven	Bibeln. · [Paulus-breven.] · eng
Den svenska psalmboken	Psalmboken 1827 Sthlm Nestius.
Den svenska psalmboken	Psalmboken 1713 Sthlm Laurelius.
Den svenska psalmboken	Psalmboken 1796 Sthlm ordenstr.
Bibeln. Job	Bible. · [O.T., Job., Blackmore.] · eng
Bibeln. Predikaren	Bibeln. · [Predikaren.] · Pautrel. · 1948 · fre
De tolv patriarkernas testamenten	Testaments of the twelve patriarchs.
Bibeln	Bibeln. · Luther. · 1887 · ger
Bibeln. Job	Bibeln. · [Job.] · 1893 · heb
Igorkvädet	Igorkvädet · est
Den svenska psalmboken	Psalmboken 1774 Sthlm Stolpe.
Bibeln	Bibeln. · 1797 · spa
Bibeln	Bibeln. · Berkeley version. · 1958 · eng
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · chi
Den svenska psalmboken	Den svenska psalmboken. · 1819
Upanishaderna	Upanishads. · eng
Bibeln	Bibeln. · ara
Bibeln. Nya Testamentet	Bible. · [N.T.] · 1633. · Greek.
Egils saga Skallagrímssonar	Egils saga Skallagrímssonar. Svenska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1973 · 1917. · swe
Rāmāyana	Rāmāyana. · tam
Bibeln	Bibeln. · [Great Bible.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Normaluppl. · 1900 · swe
Bibeln. Profetiska böckerna	Bibeln. · [Profetiska böckerna.] · hrv
al-Muʻallaqāt	Muallaqat. · ara
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Grekiska.
Talmud	Talmud. · fre
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · Amhariska & Fornetiopiska
Beowulf	Beowulf. Danska
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna] · Grekiska & Latin
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · 1854 · gaa
Talmud. Urval	Talmud. Danska. · Urval
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · rum
Bibeln. Moseboken 5	Bibeln. · [Moseboken 5.] · Provövers. · 1839 · swe
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · 1843 · tel
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · 1913 · ukr
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1857 Rumstedt. · swe
Bibeln. Matteusevangeliet. Urval	Bibeln. · [Matteusevangeliet.] · Urval · dan
Bibeln	Bible. · 1940. · swe
Den svenska psalmboken	Psalmboken 1813 Örebro.
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet. Meänkieli]
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · Polyglott
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Jewish Publication Society. · 2015. · eng
Sanningens evangelium	Sanningens evangelium. · eng
Upanishaderna	Upanisad. · eng
Bibeln	Bibeln. · 1730 · ger
Bibeln	Bibeln. · 1703. · 1809 Norberg. · swe
Bibeln	Bibeln. · 1949 · eng
Bibeln. Nya Testamentet	Bible. · [N.T.] · 1531. · dan
Bibeln	Bibeln. · 1974 · Luther. · ger
Bibeln. Urval	Bibeln. · Urval · enm
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1534 · Latin & hebreiska.
Bhagavadgītā	Bhagavadgītā. · Edgerton. · 1972 · eng
Historia Karoli Magni et Rotholandi	Historia Karoli Magni et Rotholandi. · Provensalska & Latin
Talmud. Urval	Talmud. · [Selections.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Luyia
Visio Tnugdali	Visio Tnugdali. · enm
Bibeln	Bibeln. · Luther. · 1664 · ger
Bibeln. Nya Testamentet	Bible. · [New Testament.] · Greek.
Beowulf	Beowulf. · eng
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · Odeberg. · 1996 · swe
Abhidharmadīpa	Abhidharmadīpa
Bibeln. Profeterna (Neviʾim)	Bibeln. · [Profeterna (Neviʼim).] · heb
Upanishaderna	Upanishaderna. · fre
Puranas. Viṣṇupurāṇa	Vishṇupurāṇa
Haggadah	Haggada. · Polyglott
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · ara
Bibeln. Uppenbarelseboken	Bibeln. · [Uppenbarelseboken.] · 1949 · ger
Bibeln	Bibeln · [mellan 1850 och 1860] · Polyglott.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Codex Sinaiticus. · 1922 · Grekiska.
Veda	Veda
Den svenska psalmboken	Psalmboken 1824 Åbo.
Bibeln	Bibeln. · 1873 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Tyndale · eng
Gísla saga Súrssonar	Gísla saga Súrssonar. · dut
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · krc
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · smn
Konungs skuggsjá	Konungs-skuggsjá
Bibeln	Bibeln. · 1703. · 1720 Horrn. · swe
Bibeln. Nya Testamentet	Bible. · [N.T.] · Bèze. · 1633. · lat
Gilgamesh	The epic of Gilgamesh. · tur
Bibeln. Moseboken 3	Bibeln. · [Moseboken 3.] · Arameiska & hebreiska
Den svenska psalmboken	Psalmboken 1865 Stockholm
Den svenska psalmboken	Psalmboken 1782 Örebro
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1873 · Grekiska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1886 · swe
Bibeln. Nya Testamentet	Bible. · [New Testament.] · Douai. · eng
Koranen	Koranen. · Engelska & arabiska
Tripiṭaka. Sūtrapiṭaka. Vimalakīrtinirdeśa	Vimalakīrtinirdésa
