hubTitle	entity
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Living Bible. · 1989 · nor
Pistis Sofia	Pistis Sofia. · eng
Bibeln. Hebreerbrevet	Bibeln. · [Hebreerbrevet.] · Hebreiska & Latin
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · ful
Mishnah	Mishna. Engelska
Lazarillo de Tormes	Lazarillo de Tormes. · 1655. · eng
Chanson de Roland	chanson de Roland
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1945 · rus
Yi jing	I ching. · swe
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · 1574 · lat
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · eng
Bibeln	Bibeln. · 1618 · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1701 · grc
Kalevala	Kalevala. Svenska
Den svenska psalmboken	Psalmboken 1762 Sthlm Lange.
Homeriska hymnerna	Homeriska hymnerna · swe
Den svenska psalmboken	Psalmboken 1783 Sthlm
Bibeln. Uppenbarelseboken	Bibeln. · [Uppenbarelseboken.] · 2014 · eng
Bibeln. Höga visan	Bible. · [O.T., Song of Solomon.] · Fenner. · 1594. · eng
Bibeln	Bibeln. · Édition integrale · fre
Guillaume de Palerne	Guillaume de Palerne. Fornfranska
Koranen. Urval	Koran. · Selections. · eng
Psalmböcker	Psalmboken 1659 Stockholm
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms I-XIII.] · Kyffin. · 1603. · wel
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · eng
Jaina Āgama. Chedasutta. Kappasutta	Jaina Āgama. · [Chedasūtra., Bṛhatkalpasūtra.] · Engelska & Prakrit
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1667 · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Syriska.
Bibeln	Bibeln. · Berlenburg. · 1856 · ger
Bibeln. Profeterna (Neviʾim)	Bible. · [Former Prophets.] · Alter. · 2013. · eng
Den svenska psalmboken	Psalmboken 1763 Norrköping Edman
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · lez
Kalevala. Urval	Kalevala · Urval
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Latin]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · ger
Bibeln	Bibeln · fin
Kalīlah wa-Dimnah	Kalila wa-Dimna. · tur
Ancren riwle	Ancren riwle. · fro
Tipiṭaka. Suttapiṭaka. Khuddakanikāya. Paṭisaṁbhidāmagga	Paṭisambhidāmagga
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · 1917. · 1935 · swe
Bibeln. Paulus-breven. Urval	Bibeln. · [Paulus-breven.] · Urval. · 1917. · 1948 · swe
Bibeln. Hosea	Bibeln. · [Hosea.] · Polyglott.
Bibeln	Bibeln. · 1569 · fre
Psalmböcker	Psalmboken 1682 Stockholm
Bibeln. Nya Testamentet	Bible. · [N.T.] · Persson et al. · 1928. · Tswa.
Bibeln	Bibeln. · 1670 · dan
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Balkariska
Bibeln	Bibeln. · 1857 · swe
Voyage de saint Brendan	Voyage de saint Brendan
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · per
Tipiṭaka. Suttapiṭaka. Dīghanikāya. Mahāvagga	Tipitaṭaka. · [Suttantapiṭaka., Dīghanikāya., Mahāvagga] · pli
Puranas. Padmapurāṇa	Purāṇa. · [Padmapurāṇa]
Bibeln. Petrusbrevet 1	Bible. · [N.T., 1 Peter., Authorised.] · eng
Gilgamesh	Gilgamesj-eposet. · ara
Bibeln	Bibeln · eng
Bibeln	Bibeln. · per
Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra	Tripiṭaka. · [Sūtrapiṭaka., Saddharmapuṇḍarikasutra]
Psalmböcker	Psalmboken 1670 Linköping
Mort le Roi Artu	Mort le roi Artu. · fro
Bibeln	Bibeln. · Geneva. · eng
Bibeln. Job	Bibeln. · [Job.] · 1666 · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1673 · fre
Talmud. Bekhorot	Talmud. · [Bekhorot]
Bibeln	Bibeln. · Polyglott. · 1890?
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Amerikanska bibelsällskapet. · 1890 · swe
Den svenska psalmboken	Psalmboken 1742 Skara.
Bibeln. Nya Testamentet	Bibeln · [Nya testamentet] · Grekiska
Den svenska psalmboken	Psalmboken 1742 Reval
Bibeln	Bibeln. · 1620 · heb
Kalevala	Kalevala. · 9mk
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Edman. · 1900 · swe
Tripiṭaka. Vinayapiṭaka. Mūlasarvāstivādavinaya. Vinayavastu	Tripiṭaka. · [Vinayapiṭaka., Mūlasarvāstivādavinaya., Vinayavastu.]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1917. · 1967 · swe
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Septuagint. · 1652. · Greek.
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · Giertz · swe
Catonis disticha. Urval	Catonis Disticha. · Urval
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Gentili.] · Selections. · lat
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Sternhold.] · Selections. · eng
Aisopos fabler	Aesop's fables. · English & Latin.
Bibeln	Bibeln. · Segond. · 1978 · fre
Śāṅkhāyanaśrautasūtra	Śankhāyanaśrautasūtra
Batrachomyomachia	Batrachomyomachia. · Italienska & grekiska
Tipiṭaka. Suttapiṭaka. Urval	Tipiṭaka. · [Suttapiṭaka.] · Urval. · eng
Haggadah	Haggada. Italienska & Hebreiska
Bibeln	Bibeln. Norska
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Patrick.] · eng
Bibeln	Bibeln · 1814 · ger
De tolv patriarkernas testamenten	Testamentum duodecim patriarcharum. · eng
Bibeln	Bibeln. · 1875 · swe
Bibeln. Ordspråksboken	Bibeln. · [Ordspråksboken.] · Fox. · 2000 · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1596 · lat
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Smith.] · gla
Talmud. Taʻanit	Talmud. · [Taʻanit.] · ger
Talmud. Sotah	Talmud. · [Sotah]
Mahābhārata	Mahābhārata. · hin
Bibeln. Paulus-breven	Bibeln. · [Paulus-breven.] · De Paor · Latin & Engelska
Tipiṭaka. Vinayapiṭaka. Mahāvagga	Tipiṭaka. · [Vinayapiṭaka., Mahāvagga.] · Hindi & Pali.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1752 · heb
Bibeln	Bibeln · 1587 · Polyglott
Bibeln. Psaltaren	Psaltaren · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1876 · swe
Talmud. Urval	Talmud. · Urval. · 1963 · ger
Egils saga Skallagrímssonar	Egils saga Skallagrímssonar. · fao
Bibeln. Apokryferna	Bibeln. · [Apokryferna., Authorized] · eng
Bibeln. Urval	Bible. · Selections. · 1672. · Welsh.
Puranas. Viṣṇudharmottarapurāṇa	Purāṇa · [Viṣṇupurāṇa]
Mishnah. Yoma.	Mishna. · [Yoma]
Den svenska psalmboken	Psalmboken 1772 Karlskrona
Talmud. Kiddushin	Talmud. · [Kiddushin]
Breviat cronicle	Breviat cronicle.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · sma
Bibeln. Ordspråksboken	Bibeln. · [Ordspråksboken.] · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Living Bible. · 1989 · eng
Midrash ha-gadol	Midrash ha-gadol. · [Moseboken 5.] · Urval
Bibeln	Bibeln · dut
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Genève. · 1700 · fre
Bibeln. Gamla Testamentet. Urval	Bible. · [O.T., Hagiographa.] · Selections. · eng
Bibeln	Bibeln. · 1703. · 1816 Rumstedt. · swe
Bibeln. Nya Testamentet	Bible. · [N.T., Authorised.] · Abridgments. · eng
Psalmböcker	Psalmboken 1690 Stockholm
Aisopos fabler	Aesop's fables. · lat
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna. Koptiska]
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Moksja-mordvinska
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet. Finska]
Bhagavadgītā. Urval	Bhagavadgītā. · [Kapitel 1-6.] · 1969 · Sanskrit & Engelska.
Mishnah. Zeraʻim	Mishna. · [Zeraʻim]
Reineke Fuchs	Reineke Fuchs. · Fragment
Den svenska psalmboken	Psalmerna
Tomasevangeliet	Tomasevangeliet. · Engelska & grekiska
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · 1917. · 1936 · swe
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet. Votjakiska]
Yogācārabhūmi. Śrāvakabhūmi. Yogasthāna. Laukikamārga	Yogācārabhūmi. · [Śrāvakabhūmi., Laukikamārga]
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Johnston.] · lat
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · sco
Bibeln. Gamla Testamentet	Bible. · [O.T., Burton.] · Selections. · Polyglot.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Hedegård. · 1970 · swe
Kanteletar. Urval	Kanteletar. · Urval · Svenska & finska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Normaluppl. · 1890 · swe
Mishnah. Avot	Mishna. · [Avot. Hebreiska]
Sir Gawain and the Carl of Carlisle	Sir Gawain and the Carl of Carlisle
Den svenska psalmboken	Psalmboken 1725 Sthlm Horrn.
Bibeln. Paulus-breven	Biblia, Test. Novum, Epistolae s. Pauli - Lat.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · heb
Bibeln	Bibeln. · Luther. · 1754 · dan
Gutalagen	Gutalagen. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · grc · lat
Bibeln	Bibeln. · 1877 · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1898 · swe
Lazarillo de Tormes	Lazarillo de Tormes
Gunnlaugs saga ormstungu	Gunnlaugs saga ormstungu ok Skáld-Hrafns.
Bibeln	Bibeln. · 1961 · fao
Den svenska psalmboken	Psalmboken 1801 Gbg.
Bibeln. Paulus-breven	Bibeln. · [Paulus-breven.] · Arabiska & Engelska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 2005 · Grekiska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Brun. · 1945 · nor
Psalmböcker	Psalmboken 1626 Stockholm
Bibeln	Biblia. · ger
Koranen. Urval	Koranen. Tyska. · Urval
Psalmböcker	Psalmboken 1567
Tusen och en natt	Tusen och en natt.. · swe
Nibelungenlied	Das Nibelungenlied. · gmh
Eckenlied	Eckenlied
Puranas. Bhāgavatapurāṇa	Puranas · [Bhāgavatapurāṇa] · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1673 · Grekiska & Latin.
Edda Sæmundar. Urval	Edda Sæmundar. · Urval · eng
Koranen	Koranen. · Engelska  & Arabiska
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · Hedegård. · 1972 · swe
Bhagavadgītā	Bhagavadgītā. · Pfändtner-Sundvall. · 1977 · swe
Bibeln. Romarbrevet	Bible. · [N.T., Romans., Authorised.] · eng
Bibeln	Bibeln. · New World. · 1984 · eng
Bibeln. Job	Jobs bok
Þorsteins saga hvíta	þorsteins saga hvíta. · nor
Den svenska psalmboken	Psalmboken 1784 Örebro.
Bibeln. Petrusbreven	Bibeln. · [Petrusbreven.] · 1966 · fre
al-Muʻallaqāt	Muʻallaqat. · Urval · ger
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · nah
Bibeln	Bibeln. · 1808 · eng
Bibeln	Bibeln. · Segond. · 1947 · fre
Gunnlaugs saga ormstungu	Gunnlaugs saga Ormstungu. · nor
Bibeln	Bibeln. · Good news Bible. · 1989 · eng
Tipitaka	Tipitaka. · [Kokuyaku issaikyo]
Tusen och en natt	Tusen och en natt. · pol
Bibeln	Bibeln. · Plantin · Polyglott.
Bibeln. Gamla Testamentet. Urval	Bible. · [O.T.] · Selections. · 2000. · heb
Bibeln	Bibeln · 1611 · lat
Bibeln. Urval	Bibeln. · Fragment. · 1893 · Syriska & Engelska.
Tripiṭaka. Sūtrapiṭaka. Ratnakūṭa. Urval	Tripitaka. · [Sūtrapitaka., Ratnakūta.] · Selections. · eng
Bhagavadgītā	Bhagavadgītā. · Deutsch. · 1968 · eng
Bibeln	Bibeln · 1807 · gla
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Provövers. · 1995 · swe
Bibeln. Evangelierna	Bibeln. · [Evangelierna. Armeniska]
Ólafs saga Tryggvasonar	Óláfs saga Tryggvasonar. · dan
Philokalia. Urval	Philokalia · Urval · swe
Apophthegmata Patrum	Apophthegmata Patrum. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1703. · 1708 Burchardi. · swe
Bibeln. Paulus-breven	Bibeln. · [Paulus-breven.] · dan
Bi yan lu	Biyan Lu
Bibeln	Bibeln. · 1625. · Authorized. · eng
Bibeln	Bibeln. · 1966 · Etiopiska.
Mahābhārata	Mahabharata. · swe
Den svenska psalmboken	Psalmboken 1826 Falun.
Bibeln. Kungaböckerna	Bibeln. · [Kungaböckerna.] · 2000 · heb
Bibeln. Jesaja	Bibeln. · [Jesaja.] · yid
Gesta Romanorum	Gesta Romanorum. · 1698. · eng
Shi jing	Shi jing. · 880-01 · rus
Bibeln. Kolosserbrevet	Bibeln. · [Kolosserbrevet.] · eng
Talmud	Talmud. · 1952
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · chu
Bibeln	Bibeln. · Authorized. · 1655. · eng
Bibeln. Judit	Bibeln. · [Judits bok.] · 1549 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1816 · Syriska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Living Bible · swe
Nag Hammadi-skrifterna	Nag Hammadi-skrifterna. · [VII]
Bibeln. Apokryferna	Bible. · [Apocrypha.] · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1883. · 1884 · swe
Den svenska psalmboken	Psalmboken 1796 Gbg.
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · Grekiska
Kalevala. Urval	Kalevala. · [Runo 1-5]
Bibeln. Profetiska böckerna	Bibeln. · [Profetiska böckerna.] · heb
Bibeln	Bibeln. Finska
Den svenska psalmboken	Psalmboken 1737 Sthlm Horrn.
Bibeln. Urval	Bible. · [Authorised.] · Selections. · eng
Bibeln	Bibeln. · New Revised Standard. · 1989 · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Colines. · 1526 · lat
Upanishaderna. Garbhopaniṣad	Upanishaderna. · [Garbhopaniṣad] · Franska & Sanskrit
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1541. · 1941 · swe
Petrusevangeliet	Petrusevangeliet. Grekiska & svenska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Grekiska.
Bibeln	Bibeln. · Contemporary English. · eng
Edda Sæmundar	Eddan, den poetiska. · chi
Bibeln. Josua	Bibeln. · [Josua.] · Provövers. · 1839 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · kur
Sept sages de Rome	Seven sages of Rome. · 1688. · eng
Bibeln. Thessalonikerbrevet 1	Bible. · [N.T., 1 Thessalonians., Wakefield.] · eng
Bibeln. De katolska breven	Bibeln. · [De katolska breven.] · Grekiska
Bibeln. Uppenbarelseboken	Bible. · [N.T., Revelation., Cooke.] · eng
Bibeln. Evangelierna	Bible. · [N.T., Gospels., Quesnel.] · eng
Ólafs saga hins helga hin mesta	Ólafs saga helga (fristående sagan)
Apophthegmata Patrum. Urval	Apophthegmata Patrum. · Urval · Engelska & grekiska.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1992 · Spanska (Fornspanska).
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · 1954 · swe
Den svenska psalmboken	Psalmboken 1821 Nyköping.
Bibeln	Bibeln. · Luther. · 1483 · ger
Den svenska psalmboken	Psalmboken 1799 Sthlm Lindh.
Bibeln. Daniel	Bibeln. · [Daniel. Franska]
Den svenska psalmboken	Psalmboken 1707 Sthlm Enaeus.
Bibeln	Bibeln. · 1912 · ukr
Igorkvädet	Igorkvädet. Fornryska
Bibeln. Breven. Urval	Bibeln. · [Breven.] · Urval. · Provövers. · 1987 · swe
Bibeln. Jona	Bibeln. · [Jona.] · heb
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · dan
Igorkvädet	Igorkvädet. Ukrainska, Ryska och Vitryska
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 2002 · cop
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1867 · Polyglott.
Bibeln	Bibeln. · Amerikanska bibelsällskapet · swe
Bibeln	Bibeln. · 1660. · Authorized. · eng
Haggadah	Haggada. · Engelska & hebreiska
Bibeln	Bibeln. · Authorized. · 1678. · eng
Bibeln	Bibeln. Tigrinja
Kanteletar. Urval	Kanteletar. · Urval · ger
Kalevala	Kalevala. · lat
Puranas. Viṣṇudharmottarapurāṇa	Purāṇa. · [Vishnu Purāṇa. Engelska]
Aisopos fabler	Aesop's fables. · 1628. · lat
Bibeln. Paulus-breven	Bibeln. · [Paulus-breven.] · lat
Midrash	Midrash. · [Predikaren. Tyska]
Jyske lov	Jydske Lov
Beowulf	Beowulf. · Tyska & Engelska (Fornengelska)
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Book of common prayer.] · Selections. · eng
Bibeln	Bibeln · 1665 · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1694. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Hebreiska & Tyska
Bibeln	Bibeln. · 1682. · Authorized. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Provövers. · 1834 · swe
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1770 · ara
Bibeln	Bibeln. · Geneva. · 1600. · eng
Reynard the Fox	Reynard the fox.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1626 · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Salkinson. · 1886 · heb
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · chm
Bibeln. Urval	Bibeln. · Urval. · 1975 · ger
Tripiṭaka. Sūtrapiṭaka. Kāraṇḍavyūhasūtra	Tripiṭaka. · [Sūtrapiṭaka., Kāraṇḍavyūhasūtra]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Hedberg. · 1930 · Bhili (Valvi).
Bibeln. Krönikeböckerna	Bibeln. · [Krönikeböckerna.] · Fornetiopiska & Franska
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna. Arameiska.] · Urval
Bibeln. Job	Bibeln. · [Job.] · 1854 · nor
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval · Wycliffe. · enm
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Erasmus. · 1588 · Grekiska.
Rāmāyana	Rāmāyana. · hin
Bibeln. Nya Testamentet. Urval	Bible. · [N.T., Wakefield.] · Selections. · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Luther.] · ger
Bibeln. Urval	Bibeln. · Urval · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Normaluppl. · 1903 · swe
Tusen och en natt	Tusen och en natt. · ben
Den svenska psalmboken	Psalmboken 1763 Lund.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Provövers. · 1864 · swe
Bibeln	Bibeln. · Geneva. · 1590. · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren] · Hebreisk skrift. · 1839 · Hebreiska & Tyska.
Gunnlaugs saga ormstungu	Gunnlaugs saga ormstungu · afr
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Grosjean · fre
Bibeln. Ordspråksboken	Bible. · [O.T., Proverbs., Shorthand.] · eng
Þorvalds þáttur víðförla	þorvalds Þáttur viðforla. · Nederländska & Fornisländska
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · chm
Bibeln. Psaltaren	Bible. [O.T., Psalms., Barton.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Bahrdt. · 1791 · ger
Bibeln	Bibeln. · Einheitsübersetzung. · 1980 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1703. · 1827 · swe
Sept sages de Rome	Seven sages of Rome. · 1677. · eng
Gulaþingslög hin eldri	Gulaþingslög hin eldri. · eng
Víga-Glúms saga	Víga-Glúms saga. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1958 · rus
Bibeln. Nya Testamentet	Bible. · [N.T.] · Bèze. · 1622. · lat
Bibeln. Urval	Bible. · Selections. · 1596. · dan
Bibeln. Paulus-breven. Urval	Bibeln. · [Paulus-breven.] · Urval · gez
Kalevala	Kalevala · fao
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Living Bible. · 2000 · swe
Vedas. R̥gveda. Urval	Rigveda. · Urval · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1894 · Grekiska.
Bibeln. Job	Bibeln. · [Job.] · 1541 · heb
Bibeln. Breven. Urval	Bible. · [N.T., Epistles.] · Selections. · 1540.
Den svenska psalmboken	Psalmboken 1827 Sthlm Norstedt.
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet. Kituba]
Mishnah. Shabbat	Mishna. · [Shabbat]
Physiologus	Physiologus. · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1912 · lat
Bibeln. Urval	Bibeln. · Urval. · Luther. · 1915 · ger
Bibeln. Jesaja. Urval	Bibeln. · [Jesaja, 1-39.] · Blenkinsopp · eng
Chanson de Guillaume	Chanson de Guillaume. · ger
Bibeln. Predikaren	Bibeln. · [Predikaren.] · heb
Bibeln. Moseboken 2	Bible. · [O.T., Exodus.]
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms.] · Selections. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1829 Watts. · swe
Edda Sæmundar. Urval	Edda Sæmundar. · Urval
Talmud Yerushalmi. Zeraʻim	Talmud yerushalmi. · [Zera'im]
Den svenska psalmboken	Psalmboken 1776 Vexjö.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · New International. · 2015. · Engelska & grekiska.
Kebra nagast	Kebra nagast · pol
Bibeln	Bibeln. · Zürcher Bibel. · 1982 · ger
Bibeln	Bibeln · 1637 · fre
Bibeln. Nya Testamentet. Urval	Bibelen. · [NT. Utvalg]
Kormáks saga	Kormaks saga. · eng
Bibeln. Nya Testamentet	Bibeln. NT
Bibeln	Bibeln. Estniska
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Amhariska & Fornetiopiska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1871. · Polska (Fornpolska)
Tripiṭaka. Vinayapiṭaka.	Tripiṭaka. · [Vinayapiṭaka.]
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · ara
Den svenska psalmboken	Psalmboken 1744 Västerås.
Bibeln. Jesus Syraks vishet	Bibeln. · [Apokryferna, Syrak.] · 1973. · heb
Siddur	Siddur. · Hebrew & German.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1844 · Hebreiska & Tyska.
Den svenska psalmboken	Psalmboken 1752 Norrköping.
Bibeln. Urval	Bibeln. · Urval. · 1887 · ger
Bibeln. Moseboken 2	Bibeln. · [Moseboken 2] · heb
Bibeln	Raamattu. · Valikoima.
Imitatio Christi	Imitatio Christi. · Abridgments. · eng
Cân Rolant	Cân Rolant. · Engelska & Kymriska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Kaldeiska och latin
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms.] · Selections. · wel
Haggadah	Haggadah (Reconstructionist). English & Hebrew
Bibeln	Bibeln. · 1627 · lat
Bibeln. Job	Bibeln. · [Job.] · 1748 · fre
Den svenska psalmboken	Psalmboken 1823 Nyköping.
Avesta	Avesta. · [Yashter.] · Persiska & avestiska.
Floris ende Blancefloer	Floris ende Blancefloer. · dut
Philokalia	Philokalia. · ger
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Färöiska]
Bibeln. Profetiska böckerna	Bible. · [O.T., Prophets.] · por
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1903 · Grekiska.
Bibeln	Bibeln. · Marmochino. · 1545 · ita
Bibeln	Bibeln. · Tremellius. · 1597. · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1590 · Grekiska & Latin.
Bibeln. Tolvprofetboken	Bibeln. · [Tolvprofetboken.] · heb
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1839 · ben
Bibeln	Bibeln · 1558 · lat
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Coverdale. · 1549. · eng
Bibeln	Bibeln. · 1712 · ita
Bibeln	Bibeln. · Great Bible. · 1566 · eng
Koranen	Koranen. · Bengali & arabiska.
Sju vise mästare	Sju vise mästare. Medelhögtyska
Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā. Vajracchedikā	Tripiṭaka. · [Sūtrapiṭaka., Prajñāpāramitā., Vajracchedikā.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1531 · dan
Homeriska hymnerna	Homeriska hymnerna. · Franska & grekiska
Den svenska psalmboken	Psalmboken 1770 Örebro.
Falarisbreven	Falarisbreven
Kalevala	Kalevala. · fin
Bibeln	Bibeln. · Vulgata. · 1628 · lat
Talmud. Ḥagigah	Talmud. · [Ḥagigah. Engelska]
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 1625 · ger
Den svenska psalmboken	Psalmboken 1806 Gbg.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · shn
Bibeln	Bibeln. · 1476 · lat
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · 1917. · 1922 · swe
Mahābhārata	Mahābhārata. · 1971
Bibeln. Gamla Testamentet	Bibleln. · [G.T.] · 1953 · Hebreiska & Engelska.
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet. Ruanda]
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · Grekiska.
Bibeln	Bibeln. · 1884 · dan
Tripiṭaka. Sūtrapiṭaka.	Tripiṭaka. · [Sūtrapiṭaka.] · 
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · New Revised Standard Version. · 2007 · eng
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet. Afaraf]
Lazarillo de Tormes	Lazarillo de Tormes. · eng
Bibeln. Jesus Syraks vishet	Bibeln. · [Apokryferna., Syrak.] · Hebreiska & Tyska
Faust	Faust. · eng
