bibid dubblett radera	bibid korrekt post	SPI NR	PostNR
8lq7jk906g8lwnsx	w6t7htzttsk4df6f	(SPI)890816	3815
p15nz0qgmq6vfkp4	5g3hq81b39l9k0q9	(SPI)890815	3817
gsxfqrhcdp52vggb	mxkz65nrk4pvpmnl	(SPI)890813	3821
4gl3df6d2pghj6bf	249451	(SPI)890460	3837
r37q12t8pb77fd2k	13988727	(SPI)890437	3845
v6bt45xjss99gqxb	13415808	(SPI)890367	3853
htzgrsk7fd0ns2cq	11877405	(SPI)890333	3855
x8dw670pvtfhp29p	11877414	(SPI)890330	3857
1ch09b41z4kpwlss	13415736	(SPI)890283	3863
3fk2cd6612v56l6r	r2p3wnf1p446463b	(SPI)890264	3865
frwdpqjkckhv9sf1	7h4zk64k5smff7pd	(SPI)890257	3867
p15nz0s0mqp5lss3	22616470	(SPI)890131	3873
z9fx782cw4vwc1m3	14350804	(SPI)890085	3877
n04mxzr9l4v39qq6	22599724	(SPI)889931	3885
1ch09b4szbb5667w	22616405	(SPI)889774	3891
cptbmng69dc2m1c3	10486893	(SPI)889769	3893
4gl3df892qt4jt7x	18020181	(SPI)889661	3905
2dj1bc6b02p68tv9	18020111	(SPI)889658	3909
dqvcnpjpbkvnbqw5	18020115	(SPI)889657	3911
dqvcnpjsbjwzffgl	18019949	(SPI)889655	3915
v6bt4509s04g3k70	22572493	(SPI)889641	3917
bns9lmg28qw0h477	18019930	(SPI)889528	3929
r37q12xsp0sq1s5d	577826	(SPI)889460	3941
s48r23z8qr03k2jg	18017045	(SPI)889402	3959
htzgrsn5f4w3wfv8	9067098	(SPI)889380	3967
mz3lwxsjkfvh3bhm	17976350	(SPI)889267	3975
2dj1bc810nfbv9sh	cm5kcdzn9hr1l8dk	(SPI)889262	3977
7kp6hjfl5zgm55s8	17971647	(SPI)889143	3993
dqvcnpl6bk24fk1l	52260	(SPI)889048	4009
0bgz896txzxw5d6l	z7nng87vwlbvp790	(SPI)889047	4011
kw1jtvrghc2lkl68	x6rkchkxv3hnn2kx	(SPI)889046	4013
n04mxzwslt3bcj91	22523814	(SPI)888991	4021
q26p01z2ngc7d357	12091686	(SPI)888917	4029
q26p01z5nhvkj2s3	2831172	(SPI)888819	4033
t59s342hrj24b6fh	10407759	(SPI)888738	4043
cptbmnl391p7b5fn	r18n3vgnpzzgpwn6	(SPI)888737	4045
p15nz0z4m83kgj13	8jr5h3f16sbj8czd	(SPI)888708	4067
6jn5ghgs4ttk8d7j	10408488	(SPI)888701	4073
htzgrsrbfq3xnsgz	jtf4zcg1g9p6q20n	(SPI)888604	4083
jv0hsttlglp27qq5	13455763	(SPI)888582	4091
mz3lwxx1kphzltgd	13456450	(SPI)888465	4103
1ch09bbxzwnq1n1z	17935321	(SPI)888277	4121
mz3lwxzxkgzd67tz	645803	(SPI)888136	4133
r37q1238pt2mcgc5	17935009	(SPI)887965	4143
7kp6hjkt5dk4f7kw	17935006	(SPI)887956	4147
jv0hstv5ggr6qd1q	17934950	(SPI)887949	4149
7kp6hjk35sw06lxg	22268602	(SPI)887861	4159
0bgz89c9xwhh4sks	12086874	(SPI)887710	4181
v6bt457cskmgw3g7	v4dcl3w3sh5xtvjx	(SPI)887669	4189
6jn5ghkr4bh2vl0l	z7gmq5x0wn3cpr6t	(SPI)887617	4191
kw1jtvxghs7w832z	17929856	(SPI)887553	4207
z9fx78c1wcrjdbj4	17923135	(SPI)887435	4215
n04mxz2vlzfshq8x	17854680	(SPI)887353	4221
z9fx78c6wwbh001r	17854178	(SPI)887319	4223
0bgz89dcxrfscfh7	10156902	(SPI)886944	4229
r37q1257p6jx64m9	12164152	(SPI)886935	4233
2dj1bcgm09fphp9h	17831695	(SPI)886934	4235
cptbmnr69k4s56cj	10155339	(SPI)886874	4247
r37q125mpt4kzw5f	2125229	(SPI)886873	4249
6jn5ghm446mvh95t	10167176	(SPI)886872	4251
n04mxz3mlgjw60xj	10167065	(SPI)886871	4253
gsxfqrwjdrdpvp63	17827131	(SPI)886868	4257
1ch09bg4zwdg0rxf	17830823	(SPI)886865	4259
6jn5ghmk45m0c9g5	17771023	(SPI)886801	4269
jv0hstzxg9ptj410	10591397	(SPI)886792	4271
s48r2378qswg0h7l	10591640	(SPI)886790	4273
7kp6hjnx5t8w45ws	17769499	(SPI)886772	4281
7kp6hjn15zgc6r2t	12452973	(SPI)886756	4285
lx2kvw1fjrd28x7m	17705858	(SPI)886746	4287
x8dw67csvcgn3fvs	14959525	(SPI)886744	4289
w7cv56cwt8jh5z7j	17701426	(SPI)886687	4295
4gl3dfl62nfz7h78	17700512	(SPI)886679	4297
0bgz89g5x2bb1p4t	17657889	(SPI)886674	4303
n04mxz4zlbht57sd	2384185	(SPI)886668	4309
frwdpqwwc1x4c052	8227193	(SPI)886419	4317
p15nz056mjqfbwd8	2474744	(SPI)886383	4319
0bgz89hxxg44f6z5	17638461	(SPI)886296	4339
gsxfqrznd1rpr100	12055645	(SPI)886153	4349
w7cv56d4tw32p79c	17611399	(SPI)886135	4351
2dj1bckj0ppr1rrw	2109782	(SPI)886020	4359
kw1jtv22hqcfqwvc	8161329	(SPI)885933	4361
t59s34bkrf278znk	14879121	(SPI)885781	4371
7kp6hjq15cdkmr1m	752261	(SPI)885767	4373
5hm4fgp63tfrn6sc	8215893	(SPI)885658	4383
3fk2cdm81gd17khs	17610210	(SPI)885572	4389
p15nz07xm97l69xk	17606007	(SPI)885533	4393
z9fx78h7wj0f5rts	8084530	(SPI)885502	4395
0bgz89jdxjk9721t	17604928	(SPI)885488	4401
q26p0187n06zckn7	17604411	(SPI)885409	4405
1ch09bkkzv3tl7fv	17604275	(SPI)885389	4407
jv0hst25gr13xpgz	17604029	(SPI)885356	4411
x8dw67glvnf6k3l8	17602078	(SPI)885351	4413
dqvcnpx4bf5h7j73	17599657	(SPI)885312	4415
s48r23bpq285qpqk	3680547	(SPI)885297	4423
t59s34dwr12l0k0p	hsrncqqsfbjh627f	(SPI)885276	4429
8lq7jktd6n6d3tvd	3331390	(SPI)885083	4431
jv0hst3pg06t4kj1	3331236	(SPI)885076	4433
4gl3dfpn2s751gnc	12113049	(SPI)884611	4447
p15nz088mz3p31kf	18597445	(SPI)884604	4449
1ch09blrzjsbsrlf	17604200	(SPI)884537	4455
w7cv56hvt9xbkwz8	x6flr54cv548k986	(SPI)884175	4465
jv0hst4mgvtrbw77	x6flqd12v3l39bdc	(SPI)884170	4469
9mr8klwh707mzvnt	17209858	(SPI)884134	4473
n04mxz8wl44tfhhc	17209788	(SPI)884106	4475
0bgz89m6xz3x3w87	gq7qnm9xdqf9lxqx	(SPI)883749	4513
r37q12d3pgkmhq2s	10904073	(SPI)883738	4519
z9fx78lbwb8q9b44	10904052	(SPI)883737	4521
cptbmn0s96knwcxb	10412561	(SPI)883710	4523
2dj1bcpl06q37r3b	11356123	(SPI)883703	4527
w7cv56jhtz9g5ldj	10412468	(SPI)883698	4531
5hm4fgst3vt5qz5d	10412550	(SPI)883696	4533
x8dw67kpv93j25m0	10409180	(SPI)883685	4539
3fk2cdqx19590pnh	10424083	(SPI)883679	4541
9mr8klx57mz5ng2g	10411998	(SPI)883678	4543
8lq7jkx86t9r7pth	11356295	(SPI)883669	4549
bns9lm0q88hrq2hz	18086012	(SPI)883644	4565
x8dw67ldvcmmhlwf	10411831	(SPI)883635	4569
z9fx78mkw8r4kcm5	10414395	(SPI)883626	4575
bns9lm00811cgvn5	10412441	(SPI)883620	4577
n04mxzbclk1g2p5v	10414392	(SPI)883618	4579
5hm4fgtx3tvwmbpg	10411081	(SPI)883617	4581
lx2kvw9sjm6jqxnh	7jr7bdhx59dxt64l	(SPI)883486	4599
9mr8kl0l715vclz6	10630340	(SPI)883479	4603
q26p01f2n62537b2	20904299	(SPI)883432	4605
5hm4fgvk34k1hl5f	6gvcjqr44k67s6qs	(SPI)883431	4607
1ch09bqhzq40155t	8186179	(SPI)883368	4611
dqvcnp3xbkxxtrz6	19513438	(SPI)883358	4613
2dj1bcrn0h33g3wm	dn338qvjbj89tzzx	(SPI)883357	4615
dqvcnp31bjt7lh9x	20012104	(SPI)883351	4617
mz3lwxbhkwtm6vf8	1489508	(SPI)883051	4627
0bgz89pwxchgmmhm	922524	(SPI)882997	4629
t59s34kvrp0n9zpn	20701414	(SPI)882897	4635
x8dw67nkv8wlnq9t	22487391	(SPI)881507	4661
9mr8kl107c8lr2nm	22487402	(SPI)881506	4663
cptbmn3696zdlv1r	8125888	(SPI)881489	4669
q26p01glnhx6k5r8	11137634	(SPI)881441	4671
v6bt45mzsvbvq1mg	18055424	(SPI)881011	4681
cptbmn4j9x87bb59	18055404	(SPI)881010	4683
z9fx78q6wv7rqd2s	379418	(SPI)880888	4687
1ch09bsdzh15jqqh	630260	(SPI)880815	4693
q26p01h6n6p721bd	131162	(SPI)880213	4697
bns9lm31828px4q0	3228600	(SPI)879441	4707
bns9lm358vlkj5q7	2726569	(SPI)879284	4713
frwdpq7hcq6h4mf3	1174342	(SPI)879219	4723
t59s34m0rn784ps4	917941	(SPI)879151	4727
8lq7jk2h69t36gzf	1164177	(SPI)879090	4729
7kp6hj1v54zh495r	1205343	(SPI)878058	4745
mz3lwxfckvhdcvms	1858891	(SPI)877938	4749
1ch09btsz5cn3hz7	12180180	(SPI)877933	4751
kw1jtvcdhrkxqz53	12180166	(SPI)877929	4753
x8dw67r3vbvw3mkw	15182807	(SPI)877840	4769
kw1jtvdthbd0w5mq	7jlvgkcp52484sns	(SPI)877805	4773
2dj1bcwf0f3j2029	12222129	(SPI)877771	4777
w7cv56qbt4l5krqm	s2lpd486qqtgwgcd	(SPI)877682	4781
3fk2cdxl11cd2l39	gq8k0tqmd96mfkb8	(SPI)877670	4783
dqvcnp77bc7c6szn	14589516	(SPI)877153	4797
4gl3df022m4ltl6j	11940840	(SPI)877124	4801
s48r23nsqp28gmrx	22698447	(SPI)877025	4805
3fk2cdz51dklch89	13918019	(SPI)877024	4807
q26p01l3nh125x9w	482338	(SPI)876847	4821
w7cv56rdtwhn3sc0	19352761	(SPI)876537	4825
dqvcnp8zb2kxm6z2	12059195	(SPI)876536	4827
4gl3df1h2jvkz8bn	22701188	(SPI)876433	4853
bns9lm7r859sgcrc	22701145	(SPI)876419	4855
lx2kvwh2j8t9gl64	19352655	(SPI)876418	4857
8lq7jk5t66ps9m0w	13455818	(SPI)876396	4861
6jn5gh3v4dqqnbq9	12230566	(SPI)876363	4865
v6bt45rlsl9hkt2p	19306362	(SPI)876340	4869
5hm4fg2z3d8sj0nv	11631513	(SPI)876335	4871
htzgrsdbf9k10z6m	1943128	(SPI)876322	4873
v6bt45rqsttgdl27	19306351	(SPI)876315	4875
2dj1bd0305p3rmgg	19306344	(SPI)876260	4881
mz3lwzkpkhmj6x61	3159776	(SPI)876239	4883
2dj1bd0d0c2rc1zd	22699525	(SPI)876229	4893
8lq7jl6q68x65pq6	22699427	(SPI)876226	4899
5hm4fh3w3q1qvl7t	13513896	(SPI)876213	4905
s48r24qpqjpkmvg0	22697220	(SPI)876139	4913
z9fx79x3wf4hzxxc	19305794	(SPI)876034	4921
kw1jtwjrhp96ccxg	14835272	(SPI)876019	4923
htzgrtgsfd10s402	19305779	(SPI)876008	4927
9mr8km8p7l01m9f0	598962	(SPI)875943	4931
x8dw68wgv6vq6w9h	660356	(SPI)875786	4937
9mr8km8w7zfghv5v	17610374	(SPI)875739	4939
0bgz8b0cxtz08b3f	22697446	(SPI)875500	4971
bns9lnbr824448gn	9500267	(SPI)875489	4973
n04mx0n4lgh2xclk	14979016	(SPI)875486	4975
lx2kvxl8jwjzjccf	1550710	(SPI)875120	4983
n04mx0nfl98j38vn	20010455	(SPI)875105	4987
dqvcnqd8bcxhc7v5	20010463	(SPI)875092	4991
3fk2cf4617zt3c1k	19992560	(SPI)875018	5001
2dj1bd380hxb0661	13362651	(SPI)874970	5005
z9fx7907w68g98ct	20022350	(SPI)874939	5009
8lq7jl9l6btdvbh1	9929208	(SPI)874936	5011
1ch09c2kzr65cq6c	48922	(SPI)874888	5019
n04mx0p9lvv4mxj1	19635347	(SPI)874853	5023
bns9lnc285hd8mlx	13429149	(SPI)874812	5027
bns9lnc58kqkskb2	19991348	(SPI)874783	5031
0bgz8b25xtzk9mt8	10946458	(SPI)874651	5045
mz3lwzp8k2plv4zs	20009748	(SPI)874555	5063
1ch09c3pztv9ddgg	20012361	(SPI)874538	5065
dqvcnqg8blb62rnh	20012321	(SPI)874505	5071
w7cv57zst0tdcm96	20009731	(SPI)874479	5073
lx2kvxpljqzztb29	20012312	(SPI)874396	5077
9mr8kmdh7z5z5dnf	22697636	(SPI)874300	5085
n04mx0r1l9802prx	20009611	(SPI)874189	5093
3fk2cf6r1tv3613d	23823	(SPI)874071	5105
mz3lwzqbkw7bmzw2	20009419	(SPI)874068	5107
p15nz1t4m6dqrmmx	20000050	(SPI)873981	5135
2dj1bd6n0jmb8lfw	19990571	(SPI)873950	5141
1ch09c5pzlgcktpg	12056844	(SPI)873948	5145
r37q13whpwbmkp60	12061608	(SPI)873947	5147
3fk2cf701hwmzckx	20000023	(SPI)873903	5153
lx2kvxrvjb1zw8jz	9417101	(SPI)873789	5169
2dj1bd7d0wq3g64r	nz155615lpfnx0wm	(SPI)873783	5171
kw1jtwq0hqj8rwb3	12276981	(SPI)873757	5175
frwdprlzczvkmjls	8101494	(SPI)873672	5179
dqvcnqk2bxr0xwf5	17892998	(SPI)873179	5185
5hm4fhc83b5qslhz	897390	(SPI)873027	5203
r37q13zxpkdc392t	10736408	(SPI)872849	5207
n04mx0vbl28d75nk	22701203	(SPI)872745	5223
0bgz8b6pxwg4tnlr	819623	(SPI)872699	5225
2dj1bd8x0ct4bs7v	22700926	(SPI)872559	5231
5hm4fhd538r1wzn1	1209736	(SPI)872554	5237
n04mx0wplqnj302h	22700910	(SPI)872553	5239
kw1jtwsxh49pzrwt	22697408	(SPI)872327	5253
5hm4fhdw3sppf1vg	13516699	(SPI)872198	5267
q26p02zjn93w67hc	10911426	(SPI)872175	5271
bns9lnlw87rrfp7c	18723651	(SPI)871953	5303
n04mx0xclpdqcngm	11779630	(SPI)871946	5309
4gl3dgdw27tcg631	11779613	(SPI)871945	5311
htzgrtr9flh0glbb	11779536	(SPI)871944	5313
4gl3dgf42002h9ht	13476162	(SPI)871883	5319
s48r2432qpbw3g4d	682642	(SPI)871822	5333
0bgz8b9nxmc86lkj	1841131	(SPI)871587	5349
mz3lwzxckcb998gw	2059631	(SPI)871578	5351
8lq7jll66pc8t9qx	10229849	(SPI)871461	5359
htzgrttlfqnl6cf3	18719657	(SPI)871384	5365
w7cv5771tpczj3v6	22697791	(SPI)871322	5367
7kp6hkkf5zrm8x3k	22697680	(SPI)871309	5369
t59s3553rc0d08qp	22696121	(SPI)871283	5373
jv0hsvvwg47v8hcf	16969901	(SPI)871263	5377
5hm4fhhm3c23qjzw	2059586	(SPI)871242	5381
r37q1345pmcdh3j2	640640	(SPI)870691	5423
cptbmpqv9xm7nrq3	12217038	(SPI)870579	5427
jv0hsvw9gdwm56dr	8790939	(SPI)870482	5437
w7cv579btd9tzjx0	14201682	(SPI)870123	5465
2dj1bdgn0wp8rs9p	dprsq0rjbmd3vfp5	(SPI)870083	5471
mz3lwz18k6nzj24z	21763464	(SPI)870047	5473
frwdprt8c7z30ghg	17967072	(SPI)869894	5481
t59s357pr56pxvzb	21762734	(SPI)869890	5483
6jn5gjm44td7vhcn	21806369	(SPI)869887	5485
cptbmpsf9j9fc375	5gmhlljp3b57tbj4	(SPI)869835	5491
mz3lwz2sksxm4c7g	8406288	(SPI)869812	5495
0bgz8bf6xcqghd5k	22407663	(SPI)869810	5497
5hm4fhlm3k99p7x0	10862913	(SPI)869737	5507
9mr8kmqw7zsknwmc	818270	(SPI)869698	5513
t59s358krjzrn1xv	21738258	(SPI)869654	5519
bns9lnr488ggkhp7	21738242	(SPI)869653	5521
5hm4fhm3322mn15z	21790074	(SPI)869629	5525
v6bt46bvszzsqqd2	21728035	(SPI)869601	5529
5hm4fhmc34z884f9	2923668	(SPI)869577	5537
jv0hsv0rgng65xpc	18735713	(SPI)869573	5539
t59s3593rbr7bw7t	2384675	(SPI)869571	5541
p15nz152mn76h3kj	1643224	(SPI)869553	5545
q26p026cnjz7tp99	22676223	(SPI)869483	5553
gsxfqszkdg4kq4cm	22667278	(SPI)869468	5569
3fk2cflt1xxbvlmq	22667013	(SPI)869442	5595
p15nz17qm8lr7x0r	656302	(SPI)869353	5609
2dj1bdlc0f7541l5	18266147	(SPI)869239	5619
3fk2cfmm1h67cgqc	10156814	(SPI)869181	5629
6jn5gjq143cjms26	408368	(SPI)869118	5641
t59s35cpr7907csm	21678068	(SPI)869097	5643
bns9lnw88qkcjbtc	21677899	(SPI)869094	5645
3fk2cfnj1r4hxzdp	2146861	(SPI)868607	5665
dqvcnqzvbchnf81b	z8bc0qq4wh9zkwwq	(SPI)868570	5667
n04mx075l8wm6z7q	3dgh46s2194fhmk5	(SPI)868561	5669
v6bt46fdsg57mmfz	150649	(SPI)868557	5671
5hm4fhqr3ksjv6j2	824825	(SPI)868550	5673
mz3lwz69knhjr64x	18431714	(SPI)868544	5677
cptbmpx59txmg8wr	22682103	(SPI)868492	5683
jv0hsv4hgxjdp4r6	8095269	(SPI)868460	5691
4gl3dgqj2jzqx6tz	1383751	(SPI)868279	5711
2dj1bdnt0p80z976	16583248	(SPI)868019	5725
r37q13cmp5t4ng2k	11649671	(SPI)867932	5731
1ch09cmxz1g6kqhz	16757706	(SPI)867927	5733
bns9lnz98phlf3b9	748527	(SPI)867879	5735
mz3lwz8mk3mxf787	13930528	(SPI)867852	5737
v6bt46h1s3q2n0vp	t466nq85r0cr2l73	(SPI)867809	5745
bns9lnzk8kcfhh40	441569	(SPI)867770	5747
n04mx09xl82kc01q	19748391	(SPI)867766	5749
q26p02c3nlmnnjhd	63755	(SPI)867649	5753
1ch09cnfz8hx09jl	8186989	(SPI)867626	5755
3fk2cfqs1fbkx0xr	mx008xg8kmchch2q	(SPI)867530	5765
2dj1bdpt0g30bs8g	hsgph42qf8h2qwss	(SPI)867522	5767
t59s35gnrtq6j6zl	11930430	(SPI)867477	5771
mz3lwz9kkrq70r89	14815314	(SPI)867466	5775
v6bt46jxstqdrlm7	22684164	(SPI)867443	5781
w7cv57k6t0kvzktc	6hcrlq4j408q8zvj	(SPI)867307	5791
jv0hsv68g4zhdv6f	2158499	(SPI)867018	5809
8lq7jlzd6d65tg8d	kwzgbqbths54nmwr	(SPI)866836	5823
1ch09cq7zcjf41c8	22656176	(SPI)866709	5827
lx2kvx9wj6fd3qd5	12765963	(SPI)866695	5831
lx2kvx98jgt3lplt	19612741	(SPI)866578	5847
z9fx79nnwcp6lv6q	7165939	(SPI)866543	5849
gsxfqs59dtsx25pd	11830998	(SPI)866512	5853
x8dw68msvvq7j0tk	11830961	(SPI)866509	5855
s48r24j0q9236v77	646214	(SPI)866392	5869
2dj1bdsm0ff6dl19	11356302	(SPI)866179	5885
n04mx0d9lz7tf0p8	12746074	(SPI)866071	5889
lx2kvxc2jd04gktd	12429187	(SPI)865928	5921
htzgrt81f98kmpgd	11733999	(SPI)865913	5923
4gl3dgwv2dshcg9d	22666077	(SPI)865850	5931
frwdpr7ncrp9mrqn	749369	(SPI)865778	5953
z9fx79r8w45jw8dn	8172984	(SPI)865733	5957
9mr8km3n7rlp3mb2	148805	(SPI)865712	5959
frwdpr73c32bdq40	14202940	(SPI)865590	5973
0bgz8bsqxschrp5k	10156580	(SPI)865557	5977
9mr8km477krqrttt	14590707	(SPI)865529	5985
jv0hsvchg147dx83	22650139	(SPI)865508	5987
htzgrtbsfgd8vfmr	18542178	(SPI)865319	6001
dqvcnq7tb8dmjx78	11768727	(SPI)865238	6007
1ch09cvjz00q7gk1	11770115	(SPI)865231	6011
v6bt46phsxpllmp5	2371333	(SPI)865204	6017
t59s35nqrcbsq0kj	22695394	(SPI)865159	6027
bns9ln698lmtwkww	22692823	(SPI)865144	6029
q26p02lqntgdvnn6	22683870	(SPI)865136	6031
dqvcnq8hbq3m8v26	18276670	(SPI)865133	6035
n04mx0j4l7k2bpq0	753553	(SPI)865071	6051
bns9ln6w8hnfjn7p	10360810	(SPI)865039	6055
r37q13nppwbkqn3c	14976281	(SPI)864906	6071
dqvcnq9fbbf0113l	1800154	(SPI)864889	6075
s48r24pvqwfw2l13	14191434	(SPI)864830	6077
dqvcnq9kb12hvdxb	18079250	(SPI)864802	6081
p15nz1lwm0dm0nlf	8172842	(SPI)864791	6083
n04mx0k8ltq0wjkx	11769231	(SPI)864729	6101
x8dw68tkvbzmfpv1	11769229	(SPI)864728	6103
5hm4fh2v3lj6n3qc	11769233	(SPI)864727	6105
frwdprb7c881kbqj	12227388	(SPI)864722	6109
cptbmq9h9c5mzp5g	22618448	(SPI)864665	6123
cptbmq9m9t0qk2v5	22618071	(SPI)864613	6129
q26p03n1nz96kdj2	753596	(SPI)864554	6131
bns9lp8q8jp8gxhs	753830	(SPI)864521	6135
6jn5gk4q4bb3hvc8	3448969	(SPI)864461	6141
2dj1bf0v0gd6nvd3	9717457	(SPI)864195	6153
w7cv58tst435p7p0	12163742	(SPI)864162	6159
dqvcnrcdbmsvrmg5	18766449	(SPI)864147	6163
2dj1bf1k0wk56p2f	22675032	(SPI)864041	6181
7kp6hl6w5xp4hpw5	8248155	(SPI)863955	6189
gsxfqtf5d920qbw0	10467811	(SPI)863954	6191
3fk2cg2w1wxmgh5b	22663911	(SPI)863947	6195
frwdpsd8cx2qds7s	2364966	(SPI)863944	6197
p15nz2p1md4jkrtz	12235508	(SPI)863544	6219
6jn5gk6l4srdgd9c	1964571	(SPI)863345	6221
v6bt47vbsf5rxs78	11768772	(SPI)863312	6225
htzgrvh2fqqjdhc7	123925	(SPI)863235	6229
lx2kvzmqjmkfnpnk	18543999	(SPI)862846	6253
7kp6hl8m5x27hd07	1903461	(SPI)862748	6263
4gl3dh5t22zz2s2r	17598003	(SPI)862539	6275
mz3lw0p2k40nkzqh	10167116	(SPI)862449	6303
cptbmqgd9kdwl71q	10171913	(SPI)862436	6321
t59s36xwrgj7rz7h	10171905	(SPI)862435	6323
0bgz8c3pxr6mwb3p	11177269	(SPI)862328	6349
1ch09d58zjxtn5x2	771273	(SPI)862010	6371
t59s36z5r3l3xw2f	11515904	(SPI)861996	6375
x8dw693xv9fx30c8	1925777	(SPI)861855	6403
n04mx1ttlb81p6qm	1947951	(SPI)861822	6409
7kp6hldl523s6s4n	22614789	(SPI)861810	6417
r37q14xlpzpf6km2	22602412	(SPI)861618	6437
4gl3dhb42n6hj6ff	18274505	(SPI)861597	6443
5hm4fjcw3nqwv33x	8218152	(SPI)860996	6473
jv0hswrhgnvqr8ds	18258078	(SPI)860888	6483
z9fx7b6zwbzdqf55	18222152	(SPI)860886	6485
9mr8knjc77vz9czp	1926031	(SPI)860884	6487
6jn5gkfl4kzp8m39	138734	(SPI)860774	6501
mz3lw0wpk39tpl1b	22614577	(SPI)860659	6531
q26p030vn7gg0xnf	22614542	(SPI)860658	6533
frwdpspmc693n0dx	18241292	(SPI)860637	6535
r37q1410p16fzpk0	16259628	(SPI)860629	6537
7kp6hlhj554w695l	22614441	(SPI)860602	6539
4gl3dhdl2z67t8hl	18240571	(SPI)860568	6545
htzgrvr0f6p4073t	22597305	(SPI)860551	6547
v6bt474dspk4l159	2293370	(SPI)860493	6549
8lq7jmjv6w576gff	22596428	(SPI)860486	6551
4gl3dhdt2qk6v33x	8172300	(SPI)860466	6555
7kp6hlh25j6d96v2	2cc5vlgg0bpp39sl	(SPI)860329	6561
s48r253xqdhdhrxj	1200083	(SPI)860133	6575
frwdpsqqcdl76k0j	22554337	(SPI)860112	6581
1ch09dbczntwxwsh	23869	(SPI)860071	6583
kw1jtxvzhm2bfd3t	580734	(SPI)860068	6585
x8dw697cv5bql5vl	3150965	(SPI)860066	6587
jv0hswtdgw47gbb9	785874	(SPI)859907	6601
n04mx10qlqx2767w	19715904	(SPI)859730	6609
0bgz8cb9x02qmb6q	89027	(SPI)859711	6617
p15nz212m7qc4cfk	22570226	(SPI)859701	6619
2dj1bfdk0349pxl8	1076945	(SPI)859626	6623
s48r254bqq7b062h	11214519	(SPI)859542	6625
s48r254kq4sdcvxh	139524	(SPI)859402	6633
frwdpsr8cqjq939s	670501	(SPI)859345	6635
5hm4fjjb3p0nrfpq	14551451	(SPI)859012	6645
s48r2550qmq2wnl5	12273799	(SPI)858986	6647
mz3lw00wkg6rbvwt	8252122	(SPI)858977	6649
2dj1bffg0zbdpvhp	1576907	(SPI)858852	6653
r37q1446pv021cb3	850849	(SPI)858834	6655
s48r255jq7l9xcfm	952135	(SPI)858738	6665
q26p034lnslkdxkr	x675lblzvlj73hpk	(SPI)858374	6703
cptbmqsf9k3vc4l6	22575769	(SPI)858297	6709
5hm4fjl93l9v7jnv	22575699	(SPI)858292	6711
bns9lprk8mpz4r88	13592150	(SPI)858244	6715
htzgrvx3fnhk4cgm	kvtg44xvhdqdv7wj	(SPI)858212	6725
6jn5gkm143kllf59	11022755	(SPI)858133	6733
r37q147rpkr5t0xp	17640308	(SPI)858073	6739
6jn5gknh4kvhsvdz	591857	(SPI)858043	6747
htzgrvz7fh4s6z74	t3mm7rb8rg9g7zjs	(SPI)857942	6763
q26p036lnd8cjsmm	js8zp2sxgdl7s8jw	(SPI)857912	6767
jv0hsw1gg962gcwx	q087bqfhn0h78hbg	(SPI)857845	6769
lx2kvz3wjgbzv7cg	fp48wsm6cdcc4pbg	(SPI)857764	6781
1ch09djkz4hl55j5	655129	(SPI)857742	6789
r37q148cpdzb2v9z	3082815	(SPI)857739	6791
4gl3dhng2t2b4vx0	2181818	(SPI)857091	6813
x8dw69g9v28rwzxf	2180902	(SPI)857085	6815
0bgz8cjhxjb4hkdv	18095552	(SPI)857042	6819
cptbmqw49tdcgggt	10285785	(SPI)856967	6827
9mr8knt473db06fd	10258244	(SPI)856966	6829
5hm4fjp233drb3ls	10258268	(SPI)856963	6831
8lq7jmt76nfbz43g	10285773	(SPI)856958	6833
w7cv58g1tr50qtd8	1564601	(SPI)856822	6839
5hm4fjqn3gm242dz	08h6krvjxr4f70gl	(SPI)856565	6849
mz3lw07rk9xsqfg6	650831	(SPI)856314	6869
1ch09dmjzhlvch9d	22529311	(SPI)856208	6881
dqvcnr03b6vw636f	755616	(SPI)856145	6887
9mr8knw27npcbx5m	pzckdg4bmzqdv1lk	(SPI)856116	6889
w7cv58hptv144l2j	w5jpdl6stw42nwm4	(SPI)856053	6891
w7cv58jvtkq0sxnz	2bkzq4mk0fgdgt96	(SPI)856038	6897
gsxfqt3ldc7th37p	78820	(SPI)855996	6903
1ch09dn6zfd2c0pv	22428671	(SPI)855961	6905
htzgrv4sfksnt70v	14573599	(SPI)855955	6909
q26p03cbnlcjgm9n	r18t7gn7p0hrsg69	(SPI)855908	6919
0bgz8cmnxx83x961	18086643	(SPI)855862	6921
n04mx19dlnstbwks	18086577	(SPI)855856	6923
5hm4fjt532jdrw6c	18086308	(SPI)855839	6931
3fk2cgrd1jc6vhmz	nzx68vsvlf6mq59k	(SPI)855699	6939
lx2kvz80j4hzbzrg	13792031	(SPI)855694	6943
2dj1bfqr058bm2jz	18086007	(SPI)855610	6953
s48r25gjqfgdnr7l	578868	(SPI)855609	6955
gsxfqt48dw1s3l7c	z87hj0m2wxt2d4hh	(SPI)855581	6957
gsxfqt5fdszd2p2s	22421604	(SPI)855577	6963
htzgrv6zfzhnc6p1	17973626	(SPI)855529	6977
n04mx1c8l1gcww0b	12141715	(SPI)855514	6981
cptbmq219b05h5h1	19467815	(SPI)855462	6983
r37q14gjp0lz6ztg	18204509	(SPI)855447	6987
