libris_id,mods_identifier_type,mods_identifier_value
n6mwmph3lqdsjx2g,GRID,A10306F0000000Y6A8
l4ksjkssjlnw65n5,GRID,A10302B00034796221
l4kslsg3jlmffqz5,GRID,A10302B0000882641Q
l4ktjxk1jpbprwx5,GRID,A10302B00084555729
r9qxn0b4pxg9lrqv,GRID,A10302B0003546368B
bv9j9sb985252bhw,GRID,A10302B0000339258S
2l18zn5p06rzqh67,GRID,A10306F0000000V93Y
cwblb5cs9wnxcfh0,GRID,A10302B0007145175L
xgw5wzsxvmc2bq4n,GRID,A10302B0008384962X
g0fndfphd15b3bld,GRID,A10302B0002741440T
fzdmfmbsc3w9hppl,GRID,A10302B00001112062
6q5f4j6d487t6hwm,GRID,A10302B0005718154L
0jz5w7l2x0fdl3r2,GRID,A10302B0004456948D
5p4c2r9b3p69k9vg,GRID,A10302B00082698865
dxcmc6fcb4bj26rh,GRID,A10302B0008943634K
vdt3twqfsxhtj4lf,GRID,A10302B0008455571B
l4ksjkvjjzlfd1fv,GRID,A10302B0002859671M
j2hrgvjbgnplzgdd,GRID,A10306F0000000Y6NH
zhx4v6kqw8xzbf3l,GRID,A10302B0002817651L
l4ksk2qjjjrdn9hd,GRID,A10302B00048365777
xgw4tj2nvkp13t7n,GRID,A10302B0005329997K
g0fpf8h0dbtsh9kb,GRID,A10302B0005063485M
2l183pbw018r4gx9,GRID,A10302B0004433249E
j2hrhkfqgkf39jpx,GRID,A10306F0000001I71R
4n3c2g5l2tpghh7d,GRID,A10306F0000000Y69A
m5lsjv8bkbk1hxgz,GRID,A10302B00037909297
dxcl90knbbdfq7xc,GRID,A10302B0008266928W
1k080t36zg8979rs,GRID,A10302B0005269655Z
bv9k9c778rxqx0f6,GRID,A10302B0005866510A
k3jrhjvrhrlf5s3x,GRID,A10302B00033585601
sbr0s1rfqpjb384c,GRID,A10302B0003232806S
7r6g5k9d5bwvvvm0,GRID,A10302B0009337137F
n6mtkwbwlx8rq7pb,GRID,A10302B0002910668E
9t8h8rlw78rt6bd5,GRID,A10302B0003392041F
tcs1qf0qr7dpsms1,GRID,A10306F0000000Y5T9
fzdnd7jdcdb2p0t0,GRID,A10302B00077780257
3m291sc7186wbs5h,GRID,A10302B00003331076
vdt2wh68skv8lr6p,GRID,A10302B0000330988Q
fzdndhczctnzjtgz,GRID,A10302B00058832502
sbr1q4vlq6qr2h77,GRID,A10306F00000032BRK
0jz5w7nvx5drnr7f,GRID,A10302B0002988241C
j2hqf4q4g2v5rhwt,GRID,A10302B00052624114
bv9k94fz8ffvsstt,GRID,A10302B0006264959A
q8pzpspvnqsz5k76,GRID,A10302B0005526620M
fzdmcdvdcz51c28s,GRID,A10302B0003815638M
4n3c2g7k2khcd6dq,GRID,A10302B0008945713J
7r6f4tgf5mbmpxvf,GRID,A10302B00053659995
2l191v6d02zqts84,GRID,A10302B0006128221L
6q5d4wj24rw9kv6t,GRID,A10302B0000859586R
2l181jk4082v9rr8,GRID,A10302B0000388716V
6q5d3sfx4p5sglcz,GRID,A10302B00082698857
j2hrhbncghl5hbxx,GRID,A10302B00055021626
l4ktknlvj9l34x8h,GRID,A10302B0006442092B
2l18297p093lk2gk,GRID,A10302B00034314458
6q5f4jbw40kbh45p,GRID,A10302B0008692965X
cwbkbtv79f03nrqq,GRID,A10302B0004722917F
tcs1qf3cr2p2q32r,GRID,A10302B0005310463D
k3jsjcq7hxv3jkj2,GRID,A10302B0005187754Q
tcs2swtnr5bjwb6l,GRID,A10302B0008213505J
1k07z0jrzc93bdvz,GRID,A10302B0003295072D
1k08zc67ztclq4dz,GRID,A10302B0008890447C
3m280bw512rchspn,GRID,A10302B0003794482A
m5ltj7xvkvdmswxc,GRID,A10302B00054292257
7r6g61fr5ps4fds1,GRID,A10302B0005512949T
2l19143j04d5f0fr,GRID,A10302B0008988765C
cwbk9bw094b53zmk,GRID,A10302B0001745960C
dxcmbqk6bkf89jxq,GRID,A10302B0008786995U
wfv2s4pqtb1p6jwn,GRID,A10302B00031093276
fzdmb1rdcqlzsnkq,GRID,A10306F0000002JO7U
8s7h72hc6gr0r80w,GRID,A10302B0005669160S
n6mvp98xlq7vb4sl,GRID,A10302B0004433243Q
0jz7z222xtqmvx42,GRID,A10302B0007765029J
j2hrgvq2gp7dcr0h,GRID,A10302B0008936359A
h1gndqbdftbf7pkm,GRID,A10302B0004797302W
l4ksk29kjxht4z9p,GRID,A10302B0000284555T
9t8h6wmz72rwz2dp,GRID,A10306F0000002U9HH
3m2b2wbt1t6swf5n,GRID,A10302B0005701657C
g0fpfjj5dwxt4gvk,GRID,A10302B0008947896F
0jz7xb74x5g7fwsn,GRID,A10302B0005211588X
h1gndqc4fsbz789z,GRID,A10302B0003708118F
4n3b3lv22dkpdk0z,GRID,A10302B00047527259
8s7g5vmq6sbf2nzk,GRID,A10302B00053422354
2l191vbk0bbdbm8s,GRID,A10302B00055129276
dxclb32sb1k79h85,GRID,A10302B0000385858G
5p4c6sv73zznmpc6,GRID,A10302B00044264312
l4ktknpzj8qfzws2,GRID,A10302B0008988999D
7r6g5kg05x8dfs7q,GRID,A10302B0009314137K
h1gndqdsf6xp4q7w,GRID,A10302B00034290908
cwbkbt3z9tr19vfq,GRID,A10302B00025823469
6q5d3slj4pxdm68f,GRID,A10302B0007892585M
dxcmc6pnbzchkl2p,GRID,A10302B00058079727
bv9k9dgd8tvh2qn5,GRID,A10306F00000003ZSW
fzdmcd28c7fcndp0,GRID,A10302B00032387082
k3jshwtzhdlkh78c,GRID,A10302B00048879606
9t8g6k7b782f93hg,GRID,A10302B0003784519B
0jz6zgr6x63nwk59,GRID,A10302B00044272857
sbr0pd7rq2jvhb01,GRID,A10302B0008041008E
wfv4vp6rtb8tqtwk,GRID,A10302B0007397665X
2l180rsr0n6r4x3x,GRID,A10302B00003591905
sbr1rvxhqwnvbpjg,GRID,A10302B0008136195C
m5ltkl96kh8nhj2c,GRID,A10302B00035711939
8s7h6lk9645q345f,GRID,A10306F00000033LQB
k3jrg508htbhggh4,GRID,A10302B0005143248B
4n3c3xgp2f9wcwbx,GRID,A10302B0005850827M
fzdndhlqcj1m7730,GRID,A10306F0000000ZC0T
dxclbc3wbs308ms5,GRID,A10302B00034579315
7r6g5kjx5cdc5j1t,GRID,A10306F0000000Y5ZY
8s7g5vqw6kjt4dwt,GRID,A10302B00056192180
8s7h72mc637vfdfz,GRID,A10302B0007657657Z
6q5d45xn4bw6f3lx,GRID,A10302B00017595009
g0fpdssrdbp9bnqk,GRID,A10302B0007862039M
2l17zb1k0j5hg31d,GRID,A10302B0003358585K
bv9j7xts8t0nlnd0,GRID,A10306F00000011GLB
dxcmc6r4b82p2gbv,GRID,A10302B0005675673A
2l19148j0cvjhh7q,GRID,A10302B0008180348K
4n3b23wq271h635z,GRID,A10302B00044199098
2l190df30x6q7fpp,GRID,A10306F0000002CED7
n6mvm5lll4s63t7j,GRID,A10302B0000881686G
n6mwmg2zlwfnlpsn,GRID,A10302B0006687395B
g0fpfjphddm9wm8h,GRID,A10302B00074358292
r9qzpqk9p8qzjsw4,GRID,A10302B0003284500K
4n3c2ghn2bcwbf2v,GRID,A10306F0000000TSAU
1k06x92zz3447gbk,GRID,A10302B00035752785
zhx5xgw9wnvr90dv,GRID,A10302B0002978833V
1k07xmlzz2ntfsl8,GRID,A10302B0005229631X
9t8j83q87hfs8m4s,GRID,A10302B0005786519R
cwblbfl19dhbg63q,GRID,A10306F0000000Y60S
xgw5v8b6v1h9hn2d,GRID,A10302B0007853651V
vdt1r4wrsj34c7bw,GRID,A10302B00047412709
dxcl90z3bwtw056m,GRID,A10302B0008483596S
0jz7zsflxjrfdn2k,GRID,A10302B00076557077
5p4d47ff3mvpbjb5,GRID,A10302B0008239644U
cwbl9psc9dsrqddp,GRID,A10306F00000029E0O
9t8g6kcv7ll8577k,GRID,A10302B0000284556R
g0fnc22vdtv8bhv8,GRID,A10302B0004928235S
dxcmc6vqblvz5wwk,GRID,A10302B0005340550M
cwblbfm69t65xcrt,GRID,A10306F00000014BR0
h1gqftx6fmk0bzsn,GRID,A10306F00000032MY0
tcs0q31wrzvgl6zp,GRID,A10302B0004758797L
tcs1qfg2rhfh78j5,GRID,A10302B00080847965
g0fpf8xcdb1jmql9,GRID,A10302B0005486077F
g0fpfjrzd9td3sn4,GRID,A10306F0000000Y9RY
1k08zch9zd6qmhxl,GRID,A10302B0008945716D
8s7f5jhj6pvx05rk,GRID,A10302B00037938286
3m290pq01l7qlz0q,GRID,A10302B0008299521T
3m2b2wlk1jr6r5x3,GRID,A10302B0006825558T
l4ktknxqjdr31jrb,GRID,A10306F0000000TS1B
l4ktjx2hjh32fv0w,GRID,A10302B00087047658
9t8h6wz27sqwht8h,GRID,A10306F0000002DY59
l4ktkd4ljbm22x9g,GRID,A10302B0007106611V
j2hrhlvbgzj8lf4z,GRID,A10302B0005505717T
6q5d466b4gkprdq9,GRID,A10302B0003472035B
7r6f74nw55wzr1n7,GRID,A10302B00003027687
n6mtkxzslpvqtkjz,GRID,A10302B00035752793
tcs1qfj8rtpkfdzz,GRID,A10302B0004941995P
2l191vlq085l0zqx,GRID,A10302B0004979350V
h1gqgkv2ft7ln4bh,GRID,A10302B0006800144Y
dxclbdd7bv5x39fp,GRID,A10302B0003311571D
h1gqft1lf95zqmzh,GRID,A10302B0007953445K
p7nvlz0fmsw3t2rm,GRID,A10302B00024392133
h1gpd370fsp5dcpm,GRID,A10306F0000001MUN1
g0fpf81rdq7n2bbk,GRID,A10302B00055708184
n6mvpb9nl2kcjvb9,GRID,A10302B0003433734W
tcs2sw72r4ngk28f,GRID,A10306F0000001EJYH
sbr1q4bjqp8vvzb7,GRID,A10302B00055536083
7j1dpt6q5qkmvxcc,EAN,0094633084957
