hubTitle	entity
Bibeln. Jesus Syraks vishet. Urval	Bibeln. · [Apokryferna., Syrak.] · Urval · Hebreiska & Engelska.
Nibelungenlied. Urval	Nibelungenlied. · Urval · ger
Almanackor	Almanack 1796 KVA Sthlm.
Almanackor	Almanack 1765 KVA Sthlm.
Völsunga saga	Völsunga saga. · fre
Bibeln	Bibeln. · Luther. · 1721 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · uig
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1824 · Syriska & Arabiska (Carshuni).
Imitatio Christi	Imitatio Christi.
Apophthegmata Patrum	Apophthegmata Patrum. · Franska & Grekiska
Almanackor	Almanack 1920 KVA Sthlm
Bibeln. Jesaja. Urval	Bibeln. · [Jesaja., 5.] · Tham · swe
Bibeln. Johannesbreven	Bibeln. · [Johannesbreven.] · mul
Evangelier och epistlar	Evangelier och epistlar 1778 Sthlm ordenstr.
Bibeln. Psaltaren	Bibeln · [Psaltaren] · 1574 · lat
Bibeln	Bibeln. · [Great Bible.] · eng
Laxdæla saga. Urval	Laxdæla saga. · Urval · ger
Edda Sæmundar	Edda Sæmundar. · dut
Den svenska psalmboken	Psalmboken 1821 Kalmar.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1618 · Grekiska.
Mishnah. Urval	Mishna. Engelska. · Urval
Almanackor	Almanack 1810 KVA Lund.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1827 · kal
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet] · Blood. · 1977 · cmc
Vopnfirðinga saga	Vopnfirðinga saga. · Danska & fornisländska
Bibeln. Nya Testamentet	Bibdn. NT
Almanackor	Almanach 1691 Voigt
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · 1571. · ger
Bibeln. Jeremia	Bibeln. · [Jeremia. Svenska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1853 · lit
Bibeln	Bibeln · 1763 · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1852 · chi
Bibeln	Bible. · 1940. · swe
Bibeln. Apokryferna	Bible. · [O.T., Apocrypha., Taverner-Becke.] · eng
Hávamál	Hávamál. · dan
Bibeln	Bibeln. · Authorized. · 1652. · eng
Bibeln	Bibeln. · 1868 · swe
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Reformed Dutch Church in North America.] · eng
Bibeln. Daniel	Bibeln. · [Daniel.] · Provövers.. · 1980 · swe
Evangelier och epistlar	Evangelier och epistlar 1801 Sthlm Lange.
Bibeln. Efesierbrevet	Bible. · [N.T., Ephesians.] · eng
Bibeln	Bibeln. · Luther. · 1739 · ger
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · nic
Almanackor	Almanack 1815 KVA Lund.
Evangelier och epistlar	Evangelier och epistlar 1798 Nyköping.
Hálfs saga ok Hálfsrekka	Hálf saga.
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · Giertz · swe
Guy of Warwick	Guy of Warwick. Medelfranska
Bibeln. Job	Bibeln. · [Job.] · Hebreiska & Engelska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1703. · 1812 Rumstedt. · swe
Bibeln. Korinthierbrevet 1	Bibeln. · [Korinthierbrevet 1.] · eng
Bibeln. Urval	Bible. · Selections. · 1672. · Welsh.
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 1926 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Brun. · 1945 · nor
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet] · 1848 · swe
Almanackor	Almanack 1827 KVA Lund.
Bibeln. Evangelierna. Urval	Bibeln. · [Evangelierna.] · Urval. · 2010 · swe
Bibeln. Höga visan	Bible. · [O.T., Song of Solomon., Turner.] · eng
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · sma
Bibeln. Ordspråksboken. Urval	Bibeln. · [Ordspråksboken XXXI, 10-31.] · 1993 · eng
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · 1671 · Polyglott.
Bibeln	Bibeln. · 1727 · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Franska, Engelska & Nederländska
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Lund. · 1908 · swe
Pāñcarātra	Panchatantra
Mishnah. Zeraʻim	Misna. · [Zera'im.] · lat
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1557 · lat
Evangelier och epistlar	Evangelier och epistlar 1812 Sthlm ordenstr.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Polska (Fornpolska) & Tjeckiska (Forntjeckiska)
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1993 · ukr
Lāṭyāyanaśrautasūtra	Lāṭyāyana
Almanackor	Almanach 1704 Nöller
Almanackor	Almanack 1717 Vallerius.
Almanackor	Almanack 1742 Menlös.
Bibeln. Gamla Testamentet	Bibleln. · [G.T.] · Philippson. · 1873 · ger
Bibeln. Ordspråksboken	Bible. · [O.T., Proverbs.] · 1676. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Luther · 1551 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Erasmus. · 1531 · Grekiska.
Bibeln. Höga visan	Bibeln. · [Höga Visan.] · Kossowicz. · 1879 · lat
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · 
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Hebreisk transkr. · 1574 · Syriska.
Josippon	Josippon. · Abridgments. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Amerikanska bibelsällskapet. · 1890 · swe
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet. Rumänska]
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 1979 · swe
Chanson de Roland	Rolandssången. · Fornfranska och Franska
Bibeln	Bibeln. · Moffatt. · 1948 · eng
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · 1699? · swe
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1618 · eng
Apophthegmata Patrum	Apophthegmata Patrum. · [Selections.] · eng
Bibeln. Johannesevangeliet	Bibeln · [Johannesevangeliet]
Bibeln. Evangelierna	Bible. · [Gospels.] · Selections. · 1929. · gle
Bibeln	Bibeln. · 1955 · chi
Den svenska psalmboken	Psalmboken 1773 Jönköping
Edda Sæmundar	Edda Sæmundar. · est
Bibeln. Psaltaren. Urval	Bibeln. · [Psaltaren.] · Urval · fin
Bibeln	Bibeln. · Luther. · 1757 · ger
Bibeln	Bible. · New International. · 1996. · eng
Veda	Veda
Bibeln. Psaltaren	Bibeln · [Psaltaren] · dan
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Great Bible. · eng
Daniel	Daniel.
Doctor Johan Faust	Doctor Johan Faust. · swe
Bibeln. Gamla Testamentet. Urval	Bible. · [O.T.] · Selections.
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Macfarlane.] · gla
Bibeln. Domarboken	Bibeln. · [Domarboken.] · eng
Tusen och en natt	Tusen och en natt. · swa
Tipiṭaka. Suttapiṭaka. Majjhimanikāya	Tipiṭaka. · [Suttantapitaka., Majjhimanikāya.] · Pali & Thai
Bibeln	Bibeln · lug
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · 1529 · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · suk
Evangelier och epistlar	Evangelier och epistlar 1825 Sthlm Rumstedt.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet]
Den svenska psalmboken	Psalmboken 1764 Linköping.
Bibeln. Timotheosbrevet 1	Bible. · [N.T., 1 Timothy., Authorised.] · eng
Maḥzor	Maḥzor. · Tyska & hebreiska
Nag Hammadi-skrifterna	Nag Hammadi-skrifterna. · ger
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · 1531. · dan
Dödsboken	Dödsboken. · ger
Almanackor	Almanack 1811 KVA Lund.
Bibeln. Klagovisorna	Bibeln. · [Klagovisorna.] · heb
Haggadah	Haggadah. · English & Hebrew.
Mahābhārata	Mahabharata. · por
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · ger
Bibeln	Bibeln. · Vulgata. · 1849 · lat
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Westcott-Hort · eng
Almanackor	Almanack 1812 KVA Lund.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · NT 81. · 2005 · swe
Svensk psalmbok för den Evangelisk-lutherska kyrkan i Finland	Svensk psalmbok för den Evangelisk-lutherska kyrkan i Finland. · Urval
Bibeln	Bibeln. · 1948 · dan
Catonis disticha	Catonis disticha. · Engelska & Latin
Bibeln	Bibeln. · 1703. · 1747 Grefing. · swe
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Danska]
Bibeln. Jesaja	Bibeln. · [Jesaja.] · Brandes · dan
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1719 · fre
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Loisy. · 1922 · fre
Koranen. Urval	Koranen. · Urval · dan
Bibeln	Bibeln · heb
Almanackor	Almanack 1713 Celsius.
Bibeln. Nya Testamentet	Bible. · [N.T., Martin.] · fre
Bibeln	Bibeln. · 1682 · eng
Bibeln	Bibeln. · 1949 · amh
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Buber · ger
Fagrskinna	Fagrskinna. · eng
Bibeln. Nya Testamentet	Bible. · [N.T., Bridges.] · lat
Bibeln. Korinthierbrevet 1	Bibeln. · [1 Korinthierbrevet 1, XIII., Authorized.] · eng
Bibeln. Moseboken 1	Genesis
Bibeln	Bibeln. · Normaluppl. · swe
Bibeln	Bibeln. · 1690. · eng
Færeyinga saga	Færeyinga saga. · fao
Bibeln	Bibeln. · Bèze · 1644. · eng
Bibeln	Bibeln. · Authorized. · 1935 · eng
Almanackor	Almanack 1791 KVA Sthlm.
Bibeln. Apokryferna	Bibeln. · [Apokryferna.] · 1921. · 1950 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1915 · Personne. · swe
Tipiṭaka. Suttapiṭaka. Saṃyuttanikāya	Saòmyutta Nik¿aya. · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Koptiska]
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Zink · ger
Brahmanas. Jaiminīyabrāhmaṇa	Brāhmaṇa. · [Jaiminīyabrāhmaṇa]
Puranas. Skandapurāṇa	Purāṇa. · [Skandapurāṇa]
Henoksboken 1	Henoksboken 1. · Grekiska
Tusen och en natt	Tusen och en natt. · [Urval.] · hin
Bibeln. Job	Jobs bok
Almanackor	Almanack 1706 Krook.
Almanackor	Almanack 1717 Tammelin.
Bibeln	Bibeln. · 1589 · dan
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1645 · Grekiska
Diognetosbrevet	Diognetosbrevet. · Engelska & grekiska
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · Syriska
Bibeln	Bibeln. · Bishops'. · 1576. · eng
Reynard the Fox	Reynard the Fox. · 1969
Batrachomyomachia	Batrachomyomachia. · Tyska & grekiska
Bibeln. Skrifterna (Ketuvim)	Bible. · [O.T., Hagiographa.] · lat
Den svenska psalmboken	Psalmboken 1769 Örebro.
Dödahavsrullarna	Dödahavsrullarna. · [Samfundsregeln.] · ita
Sju vise mästare	Sju vise mästare. · ger
Tripiṭaka. Sūtrapiṭaka. Laṅkāvatārasūtra	Tripiṭaka. · [Sūtrapiṭaka., Laṅkāvatārasūtra.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1882 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1981 · mul
Bibeln. Paulus-breven	Bibeln. · [Paulus-breven.] · dan
Salomos vishet	Bibeln. · [Salomos vishet.] · 1536 · swe
Bibeln. Lukasevangeliet. Urval	Bibeln. · [Lukasevangeliet.] · Urval · fiu
Bibeln. Paulus-breven	Biblia, Test. Novum, Epistolae s. Pauli - Lat.
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · Avariska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1815 · fin
Bibeln	Bibeln. · Luther. · 1925 · ger
Bibeln. Gamla Testamentet	Bibleln. · [G.T.] · 1856 · per
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · Moksja-mordvinska
Almanackor	Almanack 1713 Elvius.
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · 1931 · ara
Upanishaderna. Urval	Upanishaderna. · [Yoga upaniṣad]
Bibeln. Evangelierna	Bibeln. · [Evangelierna] · 1813 · iku
Bibeln	Bibeln. · per
Sir Gawain and the Green Knight	Sir Gawain and the Green Knight. · enm
Almanackor	Almanack 1709 Elvius.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1701 · lit
Philokalia	Filokalia. · swe
Bibeln. Evangelierna	Bibeln. · [Evangelierna. Grekiska]
Tristan	Tristan. · ita
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1711 · Grekiska.
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Wither.] · eng
Bibeln. Moseböckerna	Bible. · [O.T., Pentateuch.] · por
Tomas Atletens bok	Tomas' bok. Koptiska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1647 · dan
Bibeln. Lukasevangeliet. Urval	Bibeln. · [Lukasevangeliet.] · Urval. · Wahki
Den svenska psalmboken	Psalmboken 1781 Sthlm Lange.
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1798 · swe
Almanackor	Almanack 1752 KVA Lund.
Almanackor	Almanack 1716 Krook.
Bibeln. Daniel	Bibeln. · [Daniel.] · nor
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · grc
Den svenska psalmboken	Psalmboken 1733 Sthlm Horrn.
Almanackor	Almanack 1811 Åbo.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1903 · smi
Puranas. Bhāgavatapurāṇa	Purāṇa. · [Bhāgavata-purāṇa. Engelska]
Bibeln	Bibeln. · Darby · eng
Poema del Cid	Poema del Cid
Bibeln. Nya Testamentet	Bibeln. · [Nya testementet.] · orm
Bibeln	Bibeln. · 1985 · ita
Bibeln	Bibeln. · 1764 · eng
Bibeln	Bibeln. · Gezelius. · 1713 Merckell. · swe
Bulletiner	Bulletin 1807-07-07
Bibeln. Korinthierbreven	Bibeln. · [Korinthierbreven.] · Wendland. · 1934 · ger
Bibeln. Nya Testamentet	Bibeln.. · [N.T..] · ara
Bibeln	Bibeln. · chu
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Prichett. · 1818 · tel
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1522 · ger
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · 1580. · lat
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet] · ger
Domesday book	Domesday book. · [Gloucestershire.]
Bibeln	Bibeln. · 1703. · 1720 Horrn. · swe
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · sah
Tusen och en natt. Urval	Tusen och en natt. Svenska. · Urval
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · 1917. · 1933 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · chi
Bhagavadgītā	Bhagavadgītā. · yid
Almanackor	Almanack 1718 Tammelin.
Bibeln. Samuelsboken 2. Urval	Bibeln. · [Samuelsboken 2.] · Urval. · 1836 · swe
Bibeln. Skrifterna (Ketuvim). Urval	Bible. · [O.T., Hagiographa.] · Selections. · Geneva. · 1580. · eng
Bibeln. Rut	Bibeln. · [Rut.] · sme
Almanackor	Almanack 1821 KVA Sthlm.
Den svenska psalmboken	Psalmboken 1804 Strängnäs.
Talmud. Urval	Talmud · Urval · ger
Evangelier och epistlar	Evangelier och epistlar 1757 Göteborg Lange
Bibeln	Bibeln. finska
Igorkvädet	Igorkvädet · nor
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · 1947 · eng
Bibeln. Tolvprofetboken	Bibeln. · [Tolvprofetboken.] · Rosenberg · Hebreiska & Engelska.
Den svenska psalmboken	Psalmboken 1753 Strängnäs.
Guillaume le Maréchal	Histoire de Guillaume le Maréchal. · Engelska & Fornfranska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Tur-Sinai. · 1934 · ger
Bibeln. Nya Testamentet. Urval	Bibeln. · [Nya Testamentet.] · Urval · ara
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Bena
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval · Koptiska & Tyska
Kalevala	Kalevala. · spa
Psalmböcker	Psalmboken 1663 Stockholm
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · rus
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Dorrington.] · Selections. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1874 · swe
Bibeln. Markusevangeliet. Urval	Bibeln. · [Markusevangeliet.] · Urval · Marcus. · eng
Bibeln	Bibeln. · Authorized. · 1611. · eng
Bibeln. Rut	Bibeln. · [Rut.] · heb
Bibeln	Bibeln. · New World. · 1963 · eng
Hrafnkels saga Freysgoða	Hrafnkels saga Freysgoða. · dan
Tipiṭaka. Suttapiṭaka. Khuddakanikāya. Jātaka	Jātakas
Erikskrönikan	Erikskrönikan. · fre
Augsburgska bekännelsen	Augsburgska bekännelsen · swe
Bibeln. Evangelierna	Bibeln. · [N.T., Evangelier.] · 1846. · chu
Den svenska psalmboken	Psalmboken 1793 Jönköping.
Evangelier och epistlar	Evangelier och epistlar 1801 Sthlm ordenstr.
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Vulgata. · 1922 · lat
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet. Latin & Georgiska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1541. · 1673 · swe
Nasreddin Hoca	Nasreddin Hodja. Ryska
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 1989 · dan
Heliand	Heliand. · ger
Den svenska psalmboken	Psalmboken 1798 Nyköping.
Kalīlah wa-Dimnah	Kalīla wa-Dimna. Grekiska & Latin
Pāñcarātra	Pañcatantra
Tripiṭaka. Sūtrapiṭaka. Akṣobhyatathāgatavyūha	Tripitaka. · [Sūtrapitaka.] · Akṣobhyatathāgatavyūha. Franska
Bibeln	Bibeln. Turkiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Dausch. · 1932 · ger
Almanackor	Almanack 1748 Wassenius.
Kalevala	Kalevala. Svenska
Egils saga Skallagrímssonar	Egils saga Skallagrimssonar. · Latin & Fornisländska
Bibeln	Bibeln. · 1735 · lat
Bibeln. Ordspråksboken	Bibeln. · [Ordspråksboken.] · Tingstadius. · 1800 · swe
Bibeln. Evangelierna	Bible. · [N.T., Gospel Harmonies., MacKnight.] · eng
Den svenska psalmboken	Psalmboken 1794 Nyköping.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1529. · dan
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · tur
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1912 · rus
Paulusapokalypsen	Paulusapokalypsen. · Koptiska & Franska
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · est
Chanson de Roland	Roland ital.
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Polyglot.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · New World. · 1976 · swe
Upanishaderna. Śvetāśvataropaniṣad	Upanishaderna. · [Śvetāśvataropaniṣad.] · Tyska & Sanskrit
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · tso
Bulletiner	Bulletin 1807-08-30
Haggadah	Haggada. · 1999
Igorkvädet	Igorkvädet · slv
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Blyth.] · Selections. · eng
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · Giertz-Asunta · fin
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Åkeson. · 1977 · swe
Talmud. Kiddushin	Talmud. · [Kiddushin]
Evangelier och epistlar	Evangelier och epistlar 1760 Nyköping.
Den svenska psalmboken	Psalmboken 1737 Sthlm Schneider.
Talmud. Berakhot	Talmud. · [Berakhot.] · Urval · ger
Bibeln. Moseboken 1	Bibeln. · [1:a Mosebok.] · 1743. · fre
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · 1921 · fre
Faust	Historia von Doctor Johann Fausten. · eng
Erex saga	Erex saga · Engelska & fornisländska
Bibeln. Höga visan	Bibeln. · [Höga Visan.] · Polyglott
Bibeln. Job	Bibeln. · [Job.] · Stier · Hebreiska & Tyska.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1708 · pol
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1917. · 1963 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1625. · eng
Vedas. R̥gveda	Rigveda. · [1-4. Maṇḍala.] · rus
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1864 · Provövers. · swe
Almanackor	Almanack 1755 KVA Gbg.
Biblia pauperum. Urval	Biblia pauperum. · Urval · swe
Bibeln	Bibeln. · 1876 · eng
Almanackor	Almanack 1778 KVA Gbg.
Bibeln. Jesaja	Bibeln. · [Jesaja.] · heb
Hymn till Demeter	Demeterhymnen. · swe
Den svenska psalmboken	Psalmboken 1751 Strängnäs.
Tripitaka. Sūtrapiṭaka. Karmavibhaṅga	Karmavibhaṅga. · san
Bibeln. Psaltaren. Urval	Bibeln. · [Psaltaren.] · Urval. · heb
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Syriska]
Heliand	Heliand
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Reuss. · 1892 · ger
Bibeln. Ester	Bibeln. · [Ester.] · 1904 · Hebreiska & Tyska.
Novgorodskaja pervaja letopisʹ	Novgorodskaja Pervaja letopisʹ. · swe
Povestʹ vremennych let	Povest' vremennych let.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1913 · Waldenström. · swe
Kalevala	Kalevala. Engelska
Avesta	Avesta. · Tyska & Avestiska
Bibeln. Historiska böckerna. Urval	Bibeln. · [Historiska böckerna.] · Urval · Polyglott.
Reinaert	Reinaert.
Almanackor	Almanack 1723 Quensel.
Edda Sæmundar	Edda Sæmundar · dan
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1531 · dan
al-Miʻrāj	Miʻrāǧ. Engelska
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet] · myv
Bibeln. Urval	Bible. · Selections. · 1568. · dan
Bibeln	Bibeln. · 1825 · fre
Bibeln. Joel	Bibeln. · [Joel.] · lat
Bibeln. Daniel	Bibeln. · [Daniel] · 1772 · Grekiska och latin
Den svenska psalmboken	Svenska psalmboken. · 1986
Arthour and Merlin	Arthour and Merlin.
Bibeln. Nya Testamentet	Bibeln · [Nya Testamentet] · 1994 · spa
Bibeln	Bibeln. · Great Bible. · 1549. · eng
Esra 4	Esra 4. · ger
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · Ryska & Hebreiska
Den svenska psalmboken	Psalmboken 1781 Sthlm ordenstr.
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · che
Bibeln. Festrullarna (Megillot)	Bibeln. · [Festrullarna (Megillot).] · heb
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Bishops'. · 1589. · eng
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Kumykiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1815 · glv
Almanackor	Almanack 1735 Celsius.
Bibeln. Romarbrevet	Bibeln. · [Romarbrevet.] · swe
Bibeln. Apokryferna. Urval	Bibeln · [Apokryferna] · [Urval] · eng
Heidelberger Katechismus	Heidelberger Katechismus · eng
Bibeln	Bibeln
Njáls saga	Njáls saga. · swe
Bibeln	Bibeln. · Good news Bible. · 1988 · eng
Bibeln	Bibeln · 1843 · nor
Bibeln	Bibeln. · 1934 · chi
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1917. · 1963 · swe
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet. Grekiska]
Bibeln	Bibeln. · 1614. · Authorized. · eng
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · 1917. · 1936 · swe
Evangelier och epistlar	Evangelier och epistlar 1814 Göteborg
Yugapurāṇa	Purāṇa. · [Yuga-Purāṇa.] · Engelska & Sanskrit
Bibeln. Krönikeböckerna	Bibeln. · [Krönikeböckerna. Arameiska & Franska]
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · 1885 · swe
Bibeln. Urval	Bible. · Selections. · 1596. · dan
Koranen	Koranen. Kirgisiska
Bibeln	Bibeln. · 1851 · Rarotongiska.
Bhagavadgītā	Bhagavadgītā. · Easwaran. · 1986 · eng
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · 1917. · swe
